"cell_class_definition","anatomical_analysis_scope","interpretation","n_regions","lm_beta","lm_p_value","lm_r_squared","spearman_rho","spearman_p_value"
"Neocortical E:I cell-class crosswalk","Neocortex","Jorstad-aligned anatomical scope",5,2.98763697735437,0.478325607974051,0.178648018575446,0.153896752812773,0.804828816608063
