"cell_category","supercluster_term","cluster_id","subcluster_id","n"
"Inhibitory_interneuron","CGE interneuron","296","485",1396
"Inhibitory_interneuron","MGE interneuron","257","399",1394
"Excitatory_projection","Hippocampal CA1-3","183","2277",1389
"Splatter","Splatter","365","1258",1388
"Excitatory_projection","Deep-layer intratelencephalic","151","2660",1387
"Excitatory_projection","Upper-layer intratelencephalic","120","2635",1387
"Excitatory_projection","Upper-layer intratelencephalic","134","2679",1384
"Inhibitory_interneuron","MGE interneuron","257","398",1383
"Splatter","Splatter","415","1501",1380
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2892",1376
"Inhibitory_interneuron","CGE interneuron","294","503",1375
"Excitatory_projection","Deep-layer intratelencephalic","137","2752",1372
"Inhibitory_interneuron","CGE interneuron","294","501",1370
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","682",1367
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2876",1366
"Excitatory_projection","Hippocampal CA1-3","181","2299",1362
"Excitatory_projection","Deep-layer intratelencephalic","142","2714",1360
"Excitatory_projection","Deep-layer intratelencephalic","143","2722",1358
"Inhibitory_projection_MSN","Medium spiny neuron","219","2099",1354
"Excitatory_projection","Hippocampal dentate gyrus","203","2200",1353
"Excitatory_projection","Upper rhombic lip","312","16",1353
"Inhibitory_interneuron","MGE interneuron","243","302",1351
"Inhibitory_interneuron","Midbrain-derived inhibitory","440","694",1351
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2900",1349
"Inhibitory_projection_MSN","Medium spiny neuron","212","2064",1346
"Splatter","Splatter","415","856",1337
"Excitatory_projection","Upper-layer intratelencephalic","128","2693",1335
"Inhibitory_interneuron","Midbrain-derived inhibitory","437","687",1333
"Excitatory_projection","Amygdala excitatory","158","2447",1331
"Excitatory_projection","Upper-layer intratelencephalic","125","2617",1331
"Excitatory_projection","Amygdala excitatory","175","2344",1330
"Excitatory_projection","Deep-layer intratelencephalic","151","2655",1330
"Excitatory_projection","Thalamic excitatory","453","97",1329
"Inhibitory_interneuron","MGE interneuron","262","405",1325
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","226","2005",1324
"Inhibitory_projection_MSN","Medium spiny neuron","215","2027",1324
"Excitatory_projection","Hippocampal CA1-3","186","2270",1321
"Inhibitory_interneuron","CGE interneuron","292","575",1318
"Inhibitory_interneuron","CGE interneuron","296","490",1312
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2869",1306
"Excitatory_projection","Deep-layer intratelencephalic","141","2760",1305
"Inhibitory_interneuron","MGE interneuron","251","282",1300
"Excitatory_projection","Deep-layer intratelencephalic","147","2496",1298
"Excitatory_projection","Deep-layer intratelencephalic","152","2735",1295
"Excitatory_projection","Amygdala excitatory","155","2477",1290
"Excitatory_projection","Amygdala excitatory","174","2450",1288
"Excitatory_projection","Thalamic excitatory","458","91",1288
"Inhibitory_interneuron","MGE interneuron","250","266",1287
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","274","448",1286
"Excitatory_projection","Thalamic excitatory","449","105",1282
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","230","2154",1282
"Inhibitory_interneuron","MGE interneuron","261","410",1278
"Miscellaneous","Miscellaneous","404","2701",1276
"Excitatory_projection","Hippocampal CA1-3","187","2286",1273
"Excitatory_projection","Upper-layer intratelencephalic","134","2688",1266
"Excitatory_projection","Hippocampal CA1-3","180","2304",1264
"Excitatory_projection","Mammillary body","327","1854",1264
"Excitatory_projection","Hippocampal CA1-3","184","2272",1262
"Inhibitory_interneuron","MGE interneuron","261","419",1262
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2896",1261
"Inhibitory_interneuron","CGE interneuron","289","525",1260
"Inhibitory_projection_MSN","Medium spiny neuron","213","2038",1260
"Splatter","Splatter","365","1259",1258
"Excitatory_projection","Deep-layer intratelencephalic","140","2765",1254
"Inhibitory_interneuron","MGE interneuron","250","271",1246
"Inhibitory_interneuron","MGE interneuron","258","372",1246
"Excitatory_projection","Deep-layer intratelencephalic","146","2507",1245
"Inhibitory_interneuron","CGE interneuron","278","642",1244
"Excitatory_projection","Thalamic excitatory","454","80",1235
"Inhibitory_interneuron","MGE interneuron","258","357",1235
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2870",1229
"Excitatory_projection","Deep-layer intratelencephalic","150","2642",1227
"Splatter","Splatter","365","1229",1224
"Excitatory_projection","Deep-layer intratelencephalic","147","2499",1223
"Excitatory_projection","Deep-layer intratelencephalic","142","2705",1222
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","264","376",1215
"Excitatory_projection","Deep-layer near-projecting","93","2956",1209
"Inhibitory_interneuron","MGE interneuron","250","268",1206
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2868",1202
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2898",1202
"Excitatory_projection","Mammillary body","325","1855",1198
"Excitatory_projection","Deep-layer corticothalamic and 6b","105","2811",1195
"Inhibitory_interneuron","CGE interneuron","284","552",1194
"Splatter","Splatter","365","1247",1194
"Excitatory_projection","Deep-layer intratelencephalic","150","2646",1191
"Inhibitory_interneuron","MGE interneuron","256","363",1191
"Excitatory_projection","Thalamic excitatory","452","107",1190
"Excitatory_projection","Upper-layer intratelencephalic","127","2587",1188
"Excitatory_projection","Thalamic excitatory","453","78",1187
"Excitatory_projection","Upper-layer intratelencephalic","134","2686",1186
"Excitatory_projection","Amygdala excitatory","154","2472",1185
"Excitatory_projection","Deep-layer intratelencephalic","152","2661",1184
"Excitatory_projection","Deep-layer intratelencephalic","141","2757",1179
"Excitatory_projection","Upper-layer intratelencephalic","134","2681",1178
"Inhibitory_interneuron","MGE interneuron","251","278",1178
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","680",1178
"Splatter","Splatter","432","720",1178
"Splatter","Splatter","415","1167",1171
"Excitatory_projection","Amygdala excitatory","160","2388",1169
"Inhibitory_interneuron","CGE interneuron","287","432",1163
"Inhibitory_interneuron","CGE interneuron","289","522",1161
"Inhibitory_projection_MSN","Medium spiny neuron","210","2086",1159
"Excitatory_projection","Upper-layer intratelencephalic","127","2585",1154
"Excitatory_projection","Hippocampal CA1-3","179","2314",1151
"Excitatory_projection","Amygdala excitatory","160","2391",1150
"Inhibitory_projection_MSN","Medium spiny neuron","207","2075",1147
"Excitatory_projection","Hippocampal CA1-3","182","2300",1145
"Excitatory_projection","Amygdala excitatory","174","2448",1144
"Inhibitory_interneuron","MGE interneuron","254","206",1144
"Splatter","Splatter","365","1248",1140
"Excitatory_projection","Upper rhombic lip","310","15",1132
"Excitatory_projection","Deep-layer intratelencephalic","140","2762",1124
"Inhibitory_interneuron","MGE interneuron","254","205",1121
"Excitatory_projection","Upper-layer intratelencephalic","128","2572",1118
"Inhibitory_interneuron","CGE interneuron","296","486",1118
"Inhibitory_interneuron","Midbrain-derived inhibitory","442","700",1116
"Excitatory_projection","Amygdala excitatory","175","2333",1114
"Inhibitory_interneuron","MGE interneuron","258","355",1109
"Inhibitory_interneuron","MGE interneuron","252","218",1104
"Inhibitory_interneuron","MGE interneuron","259","343",1099
"Inhibitory_interneuron","MGE interneuron","260","335",1098
"Excitatory_projection","Upper-layer intratelencephalic","127","2578",1097
"Inhibitory_interneuron","CGE interneuron","284","551",1097
"Excitatory_projection","Thalamic excitatory","448","115",1092
"Inhibitory_interneuron","CGE interneuron","292","572",1091
"Inhibitory_interneuron","MGE interneuron","258","402",1089
"Inhibitory_interneuron","Midbrain-derived inhibitory","434","669",1086
"Inhibitory_projection_MSN","Medium spiny neuron","210","2084",1084
"Inhibitory_projection_MSN","Medium spiny neuron","212","2061",1084
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","268","460",1082
"Inhibitory_interneuron","Midbrain-derived inhibitory","438","663",1082
"Excitatory_projection","Thalamic excitatory","458","72",1081
"Inhibitory_interneuron","MGE interneuron","258","400",1078
"Inhibitory_interneuron","MGE interneuron","258","358",1076
"Splatter","Splatter","238","172",1074
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","264","375",1073
"Excitatory_projection","Hippocampal CA1-3","183","2281",1071
"Inhibitory_projection_MSN","Medium spiny neuron","211","2069",1067
"Inhibitory_interneuron","CGE interneuron","279","616",1066
"Inhibitory_projection_MSN","Medium spiny neuron","213","2034",1062
"Inhibitory_interneuron","CGE interneuron","296","488",1060
"Inhibitory_interneuron","MGE interneuron","262","407",1060
"Excitatory_projection","Amygdala excitatory","155","2467",1059
"Excitatory_projection","Deep-layer corticothalamic and 6b","106","2819",1059
"Excitatory_projection","Hippocampal CA1-3","119","2322",1057
"Excitatory_projection","Amygdala excitatory","160","2392",1055
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2897",1053
"Excitatory_projection","Lower rhombic lip","317","809",1052
"Excitatory_projection","Amygdala excitatory","155","2478",1047
"Inhibitory_interneuron","MGE interneuron","239","347",1045
"Inhibitory_interneuron","MGE interneuron","242","318",1044
"Inhibitory_interneuron","CGE interneuron","284","546",1042
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","653",1041
"Inhibitory_projection_MSN","Medium spiny neuron","211","2019",1041
"Excitatory_projection","Hippocampal CA1-3","183","2278",1037
"Inhibitory_interneuron","MGE interneuron","250","274",1034
"Splatter","Splatter","238","170",1033
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","226","2008",1032
"Excitatory_projection","Upper-layer intratelencephalic","125","2614",1031
"Inhibitory_interneuron","CGE interneuron","286","425",1027
"Excitatory_projection","Amygdala excitatory","172","2352",1023
"Excitatory_projection","Amygdala excitatory","174","2454",1021
"Excitatory_projection","Deep-layer intratelencephalic","149","2737",1021
"Inhibitory_projection_MSN","Medium spiny neuron","217","2127",1020
"Inhibitory_interneuron","Midbrain-derived inhibitory","435","673",1019
"Excitatory_projection","Upper-layer intratelencephalic","125","2569",1018
"Inhibitory_interneuron","CGE interneuron","282","565",1017
"Inhibitory_interneuron","CGE interneuron","289","524",1017
"Excitatory_projection","Upper-layer intratelencephalic","133","2671",1014
"Inhibitory_interneuron","MGE interneuron","258","356",1014
"Excitatory_projection","Amygdala excitatory","154","2459",1011
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2899",1011
"Excitatory_projection","Upper-layer intratelencephalic","130","2606",1011
"Excitatory_projection","Upper rhombic lip","312","18",1007
"Inhibitory_interneuron","MGE interneuron","250","283",1007
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","266","385",1005
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2871",1004
"Excitatory_projection","Deep-layer intratelencephalic","141","2756",1004
"Inhibitory_interneuron","Cerebellar inhibitory","307","159",1004
"Miscellaneous","Miscellaneous","401","2223",1003
"Inhibitory_interneuron","CGE interneuron","294","512",1002
"Inhibitory_interneuron","CGE interneuron","280","585",1001
"Inhibitory_interneuron","MGE interneuron","242","299",1001
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","681",998
"Excitatory_projection","Amygdala excitatory","156","2402",997
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","270","442",997
"Inhibitory_interneuron","CGE interneuron","278","639",996
"Inhibitory_interneuron","MGE interneuron","254","203",994
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","234","2167",987
"Excitatory_projection","Deep-layer corticothalamic and 6b","112","2907",983
"Excitatory_projection","Thalamic excitatory","448","113",982
"Inhibitory_interneuron","MGE interneuron","242","308",982
"Splatter","Splatter","415","1506",980
"Excitatory_projection","Upper-layer intratelencephalic","125","2592",974
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","268","469",972
"Splatter","Splatter","366","1204",972
"Excitatory_projection","Deep-layer intratelencephalic","137","2746",970
"Excitatory_projection","Amygdala excitatory","158","2407",966
"Splatter","Splatter","429","1810",965
"Excitatory_projection","Deep-layer corticothalamic and 6b","84","2918",963
"Splatter","Splatter","415","1478",962
"Splatter","Splatter","415","1165",961
"Inhibitory_projection_MSN","Medium spiny neuron","219","2097",960
"Inhibitory_projection_MSN","Medium spiny neuron","212","2062",958
"Inhibitory_interneuron","CGE interneuron","294","513",957
"Inhibitory_interneuron","Midbrain-derived inhibitory","440","690",957
"Inhibitory_interneuron","MGE interneuron","255","367",956
"Excitatory_projection","Deep-layer intratelencephalic","141","2754",952
"Inhibitory_interneuron","Cerebellar inhibitory","307","158",952
"Splatter","Splatter","429","1814",952
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2894",950
"Inhibitory_projection_MSN","Medium spiny neuron","211","2021",950
"Inhibitory_projection_MSN","Medium spiny neuron","217","2121",949
"Inhibitory_interneuron","CGE interneuron","283","559",946
"Excitatory_projection","Thalamic excitatory","450","102",944
"Splatter","Splatter","364","1062",942
"Excitatory_projection","Deep-layer intratelencephalic","146","2512",941
"Excitatory_projection","Amygdala excitatory","158","2405",940
"Excitatory_projection","Amygdala excitatory","161","2455",938
"Excitatory_projection","Amygdala excitatory","161","2456",936
"Excitatory_projection","Deep-layer intratelencephalic","147","2481",936
"Inhibitory_interneuron","Midbrain-derived inhibitory","437","685",933
"Inhibitory_interneuron","CGE interneuron","290","537",932
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2872",931
"Inhibitory_interneuron","MGE interneuron","254","220",931
"Inhibitory_interneuron","MGE interneuron","263","423",931
"Excitatory_projection","Amygdala excitatory","174","2452",928
"Inhibitory_projection_MSN","Medium spiny neuron","218","2120",928
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","231","2144",922
"Inhibitory_interneuron","CGE interneuron","282","571",913
"Splatter","Splatter","365","1246",913
"Inhibitory_interneuron","CGE interneuron","278","643",911
"Inhibitory_projection_MSN","Medium spiny neuron","218","2118",910
"Excitatory_projection","Thalamic excitatory","458","69",907
"Excitatory_projection","Upper-layer intratelencephalic","125","2568",906
"Excitatory_projection","Upper-layer intratelencephalic","130","2610",903
"Inhibitory_interneuron","CGE interneuron","284","548",903
"Excitatory_projection","Hippocampal CA1-3","119","2324",900
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","232","2150",899
"Splatter","Splatter","238","168",897
"Excitatory_projection","Amygdala excitatory","161","2411",896
"Inhibitory_projection_MSN","Medium spiny neuron","219","2101",896
"Splatter","Splatter","415","859",895
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","226","2006",891
"Inhibitory_interneuron","CGE interneuron","291","544",890
"Inhibitory_projection_MSN","Medium spiny neuron","209","2088",890
"Excitatory_projection","Amygdala excitatory","160","2369",888
"Inhibitory_interneuron","CGE interneuron","279","619",887
"Excitatory_projection","Deep-layer intratelencephalic","152","2668",886
"Excitatory_projection","Upper-layer intratelencephalic","128","2684",885
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","678",885
"Excitatory_projection","Deep-layer intratelencephalic","150","2644",884
"Excitatory_projection","Thalamic excitatory","460","42",883
"Excitatory_projection","Amygdala excitatory","161","2413",882
"Inhibitory_projection_MSN","Medium spiny neuron","219","2016",881
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","228","2163",879
"Inhibitory_projection_MSN","Medium spiny neuron","208","2076",879
"Excitatory_projection","Amygdala excitatory","160","2389",876
"Inhibitory_interneuron","CGE interneuron","279","614",873
"Excitatory_projection","Amygdala excitatory","174","2449",864
"Inhibitory_projection_MSN","Medium spiny neuron","216","2059",863
"Inhibitory_interneuron","CGE interneuron","294","511",861
"Inhibitory_interneuron","MGE interneuron","254","208",861
"Excitatory_projection","Deep-layer intratelencephalic","142","2712",860
"Excitatory_projection","Deep-layer intratelencephalic","145","2384",859
"Excitatory_projection","Hippocampal CA1-3","179","2315",859
"Excitatory_projection","Hippocampal CA1-3","187","2285",859
"Inhibitory_projection_MSN","Medium spiny neuron","211","2070",857
"Excitatory_projection","Amygdala excitatory","154","2460",851
"Splatter","Splatter","368","1199",850
"Miscellaneous","Miscellaneous","177","2802",844
"Inhibitory_interneuron","CGE interneuron","295","495",843
"Inhibitory_interneuron","MGE interneuron","249","222",841
"Excitatory_projection","Upper rhombic lip","312","19",839
"Excitatory_projection","Upper-layer intratelencephalic","135","2741",839
"Inhibitory_interneuron","Midbrain-derived inhibitory","435","661",839
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","268","459",838
"Inhibitory_projection_MSN","Medium spiny neuron","217","2123",838
"Excitatory_projection","Amygdala excitatory","154","2479",837
"Excitatory_projection","Deep-layer intratelencephalic","142","2739",837
"Inhibitory_interneuron","CGE interneuron","284","555",836
"Inhibitory_projection_MSN","Medium spiny neuron","213","2036",834
"Inhibitory_interneuron","MGE interneuron","260","336",831
"Excitatory_projection","Amygdala excitatory","405","1949",830
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2893",830
"Splatter","Splatter","409","165",830
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","271","443",829
"Excitatory_projection","Lower rhombic lip","317","808",828
"Excitatory_projection","Amygdala excitatory","160","2387",823
"Miscellaneous","Miscellaneous","177","2801",823
"Inhibitory_interneuron","Midbrain-derived inhibitory","444","706",821
"Excitatory_projection","Upper-layer intratelencephalic","133","2786",820
"Inhibitory_interneuron","CGE interneuron","278","641",820
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","230","2153",820
"Inhibitory_interneuron","CGE interneuron","290","532",819
"Inhibitory_interneuron","CGE interneuron","279","620",818
"Inhibitory_interneuron","CGE interneuron","291","539",817
"Excitatory_projection","Thalamic excitatory","451","86",814
"Inhibitory_interneuron","Midbrain-derived inhibitory","437","684",814
"Inhibitory_interneuron","CGE interneuron","284","550",813
"Excitatory_projection","Amygdala excitatory","160","2368",811
"Excitatory_projection","Hippocampal CA1-3","180","2311",809
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","232","2147",809
"Excitatory_projection","Deep-layer intratelencephalic","142","2709",808
"Excitatory_projection","Amygdala excitatory","154","2457",806
"Excitatory_projection","Deep-layer intratelencephalic","145","2376",806
"Inhibitory_interneuron","CGE interneuron","295","498",806
"Excitatory_projection","Upper-layer intratelencephalic","134","2687",804
"Excitatory_projection","Amygdala excitatory","172","2342",803
"Inhibitory_interneuron","CGE interneuron","280","582",801
"Excitatory_projection","Thalamic excitatory","454","82",800
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","226","2007",800
"Splatter","Splatter","409","164",798
"Inhibitory_interneuron","CGE interneuron","280","586",797
"Inhibitory_interneuron","MGE interneuron","254","207",797
"Excitatory_projection","Thalamic excitatory","458","74",794
"Splatter","Splatter","368","1429",793
"Excitatory_projection","Amygdala excitatory","175","2336",792
"Excitatory_projection","Hippocampal CA1-3","186","2291",792
"Inhibitory_projection_MSN","Medium spiny neuron","218","2111",792
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2875",791
"Inhibitory_interneuron","MGE interneuron","262","406",791
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1983",791
"Excitatory_projection","Deep-layer intratelencephalic","140","2763",789
"Excitatory_projection","Thalamic excitatory","447","117",784
"Inhibitory_interneuron","Midbrain-derived inhibitory","437","688",782
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","228","2164",781
"Inhibitory_interneuron","MGE interneuron","253","214",779
"Inhibitory_interneuron","MGE interneuron","241","323",778
"Excitatory_projection","Amygdala excitatory","158","2418",777
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2830",777
"Inhibitory_interneuron","CGE interneuron","292","577",777
"Inhibitory_interneuron","CGE interneuron","293","521",776
"Inhibitory_projection_MSN","Medium spiny neuron","219","2098",776
"Excitatory_projection","Deep-layer intratelencephalic","146","2505",775
"Miscellaneous","Miscellaneous","177","2799",775
"Excitatory_projection","Amygdala excitatory","157","2396",773
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2889",773
"Excitatory_projection","Thalamic excitatory","458","70",772
"Inhibitory_projection_MSN","Medium spiny neuron","209","2083",772
"Excitatory_projection","Amygdala excitatory","154","2471",771
"Inhibitory_interneuron","CGE interneuron","295","494",771
"Inhibitory_interneuron","CGE interneuron","296","484",768
"Inhibitory_interneuron","MGE interneuron","250","276",767
"Excitatory_projection","Deep-layer intratelencephalic","145","2377",766
"Excitatory_projection","Deep-layer intratelencephalic","152","2664",765
"Inhibitory_interneuron","Midbrain-derived inhibitory","434","671",764
"Splatter","Splatter","415","1440",764
"Excitatory_projection","Deep-layer intratelencephalic","141","2755",762
"Inhibitory_interneuron","CGE interneuron","289","496",760
"Inhibitory_projection_MSN","Medium spiny neuron","216","2053",759
"Splatter","Splatter","238","176",759
"Inhibitory_interneuron","MGE interneuron","260","422",757
"Excitatory_projection","Hippocampal CA1-3","179","2307",756
"Inhibitory_interneuron","MGE interneuron","253","211",755
"Excitatory_projection","Hippocampal CA4","195","2249",754
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","222","1987",753
"Inhibitory_interneuron","MGE interneuron","249","261",751
"Splatter","Splatter","364","1064",750
"Inhibitory_interneuron","MGE interneuron","256","361",749
"Inhibitory_projection_MSN","Medium spiny neuron","215","2041",749
"Inhibitory_projection_MSN","Medium spiny neuron","218","2117",749
"Excitatory_projection","Thalamic excitatory","449","62",748
"Inhibitory_interneuron","MGE interneuron","241","315",748
"Excitatory_projection","Deep-layer intratelencephalic","150","2639",747
"Inhibitory_projection_MSN","Medium spiny neuron","211","2068",743
"Splatter","Splatter","429","1812",741
"Splatter","Splatter","368","1198",738
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","271","446",735
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","226","2010",735
"Splatter","Splatter","364","1060",735
"Excitatory_projection","Amygdala excitatory","405","1948",734
"Splatter","Splatter","415","1480",733
"Splatter","Splatter","366","953",731
"Excitatory_projection","Deep-layer intratelencephalic","147","2385",730
"Excitatory_projection","Hippocampal CA1-3","186","2290",729
"Excitatory_projection","Upper-layer intratelencephalic","120","2638",729
"Splatter","Splatter","365","1261",729
"Excitatory_projection","Upper rhombic lip","312","17",728
"Excitatory_projection","Deep-layer corticothalamic and 6b","103","2836",726
"Splatter","Splatter","415","1168",726
"Excitatory_projection","Deep-layer intratelencephalic","142","2740",723
"Inhibitory_interneuron","MGE interneuron","253","213",722
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2858",721
"Inhibitory_interneuron","MGE interneuron","239","351",721
"Inhibitory_interneuron","MGE interneuron","241","317",721
"Splatter","Splatter","365","1253",719
"Inhibitory_projection_MSN","Medium spiny neuron","219","2100",718
"Splatter","Splatter","368","1195",718
"Splatter","Splatter","418","1794",718
"Inhibitory_interneuron","CGE interneuron","296","489",717
"Excitatory_projection","Deep-layer corticothalamic and 6b","99","2817",716
"Excitatory_projection","Hippocampal CA4","197","2252",716
"Excitatory_projection","Hippocampal CA1-3","187","2267",715
"Excitatory_projection","Hippocampal CA1-3","169","2446",714
"Excitatory_projection","Thalamic excitatory","450","83",714
"Excitatory_projection","Deep-layer corticothalamic and 6b","109","2895",713
"Excitatory_projection","Hippocampal CA4","192","2261",713
"Splatter","Splatter","365","1256",712
"Miscellaneous","Miscellaneous","177","2800",711
"Excitatory_projection","Deep-layer corticothalamic and 6b","99","2861",708
"Inhibitory_interneuron","MGE interneuron","249","263",704
"Inhibitory_interneuron","MGE interneuron","260","333",704
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","233","2156",704
"Inhibitory_interneuron","MGE interneuron","249","259",702
"Inhibitory_interneuron","MGE interneuron","255","368",701
"Inhibitory_interneuron","MGE interneuron","241","320",700
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","269","463",699
"Splatter","Splatter","365","1244",699
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","268","444",698
"Excitatory_projection","Deep-layer intratelencephalic","145","2381",697
"Miscellaneous","Miscellaneous","401","2222",696
"Excitatory_projection","Deep-layer intratelencephalic","147","2502",692
"Excitatory_projection","Amygdala excitatory","406","1958",691
"Inhibitory_projection_MSN","Medium spiny neuron","221","2093",689
"Splatter","Splatter","429","1507",688
"Splatter","Splatter","364","1067",685
"Inhibitory_interneuron","MGE interneuron","239","353",682
"Miscellaneous","Miscellaneous","117","2523",682
"Inhibitory_interneuron","MGE interneuron","258","354",681
"Splatter","Splatter","366","1420",681
"Inhibitory_interneuron","MGE interneuron","253","210",678
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","226","2009",678
"Excitatory_projection","Hippocampal CA1-3","183","2279",677
"Excitatory_projection","Thalamic excitatory","449","106",677
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2902",676
"Inhibitory_projection_MSN","Medium spiny neuron","212","2065",676
"Excitatory_projection","Amygdala excitatory","405","2514",675
"Excitatory_projection","Upper-layer intratelencephalic","127","2579",675
"Inhibitory_interneuron","CGE interneuron","285","604",675
"Inhibitory_interneuron","MGE interneuron","252","221",675
"Inhibitory_interneuron","Midbrain-derived inhibitory","437","686",675
"Excitatory_projection","Hippocampal CA1-3","179","2544",674
"Splatter","Splatter","359","1926",673
"Splatter","Splatter","415","1505",672
"Excitatory_projection","Hippocampal CA1-3","179","2313",671
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","271","461",670
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","232","2148",670
"Excitatory_projection","Amygdala excitatory","162","2416",669
"Inhibitory_interneuron","MGE interneuron","253","217",669
"Splatter","Splatter","365","1245",669
"Excitatory_projection","Amygdala excitatory","154","2458",667
"Excitatory_projection","Amygdala excitatory","406","1955",665
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2828",663
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","233","2158",662
"Splatter","Splatter","415","1166",661
"Inhibitory_interneuron","CGE interneuron","279","612",660
"Splatter","Splatter","364","1066",659
"Excitatory_projection","Thalamic excitatory","449","95",656
"Inhibitory_interneuron","MGE interneuron","240","326",656
"Miscellaneous","Miscellaneous","165","2364",656
"Splatter","Splatter","415","1685",655
"Excitatory_projection","Deep-layer corticothalamic and 6b","101","2847",654
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2867",654
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","222","1981",654
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2827",653
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","269","465",652
"Excitatory_projection","Upper-layer intratelencephalic","127","2584",650
"Excitatory_projection","Deep-layer intratelencephalic","152","2663",649
"Excitatory_projection","Hippocampal CA4","195","2233",649
"Splatter","Splatter","365","1250",649
"Inhibitory_projection_MSN","Medium spiny neuron","216","2057",647
"Excitatory_projection","Deep-layer intratelencephalic","147","2501",646
"Inhibitory_interneuron","MGE interneuron","239","350",644
"Inhibitory_interneuron","MGE interneuron","254","202",644
"Splatter","Splatter","368","1194",644
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2877",643
"Excitatory_projection","Hippocampal CA1-3","184","2287",642
"Splatter","Splatter","368","1212",642
"Excitatory_projection","Deep-layer intratelencephalic","145","2383",640
"Excitatory_projection","Deep-layer near-projecting","92","2977",640
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","230","2155",640
"Excitatory_projection","Deep-layer intratelencephalic","142","2711",639
"Inhibitory_interneuron","MGE interneuron","253","212",637
"Inhibitory_projection_MSN","Medium spiny neuron","219","2110",636
"Splatter","Splatter","235","199",634
"Excitatory_projection","Amygdala excitatory","175","2334",631
"Excitatory_projection","Deep-layer intratelencephalic","146","2506",630
"Splatter","Splatter","336","1867",629
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2890",628
"Inhibitory_interneuron","MGE interneuron","249","260",628
"Excitatory_projection","Thalamic excitatory","450","104",627
"Inhibitory_interneuron","MGE interneuron","253","216",627
"Excitatory_projection","Amygdala excitatory","158","2403",626
"Splatter","Splatter","344","1595",626
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","269","464",625
