"EI_class_jorstad_like","jorstad_equivalent","supercluster_term","cluster_id","subcluster_id","n"
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","253","373",247
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","201",324
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","202",420
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","203",511
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","204",46
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","205",747
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","206",905
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","207",633
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","208",642
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","209",390
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","254","220",457
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","255","365",22
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","255","366",281
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","255","367",791
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","255","368",317
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","255","369",162
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","255","370",240
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","255","371",46
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","256","360",145
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","256","361",263
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","256","362",1999
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","256","363",869
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","256","364",37
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","257","393",332
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","257","394",392
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","257","398",1087
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","257","399",1040
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","257","403",1028
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","257","404",1857
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","257","409",2136
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","354",371
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","355",823
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","356",616
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","357",790
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","358",661
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","359",1780
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","372",659
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","400",765
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","401",1566
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","258","402",735
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","337",1244
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","338",1535
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","339",1179
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","340",1076
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","341",3155
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","342",1119
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","343",859
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","344",1565
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","259","412",2074
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","260","332",234
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","260","333",259
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","260","334",254
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","260","335",774
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","260","336",635
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","260","421",1561
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","260","422",614
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","410",1248
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","411",2562
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","413",3358
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","414",1502
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","415",2251
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","416",1433
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","417",1645
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","418",2529
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","419",1168
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","261","420",456
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","262","405",1099
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","262","406",568
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","262","407",947
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","262","408",5734
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","263","423",782
"I","Pvalb + Sst + Sst Chodl","MGE interneuron","263","424",4746
