"EI_class_jorstad_like","jorstad_equivalent","supercluster_term","cluster_id","subcluster_id","n"
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2558",2615
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2568",906
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2569",1018
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2570",1599
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2592",974
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2613",2068
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2614",1031
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2616",1855
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","125","2617",1331
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","126","2588",4578
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","126","2589",15595
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","126","2590",2107
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","126","2591",3056
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","126","2596",3684
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","126","2597",4018
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","126","2599",3932
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2578",1097
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2579",675
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2580",1455
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2581",501
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2582",339
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2583",1455
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2584",650
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2585",1154
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2586",1916
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","127","2587",1188
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2572",1118
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2573",1652
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2683",1507
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2684",885
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2691",110
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2693",1335
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2694",1670
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","128","2695",2373
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2594",3491
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2595",7452
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2598",5600
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2600",5602
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2601",4727
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2602",3062
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2603",3261
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2604",2918
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2605",1907
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2609",4538
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","129","2689",3785
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2567",3885
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2571",5379
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2606",1011
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2607",2294
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2608",2383
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2610",903
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2611",2814
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2696",2634
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2780",1783
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","130","2782",2410
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2557",1403
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2574",2289
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2575",4090
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2576",2742
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2577",2479
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2593",3677
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2615",2469
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","131","2697",2901
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2669",540
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2670",1508
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2671",1014
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2672",1701
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2673",592
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2674",2259
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2675",2281
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2676",426
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2692",237
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2781",2750
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2783",1441
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2784",2556
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2785",1961
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","133","2786",820
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2678",1761
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2679",1384
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2680",1414
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2681",1178
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2682",1565
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2685",1537
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2686",1186
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2687",804
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","134","2688",1266
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2677",3102
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2690",1724
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2702",182
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2728",3103
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2729",1927
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2730",1909
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2731",2827
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2732",3808
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2733",4390
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2734",1759
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2741",839
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","135","2742",2678
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","138","2775",3830
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","138","2776",11163
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","138","2777",12358
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","138","2778",26989
"E","L2/3 IT + L4 IT","Upper-layer intratelencephalic","138","2779",3923
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","136","2743",37
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","136","2744",77
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","136","2745",38
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2746",970
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2747",4298
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2748",170
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2749",5837
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2750",2158
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2751",2839
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2752",1372
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","137","2753",93
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","139","2769",4813
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","139","2770",3295
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","139","2771",2847
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","139","2772",3580
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","139","2773",9588
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","139","2774",534
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2761",2258
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2762",1124
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2763",789
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2764",1597
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2765",1254
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2766",2432
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2767",1414
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","140","2768",1587
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2703",90
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2754",952
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2755",762
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2756",1004
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2757",1179
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2758",2861
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2759",1839
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","141","2760",1305
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2704",194
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2705",1222
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2706",2306
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2709",808
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2710",1558
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2711",639
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2712",860
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2713",2193
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2714",1360
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2715",1626
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2739",837
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","142","2740",723
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2707",1845
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2708",2158
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2720",67
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2721",2079
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2722",1358
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2723",1733
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2724",611
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2725",1756
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2726",420
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","143","2727",1441
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","144","2716",2183
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","144","2717",276
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","144","2718",5443
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","144","2719",19177
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2375",38
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2376",806
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2377",766
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2378",508
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2379",277
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2380",144
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2381",697
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2382",218
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2383",640
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","145","2384",859
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2503",461
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2504",268
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2505",775
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2506",630
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2507",1245
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2508",520
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2509",324
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2510",23
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2512",941
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","146","2653",467
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2385",730
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2480",383
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2481",936
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2491",333
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2492",356
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2493",1403
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2494",600
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2495",1714
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2496",1298
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2497",1477
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2499",1223
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2500",1418
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2501",646
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2502",692
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","147","2700",56
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2484",1799
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2485",2350
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2486",1563
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2487",2475
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2488",1402
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2489",1977
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2490",3007
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2498",1541
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","148","2699",82
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","149","2482",19009
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","149","2483",2559
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","149","2736",5268
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","149","2737",1021
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","149","2738",3571
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2639",747
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2640",2568
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2641",1578
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2642",1227
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2643",240
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2644",884
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2645",1885
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2646",1191
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2647",1700
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","150","2648",287
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2649",486
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2650",1803
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2651",1884
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2652",118
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2654",1738
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2655",1330
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2656",2010
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2657",1595
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2658",1533
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2659",2328
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2660",1387
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","151","2662",2538
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2661",1184
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2663",649
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2664",765
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2665",498
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2666",404
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2667",367
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2668",886
"E","L5 IT + L6 IT + L6 IT Car3","Deep-layer intratelencephalic","152","2735",1295
"E","L5/6 NP","Deep-layer near-projecting","83","2924",107
"E","L5/6 NP","Deep-layer near-projecting","83","2925",75
"E","L5/6 NP","Deep-layer near-projecting","83","2926",188
"E","L5/6 NP","Deep-layer near-projecting","83","2964",106
"E","L5/6 NP","Deep-layer near-projecting","85","2927",138
"E","L5/6 NP","Deep-layer near-projecting","85","2928",75
"E","L5/6 NP","Deep-layer near-projecting","85","2929",59
"E","L5/6 NP","Deep-layer near-projecting","85","2930",143
"E","L5/6 NP","Deep-layer near-projecting","85","2931",99
"E","L5/6 NP","Deep-layer near-projecting","86","2980",357
"E","L5/6 NP","Deep-layer near-projecting","86","2988",233
"E","L5/6 NP","Deep-layer near-projecting","86","2989",400
"E","L5/6 NP","Deep-layer near-projecting","86","2990",59
"E","L5/6 NP","Deep-layer near-projecting","86","2991",130
"E","L5/6 NP","Deep-layer near-projecting","86","2992",182
"E","L5/6 NP","Deep-layer near-projecting","86","2993",147
"E","L5/6 NP","Deep-layer near-projecting","87","2943",263
"E","L5/6 NP","Deep-layer near-projecting","87","2944",258
"E","L5/6 NP","Deep-layer near-projecting","87","2981",227
"E","L5/6 NP","Deep-layer near-projecting","87","2984",228
"E","L5/6 NP","Deep-layer near-projecting","87","2985",227
"E","L5/6 NP","Deep-layer near-projecting","88","2938",237
"E","L5/6 NP","Deep-layer near-projecting","88","2939",272
"E","L5/6 NP","Deep-layer near-projecting","88","2940",102
"E","L5/6 NP","Deep-layer near-projecting","88","2982",145
"E","L5/6 NP","Deep-layer near-projecting","88","2983",310
"E","L5/6 NP","Deep-layer near-projecting","88","2986",412
"E","L5/6 NP","Deep-layer near-projecting","88","2987",70
"E","L5/6 NP","Deep-layer near-projecting","89","2936",297
"E","L5/6 NP","Deep-layer near-projecting","89","2937",187
"E","L5/6 NP","Deep-layer near-projecting","89","2941",330
"E","L5/6 NP","Deep-layer near-projecting","89","2942",206
"E","L5/6 NP","Deep-layer near-projecting","89","2994",241
"E","L5/6 NP","Deep-layer near-projecting","89","2995",144
"E","L5/6 NP","Deep-layer near-projecting","90","2945",69
"E","L5/6 NP","Deep-layer near-projecting","90","2946",451
"E","L5/6 NP","Deep-layer near-projecting","90","2949",435
"E","L5/6 NP","Deep-layer near-projecting","90","2950",354
"E","L5/6 NP","Deep-layer near-projecting","90","2951",495
"E","L5/6 NP","Deep-layer near-projecting","91","2948",352
"E","L5/6 NP","Deep-layer near-projecting","91","2961",359
"E","L5/6 NP","Deep-layer near-projecting","91","2962",155
"E","L5/6 NP","Deep-layer near-projecting","91","2963",311
"E","L5/6 NP","Deep-layer near-projecting","91","2975",346
"E","L5/6 NP","Deep-layer near-projecting","92","2974",436
"E","L5/6 NP","Deep-layer near-projecting","92","2976",545
"E","L5/6 NP","Deep-layer near-projecting","92","2977",640
"E","L5/6 NP","Deep-layer near-projecting","92","2978",294
"E","L5/6 NP","Deep-layer near-projecting","92","2979",204
"E","L5/6 NP","Deep-layer near-projecting","93","2935",188
"E","L5/6 NP","Deep-layer near-projecting","93","2947",299
"E","L5/6 NP","Deep-layer near-projecting","93","2956",1209
"E","L5/6 NP","Deep-layer near-projecting","93","2972",247
"E","L5/6 NP","Deep-layer near-projecting","93","2973",274
"E","L5/6 NP","Deep-layer near-projecting","94","2952",83
"E","L5/6 NP","Deep-layer near-projecting","94","2953",169
"E","L5/6 NP","Deep-layer near-projecting","94","2954",350
"E","L5/6 NP","Deep-layer near-projecting","94","2955",506
"E","L5/6 NP","Deep-layer near-projecting","94","2957",450
"E","L5/6 NP","Deep-layer near-projecting","94","2958",327
"E","L5/6 NP","Deep-layer near-projecting","94","2959",316
"E","L5/6 NP","Deep-layer near-projecting","94","2960",346
"E","L5/6 NP","Deep-layer near-projecting","95","2967",221
"E","L5/6 NP","Deep-layer near-projecting","95","2968",473
"E","L5/6 NP","Deep-layer near-projecting","95","2969",105
"E","L5/6 NP","Deep-layer near-projecting","95","2970",290
"E","L5/6 NP","Deep-layer near-projecting","95","2971",218
"E","L5/6 NP","Deep-layer near-projecting","96","2932",144
"E","L5/6 NP","Deep-layer near-projecting","96","2933",150
"E","L5/6 NP","Deep-layer near-projecting","96","2934",103
"E","L5/6 NP","Deep-layer near-projecting","96","2965",97
"E","L5/6 NP","Deep-layer near-projecting","96","2966",191
"E","L6 CT + L6b","Deep-layer corticothalamic and 6b","84","2914",69
