"anatomy_id","anatomy_group","rcmr_value","EI_definition","anatomical_analysis_scope","comparison_role","EI_ratio","n_donors_EI","n_cells_EI_total","cerebral_cortex_scope","is_cerebral_cortex","is_neocortex","is_telencephalon","division","MSN_included_in_denominator","p_E","p_I","p_I_interneuron","p_I_MSN","p_I_all_with_MSN","EI_ratio_no_MSN","EI_ratio_with_MSN","MSN_fraction_of_broad_I","delta_EI_with_MSN_minus_no_MSN"
"basal_forebrain","Basal forebrain",21.4,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.953543500250317,3,41832,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",FALSE,0.107935040296286,0.113193619659672,0.113193619659672,0.778871340044042,0.892064959703714,0.953543500250317,0.120994596999007,0.873110563946747,-0.83254890325131
"caudate_nucleus","Caudatum",32.6,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.0303757233086382,3,27370,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",FALSE,0.0002390215938827,0.00786883628923258,0.00786883628923258,0.991892142116885,0.999760978406117,0.0303757233086382,0.000239078738863927,0.992129282439311,-0.0301366445697743
"cerebellar_cortex","Cerebellar cortex",29.8,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",23.4531292667605,3,24797,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.959105438445487,0.040894561554513,0.040894561554513,0,0.040894561554513,23.4531292667605,23.4531292667605,0,0
"inferior_colliculus","Colliculus inferior",31.4,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",1.0608508066572,3,11488,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.514763515743264,0.485236484256736,0.485236484256736,0,0.485236484256736,1.0608508066572,1.0608508066572,0,0
"superior_colliculus","Colliculus superior",24.4,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.0467476730987535,3,6813,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.0446599255008262,0.955340074499174,0.955340074499174,0,0.955340074499174,0.0467476730987535,0.0467476730987535,0,0
"amygdala","Corpus amygdaloideum",22.2,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",2.46176559630065,3,166622,"Cerebral cortex, non-neocortical",TRUE,FALSE,TRUE,"Telencephalon",FALSE,0.539249426777868,0.219049867131221,0.219049867131221,0.241700706090912,0.460750573222132,2.46176559630065,1.17037168940838,0.524580369809731,-1.29139390689227
"lateral_geniculate_nucleus","Corpus geniculatum laterale",23.1,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",1.79426867096926,3,37199,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.642054115766185,0.357836106796286,0.357836106796286,0.000109777437529087,0.357945884233815,1.79426867096926,1.79371839165159,0.000306687246213393,-0.000550279317666602
"medial_geniculate_nucleus","Corpus geniculatum mediale",20.2,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.391939645043003,2,8872,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.281578045742705,0.718421954257295,0.718421954257295,0,0.718421954257295,0.391939645043003,0.391939645043003,0,0
"frontal_lobe","Frontal lobe",35.3,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",1.98916544549617,4,276183,"Neocortex",TRUE,TRUE,TRUE,"Telencephalon",FALSE,0.665214372204097,0.334418825598576,0.334418825598576,0.000366802197326787,0.334785627795903,1.98916544549617,1.98698605009901,0.00109563304656078,-0.00217939539716228
"hippocampus","Hippocampus",25.7,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",3.31622521622813,3,229694,"Cerebral cortex, non-neocortical",TRUE,FALSE,TRUE,"Telencephalon",FALSE,0.766194845999135,0.231044273546235,0.231044273546235,0.0027608804546295,0.233805154000865,3.31622521622813,3.27706568006752,0.0118084670392651,-0.039159536160609
"insular_lobe","Insular lobe",30.3,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",2.1202627050948,3,103522,"Neocortex",TRUE,TRUE,TRUE,"Telencephalon",FALSE,0.678496277174264,0.320005759448533,0.320005759448533,0.00149796337720311,0.321503722825736,2.1202627050948,2.11038388983765,0.00465924115601936,-0.00987881525715073
"nucleus_accumbens","Nucleus accumbens",32.3,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.335070161442269,3,24739,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",FALSE,0.00182483871849544,0.00544613913289276,0.00544613913289276,0.992729022148612,0.998175161281505,0.335070161442269,0.00182817484273263,0.994543904372554,-0.333241986599536
"dentate_nucleus","Nucleus dentatus cerebelli",24.2,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",7.6863287342186,3,21417,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.88484377009426,0.115119168160873,0.115119168160873,3.70617448669483e-05,0.11515622990574,7.6863287342186,7.68385497526744,0.000321838817554942,-0.00247375895115987
"medial_thalamic_nuclei","Nucleus medial thalami",36.6,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.615904015278953,3,24997,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.381137538022726,0.618826194614274,0.618826194614274,3.62673630000363e-05,0.618862461977274,0.615904015278953,0.6158679212906,5.86032684615602e-05,-3.60939883539135e-05
"red_nucleus","Nucleus ruber",31,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.00793126239259749,1,1525,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.00786885245901639,0.992131147540984,0.992131147540984,0,0.992131147540984,0.00793126239259749,0.00793126239259749,0,0
"subthalamic_nucleus","Nucleus subthalamicus",25.2,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.083320306393622,2,199,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.0769119769119769,0.923088023088023,0.923088023088023,0,0.923088023088023,0.083320306393622,0.083320306393622,0,0
"occipital_lobe","Occipital lobe",35.8,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",2.70946487807129,3,112060,"Neocortex",TRUE,TRUE,TRUE,"Telencephalon",FALSE,0.730419337325026,0.269580662674974,0.269580662674974,0,0.269580662674974,2.70946487807129,2.70946487807129,0,0
"pallidum","Pallidum",21.9,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",1.80983876902573,3,14620,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",FALSE,0.119101776908611,0.065807948722817,0.065807948722817,0.815090274368572,0.880898223091389,1.80983876902573,0.135204923550237,0.925294492601117,-1.67463384547549
"parietal_lobe","Parietal lobe",35.8,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",1.85394463481037,3,142698,"Neocortex",TRUE,TRUE,TRUE,"Telencephalon",FALSE,0.649572286292792,0.350373077003582,0.350373077003582,5.4636703626075e-05,0.350427713707208,1.85394463481037,1.85365557826721,0.000155914334080681,-0.000289056543159028
"putamen","Putamen",40.2,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",1.16571718576379,3,29193,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",FALSE,0.0299717720019336,0.025711014959684,0.025711014959684,0.944317213038382,0.970028227998066,1.16571718576379,0.0308978348638256,0.97349457034591,-1.13481935089997
"substantia_nigra","Substantia nigra",22.8,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",0.316293524813087,3,3263,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.239843559118481,0.758294243488595,0.758294243488595,0.00186219739292365,0.760156440881519,0.316293524813087,0.315518683023123,0.00244975546186801,-0.000774841789964398
"temporal_lobe","Temporal lobe",30.5,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",1.85333606852832,3,357739,"Neocortex",TRUE,TRUE,TRUE,"Telencephalon",FALSE,0.647223504141185,0.349220799795434,0.349220799795434,0.0035556960633815,0.352776495858815,1.85333606852832,1.83465596982462,0.0100791750729462,-0.018680098703703
"vermis","Vermis",30.1,"Broad all-region E:I (MSN excluded)","All mapped brain regions","Broad reference",5.6257503491162,3,54666,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",FALSE,0.8490736977234,0.1509263022766,0.1509263022766,0,0.1509263022766,5.6257503491162,5.6257503491162,0,0
"basal_forebrain","Basal forebrain",21.4,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",0.120994596999007,3,41832,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",TRUE,0.107935040296286,0.892064959703714,0.113193619659672,0.778871340044042,0.892064959703714,0.953543500250317,0.120994596999007,0.873110563946747,-0.83254890325131
"caudate_nucleus","Caudatum",32.6,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",0.000239078738863927,3,27370,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",TRUE,0.0002390215938827,0.999760978406117,0.00786883628923258,0.991892142116885,0.999760978406117,0.0303757233086382,0.000239078738863927,0.992129282439311,-0.0301366445697743
"cerebellar_cortex","Cerebellar cortex",29.8,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",23.4531292667605,3,24797,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",TRUE,0.959105438445487,0.040894561554513,0.040894561554513,0,0.040894561554513,23.4531292667605,23.4531292667605,0,0
"inferior_colliculus","Colliculus inferior",31.4,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",1.0608508066572,3,11488,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",TRUE,0.514763515743264,0.485236484256736,0.485236484256736,0,0.485236484256736,1.0608508066572,1.0608508066572,0,0
"superior_colliculus","Colliculus superior",24.4,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",0.0467476730987535,3,6813,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",TRUE,0.0446599255008262,0.955340074499174,0.955340074499174,0,0.955340074499174,0.0467476730987535,0.0467476730987535,0,0
"amygdala","Corpus amygdaloideum",22.2,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",1.17037168940838,3,166622,"Cerebral cortex, non-neocortical",TRUE,FALSE,TRUE,"Telencephalon",TRUE,0.539249426777868,0.460750573222132,0.219049867131221,0.241700706090912,0.460750573222132,2.46176559630065,1.17037168940838,0.524580369809731,-1.29139390689227
"lateral_geniculate_nucleus","Corpus geniculatum laterale",23.1,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",1.79371839165159,3,37199,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",TRUE,0.642054115766185,0.357945884233815,0.357836106796286,0.000109777437529087,0.357945884233815,1.79426867096926,1.79371839165159,0.000306687246213393,-0.000550279317666602
"medial_geniculate_nucleus","Corpus geniculatum mediale",20.2,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",0.391939645043003,2,8872,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",TRUE,0.281578045742705,0.718421954257295,0.718421954257295,0,0.718421954257295,0.391939645043003,0.391939645043003,0,0
"frontal_lobe","Frontal lobe",35.3,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",1.98698605009901,4,276183,"Neocortex",TRUE,TRUE,TRUE,"Telencephalon",TRUE,0.665214372204097,0.334785627795903,0.334418825598576,0.000366802197326787,0.334785627795903,1.98916544549617,1.98698605009901,0.00109563304656078,-0.00217939539716228
"hippocampus","Hippocampus",25.7,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",3.27706568006752,3,229694,"Cerebral cortex, non-neocortical",TRUE,FALSE,TRUE,"Telencephalon",TRUE,0.766194845999135,0.233805154000865,0.231044273546235,0.0027608804546295,0.233805154000865,3.31622521622813,3.27706568006752,0.0118084670392651,-0.039159536160609
"insular_lobe","Insular lobe",30.3,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",2.11038388983765,3,103522,"Neocortex",TRUE,TRUE,TRUE,"Telencephalon",TRUE,0.678496277174264,0.321503722825736,0.320005759448533,0.00149796337720311,0.321503722825736,2.1202627050948,2.11038388983765,0.00465924115601936,-0.00987881525715073
"nucleus_accumbens","Nucleus accumbens",32.3,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",0.00182817484273263,3,24739,"Outside cerebral cortex",FALSE,FALSE,TRUE,"Telencephalon",TRUE,0.00182483871849544,0.998175161281505,0.00544613913289276,0.992729022148612,0.998175161281505,0.335070161442269,0.00182817484273263,0.994543904372554,-0.333241986599536
"dentate_nucleus","Nucleus dentatus cerebelli",24.2,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",7.68385497526744,3,21417,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",TRUE,0.88484377009426,0.11515622990574,0.115119168160873,3.70617448669483e-05,0.11515622990574,7.6863287342186,7.68385497526744,0.000321838817554942,-0.00247375895115987
"medial_thalamic_nuclei","Nucleus medial thalami",36.6,"Broad all-region E:I (MSN included)","All mapped brain regions","Broad reference",0.6158679212906,3,24997,"Outside cerebral cortex",FALSE,FALSE,FALSE,"Non-telencephalon",TRUE,0.381137538022726,0.618862461977274,0.618826194614274,3.62673630000363e-05,0.618862461977274,0.615904015278953,0.6158679212906,5.86032684615602e-05,-3.60939883539135e-05
