"MSN_included_in_denominator","cell_class_definition","anatomical_analysis_scope","interpretation","n_regions","lm_beta","lm_p_value","lm_r_squared","spearman_rho","spearman_p_value"
FALSE,"Siletti cerebral-cortex E:I classes (off-scope classes and MSN excluded)","Cerebral cortex (including amygdaloid complex and hippocampus)","Cerebral-cortex Siletti classes within cerebral-cortex scope",7,-4.54100375468223,0.299196005775643,0.211454638241242,-0.360374985078224,0.427148808560906
TRUE,"Siletti cerebral-cortex E:I classes (off-scope classes excluded; MSN included)","Cerebral cortex (including amygdaloid complex and hippocampus)","Cerebral-cortex Siletti classes within cerebral-cortex scope; MSN sensitivity",7,1.22728937592914,0.738084198877724,0.0243918483217774,0.162168743285201,0.728299563082022
