Variable,slope,Observed,Predicted,Diff.pre,imputation
Nucleus_subthalamicus,1.047137808372133,468.9999999999999,1030.7605726562588,-1.1977837370069488,24
Capsula_interna,1.0238463119776602,7007.999999999998,14179.895989894923,-1.023386984859436,24
Striatum,0.9864647601368346,28689.00000000002,66180.96728165995,-1.3068412033064907,24
ASG_Sousa,0.7819385621335427,15247.50000000001,27662.926969373973,-0.8142598438677788,24
NeoG_Frahm,0.8759461810175755,584705.9999999997,351549.6913400546,0.39875819413507846,24
Mesencephalon,0.7050354869918274,8087.000000000005,11787.755760035747,-0.4576178756072388,24
Cerebellum,1.029679948026468,137421.0000000001,195443.91068448627,-0.422227393807978,24
Hippocampus,0.7451726961976224,10286.999999999995,19360.04864010488,-0.881991702158539,24
LGN_Sousa,0.7227925216389125,334.99999999999994,1075.443041897184,-2.21027773700652,25
Amygdala,0.6987496253119561,3015.0000000000014,4070.7385808064478,-0.3501620500187217,25
Pallidum,1.0518100742300578,4710.999999999996,12539.628767676897,-1.6617764312623449,25
NeoW_Frahm,1.3532904113352069,421818.99999999994,451565.96672608145,-0.07052068950445928,25
Total_insula_volume_L,0.9909357804095312,6164.9999999999945,9711.219489277351,-0.5752180842299043,25
Nucleus_subthalamicus,1.050451816585609,468.9999999999999,1001.201523176865,-1.1347580451532306,25
Capsula_interna,1.0413020864776168,7007.999999999998,14730.842988374618,-1.1020038510808534,25
Striatum,0.9708619557861745,28689.00000000002,61423.36990441224,-1.1410076999690544,25
ASG_Sousa,0.7802125576302056,15247.50000000001,27791.595196805505,-0.8226984880672562,25
NeoG_Frahm,0.9265463280656877,584705.9999999997,445980.0460133102,0.23725762004612494,25
Mesencephalon,0.6999688278916333,8087.000000000005,11481.410273949143,-0.41973664819452655,25
Cerebellum,1.0289593597320106,137421.0000000001,195255.673681609,-0.4208576104205972,25
Hippocampus,0.7379645766200174,10286.999999999995,18651.16037896556,-0.8130806239880985,25
