Species,Stephan_col,Merged_col,Stephan_value,Merged_value,pct_diff,match_cat,n_teams,is_averaged,merged_teams,merged_team_refs,structure_source
Indri_indri,Diencephalon,Diencephalon_Vol.mm3,2911.0,2911.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lagothrix_lagotricha,Diencephalon,Diencephalon_Vol.mm3,5721.0,5721.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lepilemur_ruficaudatus,Diencephalon,Diencephalon_Vol.mm3,593.0,593.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lophocebus_albigena,Diencephalon,Diencephalon_Vol.mm3,5351.0,5351.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Loris_tardigradus,Diencephalon,Diencephalon_Vol.mm3,538.0,538.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Macaca_mulatta,Diencephalon,Diencephalon_Vol.mm3,4480.0,4480.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Microcebus_murinus,Diencephalon,Diencephalon_Vol.mm3,134.0,134.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Miopithecus_talapoin,Diencephalon,Diencephalon_Vol.mm3,2375.0,2375.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Nasalis_larvatus,Diencephalon,Diencephalon_Vol.mm3,5310.0,5310.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Nycticebus_coucang,Diencephalon,Diencephalon_Vol.mm3,1077.0,1077.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Otolemur_crassicaudatus,Diencephalon,Diencephalon_Vol.mm3,785.0,785.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pan_troglodytes,Diencephalon,Diencephalon_Vol.mm3,15392.0,15392.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Papio_anubis,Diencephalon,Diencephalon_Vol.mm3,9280.0,9280.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Perodicticus_potto,Diencephalon,Diencephalon_Vol.mm3,1024.0,1024.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Piliocolobus_badius,Diencephalon,Diencephalon_Vol.mm3,3945.0,3945.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pithecia_monachus,Diencephalon,Diencephalon_Vol.mm3,2285.0,2285.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pongo_pygmaeus,Diencephalon,Diencephalon_Vol.mm3,13500.0,13500.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Propithecus_verreauxi,Diencephalon,Diencephalon_Vol.mm3,2195.0,2195.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pygathrix_nemaeus,Diencephalon,Diencephalon_Vol.mm3,4727.0,4727.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Saguinus_midas,Diencephalon,Diencephalon_Vol.mm3,692.0,692.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Saguinus_oedipus,Diencephalon,Diencephalon_Vol.mm3,754.0,754.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Saimiri_sciureus,Diencephalon,Diencephalon_Vol.mm3,1430.0,1430.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Varecia_variegata,Diencephalon,Diencephalon_Vol.mm3,2529.0,2529.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Alouatta_seniculus,Telencephalon,Telencephalon_Vol.mm3,37388.0,37388.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Aotus_trivirgatus,Telencephalon,Telencephalon_Vol.mm3,12128.0,12128.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Ateles_geoffroyi,Telencephalon,Telencephalon_Vol.mm3,79946.0,79946.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Avahi_laniger,Telencephalon,Telencephalon_Vol.mm3,6550.0,6550.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Avahi_occidentalis,Telencephalon,Telencephalon_Vol.mm3,6026.0,6026.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Callimico_goeldii,Telencephalon,Telencephalon_Vol.mm3,7733.0,7733.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Callithrix_jacchus,Telencephalon,Telencephalon_Vol.mm3,5318.0,5318.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Callithrix_pygmaea,Telencephalon,Telencephalon_Vol.mm3,3099.0,3099.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cebus_albifrons,Telencephalon,Telencephalon_Vol.mm3,52113.0,52113.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cercopithecus_ascanius,Telencephalon,Telencephalon_Vol.mm3,51279.0,51279.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cercopithecus_mitis,Telencephalon,Telencephalon_Vol.mm3,56277.0,56277.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cheirogaleus_major,Telencephalon,Telencephalon_Vol.mm3,4314.0,4314.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cheirogaleus_medius,Telencephalon,Telencephalon_Vol.mm3,1941.0,1941.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Daubentonia_madagascariensis,Telencephalon,Telencephalon_Vol.mm3,30196.0,30196.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Erythrocebus_patas,Telencephalon,Telencephalon_Vol.mm3,84770.0,84770.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Eulemur_fulvus,Telencephalon,Telencephalon_Vol.mm3,15566.0,15566.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Galago_senegalensis,Telencephalon,Telencephalon_Vol.mm3,2997.0,2997.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Galagoides_demidoff,Telencephalon,Telencephalon_Vol.mm3,2240.0,2240.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Gorilla_gorilla,Telencephalon,Telencephalon_Vol.mm3,369878.0,343987.0,-6.9998756346687285,notable(5-100%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Homo_sapiens,Telencephalon,Telencephalon_Vol.mm3,1063399.0,1063399.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Hylobates_lar,Telencephalon,Telencephalon_Vol.mm3,76001.0,76001.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Indri_indri,Telencephalon,Telencephalon_Vol.mm3,25551.0,25551.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lagothrix_lagotricha,Telencephalon,Telencephalon_Vol.mm3,74822.0,74822.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lepilemur_ruficaudatus,Telencephalon,Telencephalon_Vol.mm3,4708.0,4708.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lophocebus_albigena,Telencephalon,Telencephalon_Vol.mm3,77049.0,77049.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Loris_tardigradus,Telencephalon,Telencephalon_Vol.mm3,4551.0,4551.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Macaca_mulatta,Telencephalon,Telencephalon_Vol.mm3,71080.0,71080.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Microcebus_murinus,Telencephalon,Telencephalon_Vol.mm3,1129.0,1129.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Miopithecus_talapoin,Telencephalon,Telencephalon_Vol.mm3,30166.0,30166.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Nasalis_larvatus,Telencephalon,Telencephalon_Vol.mm3,70873.0,70873.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Nycticebus_coucang,Telencephalon,Telencephalon_Vol.mm3,8495.0,8495.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Otolemur_crassicaudatus,Telencephalon,Telencephalon_Vol.mm3,6545.0,6545.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pan_troglodytes,Telencephalon,Telencephalon_Vol.mm3,313493.0,313493.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Papio_anubis,Telencephalon,Telencephalon_Vol.mm3,154987.0,154987.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Perodicticus_potto,Telencephalon,Telencephalon_Vol.mm3,9418.0,9418.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Piliocolobus_badius,Telencephalon,Telencephalon_Vol.mm3,57885.0,57885.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pithecia_monachus,Telencephalon,Telencephalon_Vol.mm3,24920.0,24920.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pongo_pygmaeus,Telencephalon,Telencephalon_Vol.mm3,238300.0,238300.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Propithecus_verreauxi,Telencephalon,Telencephalon_Vol.mm3,17040.0,17040.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pygathrix_nemaeus,Telencephalon,Telencephalon_Vol.mm3,56189.0,56189.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Saguinus_midas,Telencephalon,Telencephalon_Vol.mm3,7055.0,7055.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Saguinus_oedipus,Telencephalon,Telencephalon_Vol.mm3,7052.0,7052.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Saimiri_sciureus,Telencephalon,Telencephalon_Vol.mm3,17635.0,17635.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Varecia_variegata,Telencephalon,Telencephalon_Vol.mm3,20461.0,20461.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Alouatta_seniculus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,41.4,41.4,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Aotus_trivirgatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,56.0,56.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Ateles_geoffroyi,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,90.4,90.4,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Avahi_laniger,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,89.2,89.2,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Avahi_occidentalis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,70.1,70.1,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Callimico_goeldii,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,27.0,27.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Callithrix_jacchus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,22.8,22.8,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Callithrix_pygmaea,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,12.3,11.4,-7.317073170731709,notable(5-100%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cebus_albifrons,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,39.9,39.9,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cercopithecus_ascanius,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,99.5,99.5,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cercopithecus_mitis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,117.0,116.7,-0.256410256410254,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cheirogaleus_major,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,158.0,157.5,-0.3164556962025316,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Cheirogaleus_medius,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,102.0,102.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Daubentonia_madagascariensis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,685.0,684.9,-0.0145985401459887,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Erythrocebus_patas,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,51.8,51.8,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Eulemur_fulvus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,207.0,207.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Galago_senegalensis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,79.2,79.2,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Galagoides_demidoff,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,83.1,83.1,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Gorilla_gorilla,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,316.0,294.0,-6.962025316455696,notable(5-100%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Homo_sapiens,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,114.0,113.5,-0.4385964912280701,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Hylobates_lar,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,43.9,43.9,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Indri_indri,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,168.0,167.4,-0.3571428571428537,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lagothrix_lagotricha,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,73.4,73.4,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lepilemur_ruficaudatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,113.0,112.7,-0.2654867256637143,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Lophocebus_albigena,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,121.0,121.4,0.3305785123966989,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Loris_tardigradus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,85.8,85.8,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Macaca_mulatta,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,84.3,84.3,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Microcebus_murinus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,43.0,43.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Miopithecus_talapoin,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,27.8,27.8,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Nasalis_larvatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,30.3,30.3,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Nycticebus_coucang,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,159.0,159.3,0.188679245283026,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Otolemur_crassicaudatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,166.0,165.9,-0.0602409638554182,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pan_troglodytes,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,257.0,257.2,0.0778210116731473,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Papio_anubis,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,287.0,286.8,-0.0696864111498218,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Perodicticus_potto,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,310.0,309.7,-0.0967741935483907,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Piliocolobus_badius,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,51.3,51.3,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Pithecia_monachus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,34.8,34.8,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
