review_keep,review_corrected_rcmr_term,review_note,rcmr_term,match_status,conflict_flag,n_candidate_rcmr_terms,candidate_rcmr_terms,assigned_column,assigned_value,assigned_rule_label,assigned_pattern,n_obs_rows,ROIGroup,ROIGroupCoarse,ROIGroupFine,dissection,candidate_evidence
TRUE,Parietal lobe,,Parietal lobe,assigned_single_candidate,FALSE,1,Parietal lobe,dissection,Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43,cortical parietal pattern,^Cerebral cortex \(Cx\).*?(parietal|postcentral|supramarginal|supraparietal|somatosensory|operculum|\bPoCG\b|\bSMG\b|\bSPL\b|\bPaO\b|\bS1C\b|\bA40\b|\bA43\b|\bA5\b|\bA7\b),42834,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43,dissection=Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43 -> Parietal lobe
TRUE,Parietal lobe,,Parietal lobe,assigned_single_candidate,FALSE,1,Parietal lobe,dissection,Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C,cortical parietal pattern,^Cerebral cortex \(Cx\).*?(parietal|postcentral|supramarginal|supraparietal|somatosensory|operculum|\bPoCG\b|\bSMG\b|\bSPL\b|\bPaO\b|\bS1C\b|\bA40\b|\bA43\b|\bA5\b|\bA7\b),38188,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C,dissection=Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C -> Parietal lobe
TRUE,Parietal lobe,,Parietal lobe,assigned_single_candidate,FALSE,1,Parietal lobe,dissection,Cerebral cortex (Cx) - Supramarginal gyrus (SMG) - A40,cortical parietal pattern,^Cerebral cortex \(Cx\).*?(parietal|postcentral|supramarginal|supraparietal|somatosensory|operculum|\bPoCG\b|\bSMG\b|\bSPL\b|\bPaO\b|\bS1C\b|\bA40\b|\bA43\b|\bA5\b|\bA7\b),39053,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Supramarginal gyrus (SMG) - A40,dissection=Cerebral cortex (Cx) - Supramarginal gyrus (SMG) - A40 -> Parietal lobe
TRUE,Parietal lobe,,Parietal lobe,assigned_single_candidate,FALSE,1,Parietal lobe,dissection,Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7,cortical parietal pattern,^Cerebral cortex \(Cx\).*?(parietal|postcentral|supramarginal|supraparietal|somatosensory|operculum|\bPoCG\b|\bSMG\b|\bSPL\b|\bPaO\b|\bS1C\b|\bA40\b|\bA43\b|\bA5\b|\bA7\b),35290,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7,dissection=Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7 -> Parietal lobe
TRUE,Putamen,,Putamen,assigned_single_candidate,FALSE,1,Putamen,dissection,Basal nuclei (BN) - Putamen - Pu,putamen pattern,Putamen|\bPu\b,34416,Cerebral nuclei,Cerebral nuclei,Basal nuclei,Basal nuclei (BN) - Putamen - Pu,dissection=Basal nuclei (BN) - Putamen - Pu -> Putamen
TRUE,Substantia nigra,,Substantia nigra,assigned_single_candidate,FALSE,1,Substantia nigra,dissection,Midbrain (M) - Substantia Nigra - SN,substantia nigra pattern,Substantia Nigra|\bSN\b,59505,Midbrain,Midbrain,Midbrain,Midbrain (M) - Substantia Nigra - SN,dissection=Midbrain (M) - Substantia Nigra - SN -> Substantia nigra
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),32745,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC,dissection=Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC -> Temporal lobe
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,"Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC",cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),50362,Cerebral cortex,Cerebral cortex,Cerebral cortex,"Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC","dissection=Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC -> Temporal lobe"
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Inferior temporal gyrus - ITG,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),29522,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Inferior temporal gyrus - ITG,dissection=Cerebral cortex (Cx) - Inferior temporal gyrus - ITG -> Temporal lobe
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Middle Temporal Gyrus - MTG,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),107301,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Middle Temporal Gyrus - MTG,dissection=Cerebral cortex (Cx) - Middle Temporal Gyrus - MTG -> Temporal lobe
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,"Cerebral cortex (Cx) - Occipitotemporal (fusiform) gyrus, temporal part (FuGt) - Temporal area TF",cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),31899,Cerebral cortex,Cerebral cortex,Cerebral cortex,"Cerebral cortex (Cx) - Occipitotemporal (fusiform) gyrus, temporal part (FuGt) - Temporal area TF","dissection=Cerebral cortex (Cx) - Occipitotemporal (fusiform) gyrus, temporal part (FuGt) - Temporal area TF -> Temporal lobe"
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Perirhinal gyrus (PRG) - A35-A36,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),22886,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Perirhinal gyrus (PRG) - A35-A36,dissection=Cerebral cortex (Cx) - Perirhinal gyrus (PRG) - A35-A36 -> Temporal lobe
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Posterior parahippocampal gyrus (PPH) - TH-TL,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),40677,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Posterior parahippocampal gyrus (PPH) - TH-TL,dissection=Cerebral cortex (Cx) - Posterior parahippocampal gyrus (PPH) - TH-TL -> Temporal lobe
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Superior Temporal Gyrus - STG,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),40565,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Superior Temporal Gyrus - STG,dissection=Cerebral cortex (Cx) - Superior Temporal Gyrus - STG -> Temporal lobe
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Temporal pole (TP) - Temporopolar area - A38,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),37642,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Temporal pole (TP) - Temporopolar area - A38,dissection=Cerebral cortex (Cx) - Temporal pole (TP) - Temporopolar area - A38 -> Temporal lobe
TRUE,Temporal lobe,,Temporal lobe,assigned_single_candidate,FALSE,1,Temporal lobe,dissection,Cerebral cortex (Cx) - Transverse temporal gyrus (TTG) - Primary auditory cortex - A1C,cortical temporal pattern,^Cerebral cortex \(Cx\).*?(temporal|parahippocampal|entorhinal|perirhinal|fusiform|occipitotemporal|auditory|\bTTG\b|\bSTG\b|\bMTG\b|\bITG\b|\bTP\b|\bA1C\b|\bA35\b|\bA36\b|\bA38\b|\bLEC\b|\bMEC\b|\bFuGt\b|\bPPH\b|\bAPH\b|\bPRG\b),32790,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Transverse temporal gyrus (TTG) - Primary auditory cortex - A1C,dissection=Cerebral cortex (Cx) - Transverse temporal gyrus (TTG) - Primary auditory cortex - A1C -> Temporal lobe
TRUE,Vermis,,Vermis,assigned_single_candidate,FALSE,1,Vermis,dissection,Cerebellum (CB) - Cerebellar Vermis - CBV,vermis pattern,Vermis|Cerebellar Vermis|\bCBV\b,71874,Hindbrain,Cerebellum,Cerebellum,Cerebellum (CB) - Cerebellar Vermis - CBV,dissection=Cerebellum (CB) - Cerebellar Vermis - CBV -> Vermis
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,35359,Cerebral cortex,Cerebral cortex,Cerebral cortex,Cerebral cortex (Cx) - Caudal cingulate gyrus (CgGC) - A23,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,34078,Cerebral cortex,Cerebral cortex,Cerebral cortex,"Cerebral cortex (Cx) - Cingulate gyrus, retrosplenial (CgGrs) - A29-A30",
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,40165,Cerebral nuclei,Cerebral nuclei,Claustrum,Claustrum - Cla,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,24327,Epithalamus,Thalamus,Thalamus,Epithalamus - ETH,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,10099,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus (HTH) - mammillary region of HTH (HTHma),
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,28155,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus (HTH) - mammillary region of HTH (HTHma) - mammillary nucleus - MN,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,18728,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus (HTH) - mammillary region of HTH (HTHma) - tuberal region of HTH - HTHtub,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,14979,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus (HTH) - preoptic region of HTH - HTHpo,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,20027,Hypothalamus,Hypothalamus,Hypothalamus,"Hypothalamus (HTH) - preoptic region of HTH - HTHpo (medial preoptic nucleus, MPN) - supraoptic region of HTH - HTHso (paraventricular nucleus, PV)",
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,12557,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus (HTH) - supraoptic region of HTH - HTHso,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,7265,Hypothalamus,Hypothalamus,Hypothalamus,"Hypothalamus (HTH) - supraoptic region of HTH - HTHso (anterior hypothalamic nucleus, AHN) - tuberal region of HTH - HTHtub (ventromedial and dorsomedial hypothalamic nucleic nuclei, VMH, DMH)",
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,9488,Hypothalamus,Hypothalamus,Hypothalamus,"Hypothalamus (HTH) - supraoptic region of HTH - HTHso (anterior hypothalamic nucleus, AHN) - tuberal region of HTH - HTHtub (ventromedial hypothalamic nucleus, VMH)",
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,13173,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus (HTH) - tuberal region of hypothalamus - HTHtub,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,14094,Midbrain,Midbrain,Midbrain,Midbrain (M) - Periaqueductal gray and Dorsal raphe nucleus - PAG-DR,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,33794,Midbrain,Midbrain,Midbrain,Midbrain (M) - Periaqueductal gray and nearby nuclei - PAG,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,25875,Midbrain,Midbrain,Midbrain,Midbrain (M) - Pretectal region - PTR,
FALSE,NA,,NA,excluded_ambiguous_anatomy,FALSE,1,Substantia nigra,dissection,"Midbrain (M) - Substantia Nigra, Red Nucleus, and nearby nuclei - SN-RN",substantia nigra pattern,Substantia Nigra|\bSN\b,49110,Midbrain,Midbrain,Midbrain,"Midbrain (M) - Substantia Nigra, Red Nucleus, and nearby nuclei - SN-RN","dissection=Midbrain (M) - Substantia Nigra, Red Nucleus, and nearby nuclei - SN-RN -> Substantia nigra"
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,27210,Hindbrain,Myelencephalon,Myelencephalon,Myelencephalon (medulla oblongata) (Mo) - afferent nuclei of cranial nerves in medulla oblongata - MoAN,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,23120,Hindbrain,Myelencephalon,Myelencephalon,Myelencephalon (medulla oblongata) (Mo) - medullary reticular formation (MoRF) & efferent nuclei of cranial nerves in the medulla oblongata (MoEN) - MoRF-MoEN,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,21534,Hindbrain,Myelencephalon,Myelencephalon,Myelencephalon (medulla oblongata) (Mo) - precerebellar nuclei (PrCbN) - inferior olive - IO,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,13623,Hindbrain,Myelencephalon,Myelencephalon,Myelencephalon (medulla oblongata) (Mo) - sensory relay nuclei in medulla oblongata - MoSR,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,8673,Cerebral cortex,Cerebral cortex,Cerebral cortex,Paleocortex (PalCx) - Anterior Olfactory Nucleus - AON,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,22557,Paleocortex,Cerebral cortex,Cerebral cortex,Paleocortex (PalCx) - Anterior Olfactory Nucleus - AON,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,36941,Cerebral cortex,Cerebral cortex,Cerebral cortex,Paleocortex (PalCx) - Piriform cortex - Pir,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,17535,Cerebral cortex,Cerebral cortex,Cerebral cortex,Perirhinal cortex (area 35) (A35) - rostral subdivision of area 35 - A35r,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,33641,Hindbrain,Pons,Pons,Pons (Pn) - Pontine Nucleus - PN,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,21693,Hindbrain,Pons,Pons,Pons (Pn) - Pontine reticular formation (PnRF) - parabrachial nuclei - PB,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,49512,Hindbrain,Pons,Pons,Pons (Pn) - Pontine reticular formation - PnRF,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,23349,Hindbrain,Pons,Pons,Pons (Pn) - afferent nuclei of cranial nerves in pons - PnAN,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,47416,Hindbrain,Pons,Pons,Pons (Pn) - efferent nuclei of cranial nerves in pons - PnEN,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,26095,Hindbrain,Pons,Pons,Pons (Pn) - other nuclei in pontine tegmentum (XPnTg) - dorsal tegmental nucleus - DTg,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,24190,Spinal cord,Spinal cord,Spinal cord,Spinal cord - SpC,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,31307,Thalamus,Thalamus,Thalamus,Thalamus (THM) - Anterior nuclear complex - ANC,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,8573,Thalamus,Thalamus,Thalamus,Thalamus (THM) - Lateral nuclear complex (LNC) - ventral anterior nucleus of thalamus - VA,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,27111,Thalamus,Thalamus,Thalamus,Thalamus (THM) - Lateral nuclear complex of thalamus (LNC) - ventral group of lateral nucleus - VLN,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,24354,Thalamus,Thalamus,Thalamus,Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian and parafasicular nuclei - CM and Pf,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,12944,Thalamus,Thalamus,Thalamus,Thalamus (THM) - intralaminar nuclear complex (ILN) - posterior group of intralaminar nuclei (PILN) - centromedian nucleus of thalamus - CM,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,46453,Thalamus,Thalamus,Thalamus,Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - Pulvinar of thalamus - Pul,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,17660,Thalamus,Thalamus,Thalamus,Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus + ventral posterior lateral nucleus - LP + VPL,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,26172,Thalamus,Thalamus,Thalamus,Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus - LP,
FALSE,NA,,NA,unmatched,FALSE,0,,NA,NA,NA,NA,6877,Thalamus,Thalamus,Thalamus,Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - ventral posterior lateral nucleus - VPL,
