genes,subclass,p_val
SHC2,L4IT,3.6412624932836796e-11
SHISA6,L5ET,9.61530236094035e-10
SHISA6,Lamp5Lhx6,2.2948974803219903e-9
SHISA7,L5ET,2.16264236136038e-10
SHISA9,L23IT,9.95490117397702e-13
SHISA9,L4IT,2.5745520454102802e-9
SHISA9,L5ET,2.9190757360249896e-11
SHISA9,L5IT,9.46378303965514e-15
SHISA9,L6b,8.90315759502536e-14
SHISA9,L6CT,5.8207999112099594e-18
SHISA9,L6IT,1.3262509128248401e-15
SHISA9,L6ITCar3,1.03143455569726e-12
SHISA9,Pvalb,1.9767636481154402e-9
SHROOM3,L5ET,3.1873337613243e-9
SHROOM3,L5IT,8.13567773922936e-10
SHROOM3,Pvalb,5.53699004701551e-9
SIDT1,L23IT,2.98580357671967e-10
SIDT1,L5ET,6.246046178821471e-9
SIDT1,L5IT,4.6121598018485494e-12
SIDT1,L6CT,3.77773725212177e-15
SIDT1,L6IT,3.89596582031324e-15
SIDT1,L6ITCar3,2.1113889587512902e-9
SIGLEC10,L5ET,1.9026973661030902e-9
SIN3B,L4IT,2.06462403544018e-13
SIN3B,L6IT,2.02093005066826e-8
SIPA1L2,L4IT,1.10618221940283e-8
SLA,L4IT,2.6713122228033802e-17
SLA,L5IT,1.95051682080137e-17
SLA,L6CT,1.56295442611402e-8
SLA,L6IT,3.04874837622661e-9
SLAIN1,L5ET,3.57703337474687e-8
SLC13A3,L4IT,2.39828384550641e-8
SLC13A3,L6IT,2.29637059585736e-8
SLC15A2,Pvalb,2.80694806798477e-8
SLC16A2,L23IT,1.24856169359697e-8
SLC16A2,L6CT,3.0405787886243503e-9
SLC16A2,L6IT,5.999113961957481e-10
SLC17A6,L4IT,4.8491741685734396e-12
SLC17A6,L5IT,1.25174427742401e-8
SLC19A1,L5IT,3.3974752727643404e-9
SLC1A1,L5ET,2.76939277564749e-13
SLC22A10,L4IT,6.971447122754809e-12
SLC22A10,L5IT,4.055348090636831e-9
SLC22A10,L6b,7.430799715008179e-11
SLC22A10,L6CT,1.2764034536707501e-14
SLC22A18AS,OPC,5.21545698272422e-13
SLC22A3,Chandelier,1.18981848242033e-9
SLC22A9,L4IT,2.20530439384945e-9
SLC22A9,L56NP,1.52963764302216e-8
SLC22A9,L6b,1.11825052658317e-9
SLC22A9,L6CT,3.31848935293652e-12
SLC24A2,L5ET,3.66336067147984e-12
SLC24A2,Lamp5Lhx6,4.72775094682668e-10
SLC24A3,L4IT,1.83118495640584e-11
SLC24A3,Pvalb,2.31817784017076e-10
SLC24A4,L4IT,1.6759122353545397e-11
SLC24A4,L5ET,1.0932220599018e-15
SLC24A4,L6IT,1.40924640440767e-10
SLC25A13,L5ET,1.36630167201937e-13
SLC25A27,L4IT,4.36857601363967e-13
SLC25A37,L4IT,8.27916116693741e-9
SLC26A11,L4IT,9.27708773844469e-9
SLC26A11,L6CT,1.05413464160223e-8
SLC26A11,Pvalb,2.09485769309462e-11
SLC26A11,Sst,2.81522074176238e-10
SLC26A4,L23IT,5.3535728813255194e-11
SLC26A4,L4IT,6.02167484732801e-14
SLC26A4,L5IT,7.28323544987399e-12
SLC26A4,L6IT,8.85402952903915e-9
SLC26A8,L4IT,3.60768409948626e-8
SLC27A2,Pvalb,1.4068864032124e-10
SLC2A12,L5ET,2.05855040949515e-10
SLC2A12,L6CT,1.89219262162814e-9
SLC2A8,L4IT,1.70260368011438e-8
SLC30A10,L56NP,2.87895705711963e-13
SLC30A10,L5IT,2.1439721838361002e-11
SLC35A3,L56NP,7.076593069655849e-11
SLC35F1,L4IT,3.5266875356844005e-10
SLC35F2,L5ET,1.31278756826565e-8
SLC35F3,L4IT,4.70667733199164e-13
SLC35F3,L56NP,2.9519467953503797e-12
SLC35F3,L5ET,3.88859640338105e-14
SLC35F3,L6b,3.96628744041143e-8
SLC35F3,L6CT,3.50569783247549e-16
SLC35F3,L6IT,3.61836091117969e-11
SLC35F3,L6ITCar3,4.95389903841329e-9
SLC35F4,L4IT,1.24202144551802e-16
SLC35F4,L5ET,4.63666965420143e-9
SLC35F4,L6CT,1.2796003300676098e-12
SLC38A11,L4IT,1.03814894203936e-8
SLC38A2,L6CT,3.53927408029175e-8
SLC40A1,L6CT,4.0814996279412203e-10
SLC44A5,Chandelier,4.76510824965731e-9
SLC44A5,L5ET,4.22091832463365e-18
SLC44A5,L6CT,1.2501265736872501e-9
SLC4A4,L6CT,1.61647280670551e-8
SLC4A4,Sst,2.29568638577239e-8
SLC4A7,L6CT,3.1151120671719597e-12
SLC5A8,L4IT,2.1110159456469e-8
SLC6A11,Pvalb,8.049056220714041e-9
SLC6A20,L56NP,5.2386258921141705e-15
SLC6A20,L6IT,1.1953525884132601e-9
SLC6A7,L5ET,6.25908400051805e-12
SLC6A7,L5IT,3.0346163630343602e-9
SLC6A7,L6IT,9.96844339337506e-10
SLC6A7,Pvalb,5.333530194480161e-9
SLC7A14,L4IT,1.26246526083828e-8
SLC7A2,L4IT,4.16631460110278e-12
SLC8A1,Pvalb,1.46595313462938e-8
SLC8A2,L5ET,2.1791558732048e-9
SLC9A5,L6IT,3.54973407587736e-8
SLCO3A1,L6IT,3.05187170291449e-8
SLCO3A1,L6ITCar3,6.67879087218789e-11
SLCO4C1,Pvalb,2.1837535805416e-8
SLFN5,L4IT,1.63368478042103e-8
SLIT1,L4IT,5.4581017950928905e-15
SLIT1,L5ET,2.39259602517993e-9
SLIT1,L5IT,1.6362942404107e-9
SLIT1,L6b,1.9672283646609102e-9
SLIT1,L6CT,9.64421532188321e-13
SLIT1,L6IT,2.6952631134585903e-9
SLIT1,Lamp5,2.2337263445236e-10
SLIT1,Sst,2.5301522497596402e-9
SLIT2,L4IT,6.95664897816593e-10
SLIT3,L23IT,3.84725135087366e-8
SLIT3,L4IT,2.57872877080085e-13
SLIT3,L56NP,2.09662137227091e-9
SLIT3,L5IT,1.34818541938319e-12
SLIT3,L6IT,2.40100876841092e-9
SLIT3,L6ITCar3,1.08300025168897e-10
SLITRK3,L6IT,1.24879091694317e-8
SMAD3,L4IT,9.006142473382991e-9
SMAD3,Sst,2.02279727131672e-8
SMARCD3,L4IT,1.6557573271685999e-12
SMARCD3,L6CT,8.44404876191886e-12
SMCO4,Chandelier,2.85393863138914e-8
SMCO4,L4IT,3.64310071760869e-9
SMCO4,Pvalb,8.45735131112752e-10
SMIM13,L6CT,2.94657762884013e-9
SMIM17,L4IT,1.94885500252842e-9
SMIM17,L5IT,2.1154369378679e-9
SMIM3,L6ITCar3,1.49103979516377e-9
SMOC1,L6CT,1.68373047275691e-8
SMPX,L6b,2.30383984555004e-8
SMYD2,L4IT,2.03984081929573e-8
SMYD2,L5ET,3.4225056540974204e-9
SNCA,L5ET,1.62369025963707e-11
SNCAIP,L5IT,4.6557167228470696e-11
SNED1,L4IT,2.63663041262127e-8
SNED1,L5IT,3.55339742013373e-9
SNTG1,Lamp5Lhx6,3.38250337159172e-8
SNX29,L5ET,3.80152257727042e-8
SNX29P1,L23IT,8.605752130949619e-11
SNX32,L4IT,4.2362465052087e-9
SNX7,L4IT,9.16736063628728e-10
SNX7,L56NP,3.17953797737063e-8
SNX7,L6b,1.3650745688882501e-10
SNX7,L6IT,3.55360194100026e-10
SOBP,L5ET,7.65940699801022e-10
SORBS2,L5ET,2.0624933842197e-8
SORBS2,L5IT,5.63170656210199e-10
SORBS2,L6CT,1.70615225813046e-20
SORBS2,L6IT,1.5301050124876401e-9
SORBS3,L23IT,2.61738361150476e-10
SORCS1,L4IT,3.53197934860827e-8
SORCS3,L56NP,3.1330463129675803e-9
SORCS3,L6CT,2.57702580593065e-13
SORL1,Pvalb,3.9957834780658e-8
SOX5,L4IT,8.97175983139795e-14
SOX9-AS1,L4IT,4.66405523850689e-9
SOX9-AS1,L6IT,1.9904231305254198e-08
SPAG16,L5ET,7.83774513165245e-9
SPAG16,L6IT,3.86223693300099e-8
SPAG6,L5ET,3.7883283489560106e-9
SPAG6,L6CT,1.0678040846867e-9
SPARC,L23IT,1.36234911403008e-8
SPARC,L4IT,7.7184109450274e-9
SPARCL1,L56NP,4.2903232372560406e-9
SPARCL1,L5IT,2.51878621818058e-8
SPARCL1,L6IT,1.11199902460829e-9
SPHKAP,L4IT,6.62799135247271e-10
SPHKAP,L56NP,2.36925417601055e-12
SPHKAP,L5ET,3.0078209084644103e-15
SPHKAP,Pvalb,2.3591155848515902e-9
SPICE1,L56NP,3.13474969745694e-8
SPIDR,L6CT,3.25776096101359e-8
SPINK5,L5ET,6.22991009777841e-10
SPOCK1,Sst,3.39000570649808e-9
SPOCK3,L6CT,9.145678770788171e-9
SPON1,L4IT,3.6564364989768503e-9
SPON2,L6CT,2.73715957587364e-12
SPSB4,L56NP,1.9563125417440398e-11
SPTSSB,L6CT,3.02342054640758e-10
SRGAP1,Chandelier,1.6011047040567502e-9
SRGAP1,L23IT,5.2916161857262693e-11
SRGAP1,L4IT,1.4743570973892998e-12
SRGAP1,L5ET,6.62393144269584e-10
SRGAP1,L5IT,1.09274971220431e-12
SRGAP1,L6IT,1.64386803154445e-8
SRPK1,L5ET,2.06722486752507e-8
SSBP2,L4IT,3.29001512228968e-11
SSBP2,L6CT,3.33389010143358e-8
ST3GAL1,L4IT,1.9872697658209e-8
ST3GAL1,L5ET,1.03476995429857e-11
ST3GAL1,L6CT,1.58198815088831e-12
ST3GAL1,L6IT,6.13709734524703e-9
ST3GAL1,L6ITCar3,3.52591961981053e-12
ST3GAL5,L4IT,1.56937454168127e-10
ST5,Pvalb,1.88404709249135e-9
ST6GAL1,L4IT,2.23459248602748e-15
ST6GAL1,L5ET,3.12062056339779e-10
ST6GAL1,L5IT,8.52679035568164e-9
ST6GAL1,L6b,3.5811290964521902e-9
ST6GAL1,L6ITCar3,8.2111214592614e-14
ST6GAL2,Chandelier,1.52444782441807e-8
ST6GALNAC3,L4IT,1.5032677442362501e-10
ST6GALNAC3,L5ET,3.8370644229533e-10
ST6GALNAC3,Lamp5Lhx6,5.84820297202276e-10
ST6GALNAC5,L23IT,1.66671653590943e-10
ST6GALNAC5,L4IT,4.33162620843448e-18
ST6GALNAC5,L5ET,4.6974966652107705e-9
ST6GALNAC5,L5IT,7.012244762574351e-14
ST6GALNAC5,L6CT,6.8569461126437705e-15
ST6GALNAC5,L6IT,1.8540160463942898e-12
ST8SIA1,L4IT,7.99200128728332e-9
ST8SIA4,L6CT,5.59576762841097e-10
ST8SIA4,L6IT,7.24766059446834e-10
STAC,L4IT,3.31887909776645e-12
STAC,L5ET,4.77415461565116e-9
STAMBPL1,L23IT,8.0249472210779e-9
STARD13,L5ET,2.85329679272125e-10
STARD4,L5ET,1.8048627641455098e-11
STARD4,L6CT,3.1006555941045504e-9
STARD4-AS1,L5ET,1.57444431996302e-9
STARD4-AS1,L6CT,3.13984234242754e-8
STC1,L4IT,4.85552501223161e-12
STK17A,L56NP,1.2736209887497e-8
STK24,L5ET,7.401975682401729e-11
STK26,L4IT,5.72466251079671e-9
STK3,L5ET,1.99497029937978e-8
STK32C,L4IT,8.47800074636509e-13
STK33,L5ET,6.50704451788179e-9
STK33,L6CT,9.130085614316001e-11
STK38,L4IT,2.08509416643427e-8
STPG2-AS1,L6ITCar3,3.735165470660291e-9
STRIP2,L4IT,1.71815196806367e-15
STT3B,L6ITCar3,3.09295035168919e-10
STX16-NPEPL1,L4IT,3.52310595688795e-8
STX16-NPEPL1,L5ET,1.72940655218049e-8
STX2,L4IT,3.84765766032393e-11
STX2,L56NP,1.37886305612125e-8
STX3,L5IT,5.39685799281583e-10
STXBP3,L4IT,7.49816286270423e-9
STXBP3,L6IT,2.17075126360686e-10
STXBP3,L6ITCar3,1.2872055234088201e-10
STXBP5-AS1,L5ET,1.50491652984177e-10
STXBP5L,L6CT,2.6824487675438e-8
STXBP6,L4IT,2.13776761340111e-8
STXBP6,L56NP,4.66230406511625e-11
STXBP6,L5ET,2.14827588841722e-9
STXBP6,L6ITCar3,1.14695926032674e-10
STYK1,L56NP,2.15995481042329e-9
STYK1,L5IT,5.30999739066783e-11
STYK1,L6b,1.4814089748911902e-9
SULF1,L6CT,2.1768543080410303e-15
SULF1,L6IT,9.3946949027317e-10
SULF2,L6CT,2.12850752839018e-8
SULF2,Lamp5Lhx6,3.46664353369343e-8
SUSD1,L56NP,5.43384224570465e-10
SUSD1,L5ET,2.73948280031846e-8
SUSD4,L5IT,6.227060493751581e-9
SV2B,L4IT,2.1482232723156598e-12
SV2B,L5ET,1.53281329096978e-11
SV2C,L5IT,1.239960474786e-8
SVOP,L5ET,4.880668767911679e-11
SVOP,L6CT,6.10683954419222e-11
SWAP70,L5ET,1.50759771075012e-8
SYCP2,L6CT,1.4451265201733702e-9
SYN2,L23IT,8.35937456225885e-10
SYN2,L4IT,1.62971739067224e-16
SYN2,L6b,2.02406314280133e-10
SYN2,L6CT,5.04303478584912e-13
SYN2,L6IT,2.5142420022206004e-10
SYN2,L6ITCar3,2.25747217156259e-9
SYN3,L4IT,2.23186654730431e-8
SYN3,L5ET,2.64698299951395e-8
SYNDIG1,L6ITCar3,7.42829479513447e-12
SYNGAP1,L6ITCar3,2.21936175285788e-8
SYNPO2,L56NP,9.85469298858195e-10
SYNPO2,L6ITCar3,9.27187543317315e-9
SYNPR,L23IT,1.41638269929244e-9
SYNPR,L4IT,6.37772673635251e-12
SYT10,L23IT,4.5984406206146e-12
SYT10,L4IT,8.05173287405501e-12
SYT10,L5ET,1.63337571325017e-16
SYT14,L5ET,4.3827479783678805e-9
SYT17,L23IT,1.2726066111310301e-9
SYT17,L4IT,4.3505129085786505e-14
SYT17,L5ET,1.4033752120306499e-11
SYT17,L5IT,1.31710927730276e-13
SYT17,L6b,1.484658564699e-9
SYT17,L6IT,3.7621406691204195e-12
SYT17,Pvalb,1.1639930486256901e-10
SYT2,L4IT,3.71222426733389e-9
SYT2,L5IT,2.0186784927490603e-9
SYT2,Pvalb,7.13765916850652e-13
SYT2,Sst,8.06898653206111e-11
SYT6,L6CT,4.92397831238963e-10
SYT9,L23IT,1.13144956033501e-8
SYT9,L5IT,5.90388209953568e-10
SYTL2,L4IT,4.85492643308414e-12
SYTL2,L5IT,1.14622743407668e-8
SYTL2,Pvalb,3.44114341617348e-9
SYTL5,L23IT,1.077611000043e-8
SYTL5,L6ITCar3,9.093287699773219e-12
TANC1,L23IT,3.3087321998181e-8
TANC1,L4IT,1.05845045666512e-8
TANC1,Pvalb,1.58674318403275e-9
TARSL2,L5ET,2.66058932663145e-8
TBC1D1,Pvalb,1.6457808330163e-9
TBL1X,L23IT,6.92965139612862e-12
TBL1X,L6CT,7.35154974578092e-12
TBX1,L4IT,2.1146200874119002e-16
TCERG1L,L4IT,1.07704304217785e-14
TCERG1L,L5ET,4.15749119973848e-14
TCERG1L,L5IT,2.50589998460481e-8
TCF12,L56NP,1.53665556043891e-8
TCF20,L6CT,7.905953859513031e-9
TEAD1,L5ET,1.5274248513295102e-9
TEC,L4IT,3.36822282417777e-8
TEC,L5ET,2.34509979500347e-9
TEK,L56NP,1.14034135649709e-8
TENM1,L23IT,1.09175265266121e-8
TENM1,L4IT,1.64021235963249e-8
TENM1,L5ET,5.847989572093801e-10
TENM2,Chandelier,4.77383467370991e-9
TENM2,L23IT,8.460924184595129e-12
TENM2,L4IT,3.4782203649908005e-10
TENM2,L5ET,1.7753598820675901e-10
TENM2,L6CT,7.29419400040083e-13
TENM2,L6ITCar3,6.137359582087419e-11
TENM2,Pvalb,1.1066297940478702e-9
TENM2,Sst,3.17235952802435e-8
TENM3,L23IT,1.06835915387076e-9
TENM3,L4IT,2.87412596198135e-10
TENM3,L5ET,1.48640023057917e-8
TENM3,L6b,3.4113280848077604e-9
TENM3,L6CT,2.0424904871991102e-14
TENM3,L6IT,1.16748439388889e-9
TENM3,L6ITCar3,1.46907215942867e-10
TESPA1,L5ET,8.587189487942751e-10
TEX26,L4IT,5.2769983417775296e-11
TEX26,L5ET,1.54881238262908e-8
TEX41,L4IT,3.75510519053681e-13
TFEB,L5IT,4.97876232195577e-10
TG,L4IT,2.56089248911628e-18
TG,L5IT,1.4849768241834201e-9
TG,L6IT,7.17948764934835e-10
TGFB2,L5ET,6.0783386988297805e-9
TGFBR1,L5ET,2.85441821945717e-12
TGFBR1,L6IT,2.59796104066609e-9
TGFBR1,L6ITCar3,4.86547126068399e-10
TGFBR3,L4IT,3.66608590759274e-15
THBS4,L5ET,2.70335091443541e-9
THEMIS,L6CT,1.38458072751026e-10
THEMIS,L6IT,4.07731631450479e-8
THRB,L4IT,3.64512891171635e-17
THSD4,L23IT,5.84207463532694e-13
THSD4,L4IT,6.89435751201648e-10
THSD4,L5IT,3.34178911016149e-8
THSD4,Sst,5.1999975045309706e-9
THSD4-AS1,L23IT,1.0532976335129e-9
THSD4-AS1,L4IT,9.4315481377363e-9
THSD4-AS1,L5IT,1.0584617683605e-9
THSD4-AS1,L6CT,7.60382618732892e-9
THSD7A,L4IT,1.6676759709079397e-11
TIAM1,L23IT,1.25409525847871e-9
TIAM1,L4IT,3.08738520926222e-8
TIAM2,L4IT,6.00000514652481e-10
TIAM2,L5IT,1.75494905630613e-13
TIAM2,L6b,4.03192968591556e-11
TIFA,L4IT,8.17299486062956e-10
TIMP2,L4IT,2.24868132756054e-13
TIMP2,L5ET,7.76615293418828e-9
TLE2,L23IT,9.26046631182228e-9
TLK1,L5ET,1.30051973141977e-8
TLK1,L5IT,2.38542462981822e-8
TLK1,L6IT,3.2683042541542696e-11
TLL1,L5IT,6.76776881908906e-14
TLL1,L6ITCar3,2.88374081642615e-14
TLN2,L23IT,1.39584242601109e-11
TLN2,L5IT,6.711751693535961e-9
TMC3-AS1,L4IT,2.16240058468028e-8
TMCC3,L4IT,3.9225308317491403e-10
TMEFF2,L23IT,1.01780795627064e-8
TMEFF2,L4IT,5.233622996319009e-11
TMEFF2,L5ET,1.0882059103019202e-9
TMEFF2,L5IT,3.7204047451959694e-11
TMEFF2,L6CT,1.5078126662098701e-9
TMEFF2,L6ITCar3,1.02444438600488e-10
TMEM108,L23IT,1.16514418769604e-13
TMEM108,L4IT,1.02520750165567e-10
TMEM108,L5IT,2.0317373604520897e-11
TMEM108,L6b,1.5176971341888501e-9
TMEM108,L6CT,1.47399398912755e-16
TMEM108,L6IT,1.81498079119441e-16
TMEM132B,L4IT,9.45528772121068e-13
TMEM144,L6CT,6.389212677224131e-10
TMEM145,L23IT,1.5737530774286701e-9
TMEM145,L5ET,4.06577368102707e-13
TMEM150C,L5IT,2.46032475365678e-10
TMEM150C,L6IT,1.51336440471124e-11
TMEM150C,L6ITCar3,5.51639141944247e-9
TMEM159,L23IT,2.26143626354223e-11
TMEM163,L56NP,2.1196568769315903e-9
TMEM196,L4IT,1.42521477069878e-9
TMEM196,L56NP,4.9413104237035e-9
TMEM2,L5ET,9.991563126808e-10
TMEM2,L6CT,7.196036528727291e-9
TMEM200A,L4IT,3.14898682697098e-15
TMEM200A,L5ET,3.64959124663616e-8
TMEM200C,L5IT,1.27127955280088e-10
TMEM212-AS1,L4IT,1.82544406004715e-8
TMEM215,L4IT,1.74129049334902e-12
TMEM233,L6IT,3.24784954906725e-8
TMEM244,L4IT,2.50693806225653e-8
TMEM44,L4IT,2.19764113631295e-8
TMEM65,L4IT,2.7519622264102097e-11
TMEM87B,L5IT,1.45498581496691e-8
TMEM98,L6CT,5.92136089444178e-10
TMOD1,L5ET,1.25628954339763e-12
TMTC1,L5ET,3.22131341989602e-8
TMTC1,L6ITCar3,1.56659919572985e-8
TMTC1,Lamp5,2.04462054396599e-9
TMTC2,L4IT,9.330037634998349e-11
TMTC2,L56NP,1.1776348497219099e-11
TMTC2,Sst,2.82418932521825e-10
TMTC4,L5ET,9.16326690647489e-13
TMTC4,L6CT,5.315853021957371e-10
TNFAIP8,L4IT,3.31244668815599e-18
TNFAIP8L3,L23IT,4.31904059730077e-11
TNFAIP8L3,L4IT,1.07906705995856e-10
TNFRSF19,L4IT,2.6467914061435504e-9
TNFRSF21,Pvalb,1.73533210796539e-8
TNNT2,L4IT,7.5989271905488e-9
TNNT2,L6IT,3.30411564559226e-10
TOX,L4IT,9.1841488936624e-11
TOX,L6CT,3.81478730426839e-8
TOX,Pvalb,8.502456738592069e-11
TOX3,L23IT,4.0275455309769703e-10
TOX3,L56NP,3.72588243480521e-9
TOX3,L5ET,3.50815016664363e-8
TOX3,L6IT,3.1866456138916503e-9
TP53I11,L56NP,3.98394194513459e-8
TPBG,L4IT,1.41740971026936e-8
TPD52L1,L6CT,2.7746936124998e-13
TPD52L1,L6IT,5.39257879947247e-17
TPD52L2,L5IT,3.03734575561504e-9
TPD52L2,L6IT,2.55485564110279e-8
TPRG1,L23IT,1.36373565458807e-8
TRAF3,L4IT,6.05176686530744e-11
TRAF5,L4IT,6.29098285390294e-9
TRDN,L5IT,2.94773277706847e-11
TRERF1,L4IT,6.27560168550968e-10
TRHDE,L5ET,3.1996411561984097e-16
TRHDE-AS1,L5ET,6.1262277120152e-16
TRHDE-AS1,L6IT,5.5933209325674306e-9
TRIB1,L6CT,1.70868275178536e-8
TRIM14,L56NP,3.4048758660134902e-9
TRIM22,L56NP,1.88668943891853e-8
TRIM36,L23IT,1.4475761991689801e-9
TRIM36,L4IT,3.20608829892256e-8
TRIM36,L5IT,1.83274030717872e-10
TRIM36,L6ITCar3,1.09440852641461e-8
TRIM36,Sst,2.13218581887828e-10
TRIM46,L5IT,1.57147746921983e-8
TRIM46,L6IT,2.82377519022267e-8
TRIM71,L6ITCar3,2.84504455294175e-10
TRIM77,L4IT,1.3541237338399799e-12
TRMT6,L6CT,2.83250806789081e-8
TRPC3,L23IT,1.5372710858162298e-12
TRPC3,L4IT,8.65880775123003e-24
TRPC3,L56NP,2.3045141021591801e-10
TRPC3,L5IT,2.21302443495365e-12
TRPC3,L6IT,1.1568239882082e-10
TRPC3,L6ITCar3,3.03685751759148e-11
TRPC4,L4IT,2.96354891264484e-8
TRPC4,L56NP,3.56187647907823e-10
TRPC4,L5ET,5.96065304242685e-9
TRPC4,L5IT,1.1410289669094801e-08
TRPC5,L23IT,2.45567192088298e-9
TRPC5,L4IT,2.3291622854852802e-14
TRPC5,Lamp5,1.2702576624343802e-9
TRPC6,L4IT,8.40902602925839e-9
TRPC6,L6IT,4.18560868101498e-11
TRPC7,L56NP,2.9975491763193303e-9
TRPM3,L4IT,3.1543352735534903e-10
TRPM3,L56NP,4.59827342196001e-9
TRPM3,L5ET,3.16470972343758e-11
TRPM3,L6CT,4.14855076818908e-9
TRPS1,L4IT,1.09280218787857e-8
TRPS1,L6CT,6.73312818904943e-16
TSG1,L4IT,1.00996861576712e-8
TSHZ1,L4IT,1.38061034220753e-14
TSHZ1,L5IT,2.50414775594861e-8
TSHZ1,L6CT,2.3731412954785604e-9
TSHZ1,L6IT,9.4139328664757e-9
TSHZ1,L6ITCar3,1.17822510769364e-10
TSHZ2,L4IT,3.61946172349084e-17
TSHZ2,L56NP,2.3135745872325e-8
TSHZ2,L5IT,1.50269708061884e-10
TSHZ2,L6b,6.56747696115472e-12
TSHZ2,L6ITCar3,6.3002165226596506e-9
TSHZ3,L5ET,7.182925544421009e-11
TSHZ3,L6CT,1.6764222262582101e-9
TSHZ3,L6IT,9.49502656748041e-10
TSHZ3,L6ITCar3,3.2706491193422796e-11
TSPAN14,L6ITCar3,4.34696837800393e-13
TSPAN14,Pvalb,1.22528497718995e-12
TSPAN4,L5ET,5.91852473535681e-9
TTC23L,L4IT,1.93422375764621e-9
TTC23L,L5IT,2.16359373877418e-8
TTC24,L4IT,2.8417450357195304e-9
TTC39B,L4IT,2.11572686898788e-8
TTC6,L5ET,2.81353187752111e-10
TTC6,L6IT,2.68875819919798e-9
TTLL7,L4IT,3.79795582972988e-10
TTLL9,L4IT,8.69990197396024e-10
TUBBP5,L5IT,1.84640425792998e-8
TUNAR,L23IT,1.69856718158068e-8
TUNAR,L4IT,1.1011356109987398e-11
TWIST2,L23IT,3.35112145963184e-8
TWIST2,L4IT,1.7705046522153101e-9
TXK,L5ET,1.14770937061211e-8
TXNRD3,L23IT,6.820376571889111e-9
TXNRD3NB,L23IT,3.4393811589399196e-11
TXNRD3NB,L6IT,2.68983725239964e-8
TYRO3,L5ET,9.168424641185531e-10
UBAP2,L6IT,1.0554286376753e-8
UBE2Q2,L5ET,5.98336205867181e-9
UBE2Q2,L6CT,6.2345220832874494e-12
UBE2Q2P1,L5IT,1.0181539515797e-8
UBE2QL1,L56NP,2.33077085118454e-8
UBE2QL1,L5ET,9.22660194061323e-10
UBE2W,L6CT,4.263474353315971e-9
UBE3D,L4IT,2.23206750841308e-8
ULK2,L4IT,3.04599972416185e-9
ULK3,Pvalb,1.29147366781956e-8
UMODL1,L4IT,2.35174332375005e-8
UNC13C,L4IT,2.04917759385971e-10
UNC13C,L56NP,3.6255885193829597e-11
UNC5C,L6CT,8.92655633031457e-12
UNC5D,L4IT,6.84891847670275e-9
UNC5D,L6IT,5.6553424837000305e-9
UNC5D,Sst,1.4739217407856801e-10
USH2A,L4IT,1.27291909272411e-8
USP24,L5ET,4.40851681050059e-9
USP25,L5ET,1.19550902184101e-8
USP3,L23IT,6.05468416000159e-12
USP3,L4IT,1.81548476181769e-8
USP3,L56NP,3.69677658749094e-11
USP3,L5IT,6.97166315583853e-10
USP3,L6CT,5.24531618869564e-13
USP3,L6IT,4.84607122390659e-10
USP3,L6ITCar3,3.59904013464744e-12
USP43,L4IT,7.60958400313729e-14
USP43,L5ET,5.774885159259121e-9
USP43,L5IT,1.96950497766762e-12
USP43,L6ITCar3,1.05841181691475e-9
USP45,Pvalb,3.4015469505556e-8
USP53,L4IT,2.0470420677641698e-11
UST,L6CT,3.86489271066255e-8
UTRN,L5ET,1.59782361206087e-13
UTRN,L6IT,3.48505887906597e-13
UTRN,L6ITCar3,8.900938088634149e-11
UTRN,Vip,2.04872214045564e-8
UXS1,L4IT,1.32521904422842e-8
UXS1,L5ET,1.75365542890967e-8
VAMP1,L6CT,1.54237147171051e-12
VAT1L,L4IT,9.32315247426701e-13
VAT1L,L6CT,1.5895706787093501e-9
VAT1L,Sst,4.0348920263604895e-11
VAV3,L4IT,2.9203700881192e-17
VAV3,L5ET,3.1423554689668897e-12
VAV3-AS1,L4IT,8.66805695756688e-17
VAV3-AS1,L5ET,2.80246060790133e-8
VEGFC,L6CT,5.17734505458259e-18
VEGFC,L6ITCar3,3.59626682890837e-8
VEGFC,Pvalb,2.60447669337846e-13
VIM-AS1,L5ET,2.0662463495228202e-9
VLDLR,L4IT,2.2836499150173602e-9
VPS13D,L5ET,1.7540313138925302e-9
VRK2,L5ET,5.23204730273915e-9
VRK2,L5IT,6.42903588236889e-10
VRK2,L6IT,2.0195499703204998e-13
VRK2,L6ITCar3,4.2822365312336e-14
VSTM2A,L23IT,2.32387918043381e-8
VSTM2A,L4IT,1.80368078727383e-12
VSTM2A,L6CT,7.479513549657621e-15
VSTM2B,L5IT,2.09614542362196e-10
VSTM2B,L6CT,2.61195372792023e-8
VSTM2B,L6IT,2.24601084653814e-9
VSTM2L,L5ET,2.6653405701521103e-9
VSTM2L,Sst,1.20484183752425e-8
VSTM4,L4IT,9.30169267698168e-9
VWA3A,L5ET,1.0247495093091302e-9
VWA3A,L6CT,3.86036145915091e-14
VWA3A,L6IT,1.60190667071948e-12
VWA5B1,Vip,5.78458018931877e-9
VWCE,L5IT,2.68276129373625e-10
WASF1,L5ET,3.91749327136688e-8
WDFY2,L6IT,1.44810105204162e-8
WDFY4,L4IT,8.956806282518299e-12
WDFY4,L5IT,2.226075811896e-8
WDR17,L4IT,3.0729339839993e-8
WDR17,L5ET,1.90160879452969e-9
WDR49,L23IT,7.48485863637333e-9
WDR66,L4IT,8.626693938387149e-11
