cluster,gene,A1,ACC,ANG,DLPFC,M1,MTG,S1,V1
L2/3 IT_6,ERICH1-AS1,1.00016190386671,1.24049152680409,1.1182382343742,1.173426520851,0.883602700701893,1.13884126200078,0.979822298664119,0.777802102787092
L2/3 IT_6,KALRN,0.89144283363499,0.964240372769773,1.03494982148789,0.94586841356725,0.962292728112531,0.969178473247046,0.96070584811525,0.894788429097502
L2/3 IT_6,NDST3,1.01396974950272,1.10885151373179,1.07227980684732,1.2570529851157,1.41673375940404,0.947722212800723,1.4107216762629,0.963199704102547
L2/3 IT_6,LOC105373592,0.816623404824059,NA,1.0794091725268,0.338672033805526,NA,0.795459307464167,0.443303821078509,1.34628460574451
L2/3 IT_6,LOC105370610,0.903257911754351,0.2756075021515,0.796356502687904,0.782994581416927,0.416412969904636,1.20816572786062,0.469184527923633,1.8384017874067
L2/3 IT_6,DIAPH2,1.00235400772473,0.865893101948984,1.05369344347544,0.775912228344747,0.739060116895089,1.02732299097771,0.812615855545834,1.0672940533046
L2/3 IT_6,FLRT2,1.02407646830476,0.644683568464322,1.06985598473546,0.966730545752606,0.841786872819474,0.960750961348838,0.90489134710371,1.35314817855423
L2/3 IT_6,CADPS2,1.0460342254378,NA,1.27609367401888,0.999780074034488,1.0160706754306,1.12405655993632,1.09436004219999,1.05978732307325
L2/3 IT_6,CACNA2D1,0.899135806307435,1.30740529931667,1.04321118565819,1.02088584244492,0.788861443666388,1.0509599616538,0.928141946748594,0.848018037529533
L2/3 IT_6,LOC101928250,0.657338496086696,1.02941723062052,0.693790625473528,0.818590653661523,0.624801280912751,0.67288915341831,0.726910767413661,0.704867081379376
L2/3 IT_6,CNKSR2,0.935712154346899,1.00256813575383,1.11750504012771,1.01569550952406,1.00602211793465,1.01886506990435,0.983943578379157,0.878417360352348
L2/3 IT_6,ATP2B1,0.879890260232686,0.654271363508627,0.969549628145157,0.765409190816446,0.94032538033255,0.768796734402905,0.968050781092443,1.12002878216268
L2/3 IT_6,CDH18,1.05600319048005,1.35065034203458,1.23470597333021,1.47585917986132,1.08933901632619,1.31573746928058,1.08432440020899,NA
L2/3 IT_6,CELF2,0.868003309582449,1.23709651904993,1.0061863385568799,1.08934129897392,0.950122199006887,0.936121089948821,0.875436906951752,0.55762635311297
L2/3 IT_6,PTPRK,0.725194601094287,1.61832380188419,1.04958029722692,1.7922054804072,1.95068276593442,0.95789808424419,1.50105702301233,NA
L2/3 IT_6,RGS6,1.07765286605734,0.851320570324042,1.17897158588651,0.918687690899737,0.991779160316103,1.07452628401693,0.958445457791456,1.2103014321756
L2/3 IT_6,RAPGEF5,0.93771327177602,1.1724156661365,1.2914834428455,1.17548924100054,1.15049841425848,1.08429484413541,1.14080523425974,0.976852684164519
L2/3 IT_6,EPHA4,0.846651882385454,1.45245746311812,1.02960090523258,1.16710455775268,1.19187959110375,1.0373322094472,1.07805820336322,0.379412416449746
L2/3 IT_6,KCNH1,0.952082237340592,1.01988652635689,1.06661378592141,1.12450927503274,1.02618056398432,1.06747848010774,1.13711889399553,1.11672788329081
L2/3 IT_6,NTRK3,0.848850586738268,0.871837325915146,0.929631066309452,0.866497754339967,0.84956562494961,0.859303393697362,0.923793830779647,1.14649208252575
L2/3 IT_6,MIR137HG,0.83355127069801,1.1366102747166,0.953458129727075,0.972477581596724,0.855381285671204,0.915278387221299,0.755079083013894,0.64626037560207
L2/3 IT_6,COL26A1,0.707712549953696,0.931446182335195,0.935375622367741,1.02158882675559,0.669185906895019,0.916238913188083,0.850011482987201,0.719737647774407
L2/3 IT_6,ZFPM2,0.863470409921123,0.56944672660818,1.1170333437949,0.866644731303916,1.08798523065471,1.10671876523588,0.880561077894511,0.792510122267112
