area,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
V1,LAMA3,6.64E-46,0.634238733,0.661,0.214,3.34E-41
V1,DGKI,8.90E-46,0.540231127,0.997,0.997,4.47E-41
V1,PALLD,9.28E-46,0.649899225,0.966,0.852,4.67E-41
V1,BACE2,2.04E-45,0.476651303,0.803,0.446,1.03E-40
V1,DPP6,2.69E-45,0.546868499,1,1,1.35E-40
V1,ONECUT1,6.33E-45,0.391294515,0.481,0.056,3.18E-40
V1,ATP8A2,7.61E-45,0.492995575,1,0.998,3.83E-40
V1,PARM1,8.42E-45,0.644884186,0.939,0.739,4.23E-40
V1,OSBPL9,2.24E-44,0.575939995,0.969,0.908,1.12E-39
V1,LOC105370559,3.54E-44,0.411404247,0.681,0.23,1.78E-39
V1,RECK,4.75E-44,0.565069999,0.973,0.906,2.39E-39
V1,STARD4-AS1,7.67E-44,0.50477257,0.719,0.335,3.86E-39
V1,MPZL3,1.10E-43,0.28538085,0.576,0.15,5.54E-39
V1,TSHZ3,2.16E-43,0.658179659,0.946,0.817,1.09E-38
V1,KCNMA1,2.31E-43,0.496069556,0.997,1,1.16E-38
V1,RASAL2,3.65E-43,0.578681723,0.997,0.995,1.83E-38
V1,GRIA4,3.78E-43,0.988199506,0.912,0.616,1.90E-38
V1,LRP4-AS1,3.83E-43,0.310311599,0.475,0.079,1.93E-38
V1,UXS1,6.81E-43,0.55911564,0.956,0.894,3.42E-38
V1,EDIL3,8.83E-43,0.809773155,0.953,0.728,4.44E-38
V1,PLEKHA5,1.15E-42,0.48364585,1,0.997,5.79E-38
V1,NOX4,1.50E-42,0.742833088,0.82,0.357,7.55E-38
V1,LOC101927587,2.08E-42,0.68878344,0.936,0.65,1.05E-37
V1,STAC,2.62E-42,0.504939334,0.42,0.045,1.32E-37
V1,TMEM178B,4.62E-42,0.50493115,1,0.995,2.32E-37
V1,PHACTR3,1.10E-41,0.566475236,0.997,0.974,5.54E-37
V1,NREP,1.52E-41,1.039192615,0.766,0.39,7.65E-37
V1,ABLIM1,1.96E-41,0.50309605,0.997,0.989,9.85E-37
V1,COL11A1,2.71E-41,0.65654988,0.929,0.506,1.36E-36
V1,ALCAM,2.77E-41,0.827275188,0.976,0.857,1.39E-36
V1,ECM1,2.90E-41,0.389457685,0.824,0.413,1.46E-36
V1,NTM,8.32E-41,0.728877387,1,1,4.18E-36
V1,CSDC2,1.48E-40,0.34486789,0.702,0.297,7.42E-36
V1,ADARB1,2.26E-40,0.576704268,0.915,0.794,1.13E-35
V1,CCDC25,6.95E-40,0.601808744,0.878,0.681,3.49E-35
V1,KITLG,7.22E-40,0.417511707,0.705,0.266,3.63E-35
V1,CACNA1C,7.98E-40,0.513014582,1,0.998,4.01E-35
V1,XKR6,1.18E-39,0.560996461,1,0.996,5.93E-35
V1,HIP1,1.20E-39,0.713433907,0.936,0.776,6.05E-35
V1,STRBP,1.82E-39,0.46465992,0.997,0.996,9.16E-35
V1,PAK7,2.45E-39,0.706740186,0.98,0.902,1.23E-34
V1,PDE9A,3.64E-39,0.676571432,0.929,0.748,1.83E-34
V1,LINC01122,3.78E-39,0.704176506,0.969,0.818,1.90E-34
V1,CPNE9,4.37E-39,0.329239789,0.668,0.257,2.20E-34
V1,MALRD1,4.45E-39,1.102088616,0.719,0.382,2.24E-34
V1,TIMP3,6.40E-39,0.426536838,0.685,0.304,3.22E-34
V1,GUCY1A2,6.88E-39,0.595542203,0.993,0.979,3.46E-34
V1,OTUD7A,7.50E-39,0.570433582,1,0.997,3.77E-34
V1,KIF26B,1.54E-38,0.702315074,0.949,0.797,7.76E-34
V1,LOC105378031,2.87E-38,0.907680735,0.712,0.326,1.44E-33
V1,LOC105373005,6.06E-38,0.402328077,0.634,0.239,3.05E-33
V1,LOC105372802,7.74E-38,0.290689966,0.498,0.102,3.89E-33
V1,PLEKHA7,9.45E-38,0.398822938,0.786,0.447,4.75E-33
V1,SLC4A8,1.11E-37,0.497542524,0.993,0.977,5.57E-33
V1,PIP5K1B,1.28E-37,0.626191314,0.966,0.827,6.46E-33
V1,CADPS,1.45E-37,0.428670035,1,0.999,7.28E-33
V1,ARHGAP29,1.86E-37,0.346238498,0.678,0.295,9.37E-33
V1,CAMK2G,4.81E-37,0.540821022,0.993,0.989,2.42E-32
V1,C16orf45,5.99E-37,0.595524863,0.99,0.963,3.01E-32
V1,COBLL1,8.97E-37,0.471867883,0.447,0.11,4.51E-32
V1,NCALD,9.47E-37,0.900948284,0.702,0.364,4.76E-32
V1,PLA2R1,1.33E-36,0.515433243,0.902,0.741,6.70E-32
V1,SH3RF3,1.75E-36,0.577802579,0.98,0.924,8.81E-32
V1,CDK5RAP2,7.26E-36,0.467560131,0.925,0.752,3.65E-31
V1,PPFIBP1,8.32E-36,0.758395919,0.725,0.407,4.18E-31
V1,LOC105372487,1.69E-35,0.41546489,0.82,0.568,8.48E-31
V1,ANKRD29,4.68E-35,0.472893411,0.929,0.793,2.35E-30
V1,KIAA1598,6.82E-35,0.455901015,0.969,0.941,3.43E-30
V1,NDRG4,6.96E-35,0.524436894,0.976,0.937,3.50E-30
V1,NRSN1,1.13E-34,0.605754414,0.986,0.972,5.69E-30
V1,MAN1A1,1.21E-34,0.581010858,0.888,0.588,6.06E-30
V1,LOC105378030,1.88E-34,0.67442002,0.671,0.281,9.45E-30
V1,DLGAP1,2.09E-34,0.32941495,1,1,1.05E-29
V1,OSBPL6,2.69E-34,0.453610523,0.997,0.992,1.35E-29
V1,DNER,6.49E-34,0.443605011,0.898,0.728,3.26E-29
V1,LOC102724790,1.10E-33,0.457678255,0.769,0.443,5.54E-29
V1,GRM1,1.41E-33,0.710976393,0.953,0.786,7.11E-29
V1,AMPH,2.19E-33,0.458665823,0.99,0.972,1.10E-28
V1,ST6GAL1,2.43E-33,0.528422842,0.871,0.628,1.22E-28
V1,LOC105370526,3.71E-33,0.427171978,0.725,0.382,1.87E-28
V1,LRRN2,4.43E-33,0.515369782,0.963,0.96,2.23E-28
V1,GNG12-AS1,5.56E-33,0.302334706,0.475,0.123,2.79E-28
V1,NEK11,5.96E-33,0.555002986,0.956,0.871,3.00E-28
V1,ROBO3,7.19E-33,0.261896504,0.512,0.126,3.62E-28
V1,CLEC16A,1.11E-32,0.51636159,0.983,0.975,5.59E-28
V1,LOC101927280,1.12E-32,0.477145454,0.692,0.318,5.64E-28
V1,DOCK11,1.82E-32,0.387756224,0.593,0.225,9.17E-28
V1,RPL23AP82,2.07E-32,0.344344323,0.705,0.407,1.04E-27
V1,LOC101927768,2.14E-32,0.63952208,0.841,0.667,1.07E-27
V1,RAB11FIP4,2.56E-32,0.502132224,0.966,0.933,1.29E-27
V1,MEIS2,2.96E-32,0.557120347,0.986,0.974,1.49E-27
V1,MBP,6.38E-32,0.526376158,0.895,0.642,3.21E-27
V1,UNC5C,1.20E-31,0.595870329,1,0.968,6.04E-27
V1,RBMS3,3.14E-31,0.546513625,0.868,0.581,1.58E-26
V1,PLD1,4.06E-31,0.375192616,0.705,0.374,2.04E-26
V1,TSPAN9,5.57E-31,0.322646839,0.617,0.272,2.80E-26
V1,ACTN2,9.99E-31,0.424980911,0.929,0.821,5.02E-26
V1,DTWD2,1.11E-30,0.514933847,0.963,0.906,5.56E-26
V1,MT1X,1.72E-30,0.322497164,0.505,0.142,8.66E-26
V1,MGLL,1.81E-30,0.406015129,0.654,0.361,9.13E-26
V1,CFAP221,2.16E-30,0.425113914,0.98,0.955,1.08E-25
V1,SEMA7A,2.59E-30,0.340079025,0.675,0.368,1.30E-25
V1,EEPD1,3.96E-30,0.369693125,0.797,0.534,1.99E-25
V1,SCLT1,4.85E-30,0.441939213,0.993,0.963,2.44E-25
V1,LOC105375988,9.70E-30,0.400012267,0.692,0.388,4.88E-25
V1,LOC101929563,1.05E-29,0.431364243,0.892,0.73,5.28E-25
V1,LOC100506990,1.90E-29,0.429991429,0.997,0.994,9.54E-25
V1,DSCAM,2.07E-29,0.416302861,1,1,1.04E-24
V1,NALCN,3.15E-29,0.382182497,1,0.993,1.58E-24
V1,RERG,4.16E-29,0.700495711,0.898,0.684,2.09E-24
V1,STARD4,5.10E-29,0.267084629,0.661,0.334,2.56E-24
V1,SIPA1L2,5.26E-29,0.47265167,0.922,0.8,2.64E-24
V1,SORCS1,6.19E-29,0.575890599,1,0.988,3.11E-24
V1,LOC101928114,6.29E-29,1.525932375,0.827,0.735,3.16E-24
V1,SLC12A8,6.61E-29,0.431518672,0.868,0.659,3.32E-24
V1,FHIT,8.41E-29,0.561409792,0.99,0.973,4.23E-24
V1,EDA,9.81E-29,0.389323555,0.675,0.4,4.93E-24
V1,CPEB2-AS1,1.15E-28,0.393346354,0.692,0.393,5.80E-24
V1,FBXO32,1.58E-28,0.447390783,0.844,0.594,7.94E-24
V1,RASSF8,1.80E-28,0.333826915,0.705,0.403,9.06E-24
V1,KBTBD12,1.96E-28,0.365889605,0.681,0.34,9.85E-24
V1,LOC105377632,2.14E-28,0.449734317,0.593,0.279,1.08E-23
V1,LOC644135,2.18E-28,0.350051109,0.451,0.121,1.10E-23
V1,MICU1,2.66E-28,0.380202861,0.986,0.966,1.34E-23
V1,CAMTA1,3.06E-28,0.410492657,1,0.997,1.54E-23
V1,LINC00507,3.38E-28,0.324922112,0.407,0.097,1.70E-23
V1,NT5DC1,3.85E-28,0.508362756,0.969,0.916,1.94E-23
V1,ACYP2,4.05E-28,0.463991232,0.976,0.97,2.04E-23
V1,IQSEC1,4.21E-28,0.43214577,0.997,0.999,2.12E-23
V1,PCNT,8.18E-28,0.385693488,0.925,0.836,4.11E-23
V1,ABI3BP,8.64E-28,0.92393047,0.41,0.12,4.35E-23
V1,RALGPS1,8.87E-28,0.411603562,0.993,0.966,4.46E-23
V1,CCDC85A,9.18E-28,0.640658972,0.925,0.674,4.62E-23
V1,GREB1L,1.40E-27,0.456480189,0.78,0.529,7.04E-23
V1,IGF1R,2.30E-27,0.401395168,0.986,0.98,1.15E-22
V1,KLHL1,3.32E-27,0.845892021,0.773,0.631,1.67E-22
V1,KDM4A,3.57E-27,0.369321338,0.898,0.774,1.79E-22
V1,RAPGEF6,4.35E-27,0.315415012,0.993,0.994,2.19E-22
V1,LINC01158,4.47E-27,0.57358923,0.969,0.909,2.25E-22
V1,SLC8A1,5.95E-27,0.45235695,1,1,2.99E-22
V1,DMXL1,7.92E-27,0.413604681,0.98,0.97,3.98E-22
V1,ZNF516,8.18E-27,0.391575469,0.827,0.641,4.11E-22
V1,SAMD3,8.74E-27,0.420169578,0.854,0.566,4.39E-22
V1,TNRC6A,1.06E-26,0.31829249,0.99,0.993,5.35E-22
V1,RGS7,1.23E-26,0.452840141,1,0.999,6.19E-22
V1,LOC105374976,1.23E-26,0.320628473,0.373,0.107,6.21E-22
V1,LOC101928373,2.06E-26,0.327642472,0.437,0.13,1.04E-21
V1,LINC00508,2.32E-26,0.273610592,0.373,0.112,1.17E-21
V1,HS3ST1,3.86E-26,0.284389489,0.769,0.484,1.94E-21
V1,MED12L,4.20E-26,0.413761535,0.98,0.969,2.11E-21
V1,PAK1,4.68E-26,0.395329684,0.993,0.984,2.35E-21
V1,EPB41,5.53E-26,0.465532905,0.976,0.919,2.78E-21
V1,KDM7A,5.81E-26,0.358509753,0.824,0.625,2.92E-21
V1,KIZ,7.70E-26,0.3176019,0.956,0.872,3.87E-21
V1,KCNAB3,7.95E-26,0.273206402,0.722,0.373,4.00E-21
V1,COL4A2,8.26E-26,0.292973127,0.536,0.196,4.15E-21
V1,TMEM72-AS1,8.92E-26,0.419061027,0.892,0.756,4.49E-21
V1,SCN1B,1.77E-25,0.414381875,0.936,0.752,8.90E-21
V1,WWP1,2.67E-25,0.378446168,0.959,0.853,1.34E-20
V1,GPC5,2.85E-25,0.746617929,0.708,0.459,1.43E-20
V1,STK3,3.63E-25,0.402999592,0.803,0.574,1.83E-20
V1,ATP2B2,3.76E-25,0.391166451,0.993,0.996,1.89E-20
V1,LOC105372666,1.08E-24,0.310075805,0.319,0.064,5.44E-20
V1,PCDH9,1.79E-24,0.608703936,1,0.992,8.99E-20
V1,FOXN3,4.45E-24,0.403330321,0.932,0.848,2.24E-19
V1,MSRB3,4.74E-24,0.351298205,0.702,0.394,2.38E-19
V1,CTTNBP2,4.97E-24,0.430521985,0.99,0.969,2.50E-19
V1,NRG1,8.38E-24,0.477090231,1,1,4.21E-19
V1,GSAP,8.40E-24,0.361477962,0.892,0.666,4.22E-19
V1,LRP4,8.69E-24,0.496017601,0.942,0.836,4.37E-19
V1,WDR11-AS1,9.37E-24,0.397278236,0.841,0.618,4.71E-19
V1,LOC285692,1.12E-23,0.450181311,0.803,0.584,5.64E-19
V1,PLXDC1,1.54E-23,0.314846483,0.875,0.724,7.73E-19
V1,ANTXR1,1.63E-23,0.407223125,0.922,0.87,8.19E-19
V1,SWAP70,1.76E-23,0.333744152,0.854,0.681,8.85E-19
V1,SLC35F4,2.04E-23,0.475315471,0.427,0.173,1.03E-18
V1,OSBP2,2.37E-23,0.427475618,0.976,0.966,1.19E-18
V1,ARHGEF6,2.44E-23,0.257455318,0.681,0.396,1.23E-18
V1,NREP-AS1,3.83E-23,0.46600702,0.268,0.032,1.93E-18
V1,AJAP1,3.94E-23,0.487587229,0.929,0.873,1.98E-18
V1,LOC101928849,4.95E-23,0.683570676,0.38,0.113,2.49E-18
V1,BMS1,8.06E-23,0.31164787,0.864,0.749,4.05E-18
V1,CADM3,8.30E-23,0.301432704,0.793,0.598,4.18E-18
V1,FRY,1.14E-22,0.347143624,0.997,0.996,5.72E-18
V1,LOC100294362,1.36E-22,0.437682905,0.936,0.887,6.86E-18
V1,TRIO,2.06E-22,0.312706026,0.997,0.997,1.04E-17
V1,SPINK5,2.34E-22,0.47835725,0.369,0.112,1.17E-17
V1,FAXDC2,2.38E-22,0.315003301,0.583,0.316,1.20E-17
V1,AFF2,3.40E-22,0.431174333,0.79,0.591,1.71E-17
V1,AFF1,4.49E-22,0.480883176,0.885,0.775,2.26E-17
V1,UBE2E2,4.78E-22,0.301127354,1,0.997,2.41E-17
V1,RBMS1,5.26E-22,0.35137777,0.966,0.922,2.64E-17
V1,KCNG1,5.36E-22,0.306819609,0.695,0.43,2.70E-17
V1,SCN4B,5.37E-22,0.305351591,0.861,0.677,2.70E-17
V1,LOC105370247,6.06E-22,0.298037127,0.685,0.427,3.05E-17
V1,SLC5A4,7.08E-22,0.443355803,0.824,0.597,3.56E-17
V1,ESYT2,7.38E-22,0.36582561,0.993,0.983,3.71E-17
V1,ST8SIA1,8.65E-22,0.344318483,0.976,0.981,4.35E-17
V1,DECR1,8.76E-22,0.310788998,0.871,0.681,4.41E-17
V1,PLCL1,9.05E-22,0.548613876,0.912,0.845,4.55E-17
V1,DGKD,1.01E-21,0.3704141,0.905,0.792,5.10E-17
V1,ZNF83,1.29E-21,0.375233865,0.902,0.742,6.48E-17
V1,SEL1L3,1.61E-21,0.411531385,0.885,0.671,8.09E-17
V1,MAD1L1,1.62E-21,0.312479899,0.881,0.761,8.14E-17
V1,ELAVL4,2.38E-21,0.390517808,0.993,0.987,1.20E-16
V1,DIP2A,2.45E-21,0.421333617,0.98,0.952,1.23E-16
V1,DENND4C,3.32E-21,0.309237092,0.925,0.859,1.67E-16
V1,GRK4,3.75E-21,0.419491067,0.963,0.923,1.89E-16
V1,C15orf41,4.19E-21,0.431097613,0.925,0.819,2.11E-16
V1,NR6A1,5.52E-21,0.337762474,0.983,0.954,2.77E-16
V1,LOC101929628,6.19E-21,0.274854949,0.319,0.084,3.11E-16
V1,PTPDC1,6.79E-21,0.313851203,0.922,0.871,3.41E-16
V1,RIT2,7.38E-21,0.419548607,0.993,0.986,3.71E-16
V1,LOC101926915,8.56E-21,0.400717086,0.776,0.586,4.30E-16
V1,FBLN7,8.60E-21,0.258972045,0.634,0.312,4.33E-16
V1,TARSL2,9.28E-21,0.3379509,0.963,0.907,4.66E-16
V1,LGALS1,1.03E-20,0.261715262,0.586,0.297,5.19E-16
V1,TTC7A,1.21E-20,0.382906915,0.871,0.777,6.08E-16
V1,NBEA,1.26E-20,0.317672816,0.997,0.999,6.35E-16
V1,POC1B,2.09E-20,0.322099877,0.922,0.813,1.05E-15
V1,MAP1A,2.17E-20,0.367065875,0.915,0.785,1.09E-15
V1,DCTN2,2.24E-20,0.255377361,0.919,0.81,1.13E-15
V1,NDRG3,2.81E-20,0.345281674,0.959,0.929,1.42E-15
V1,GLS,3.58E-20,0.328456595,0.993,0.993,1.80E-15
V1,SPTBN1,3.58E-20,0.307604958,0.99,0.991,1.80E-15
V1,NAB1,3.73E-20,0.309026944,0.915,0.83,1.88E-15
V1,NSG1,4.17E-20,0.320467501,0.783,0.516,2.10E-15
V1,LOC102724832,4.81E-20,0.347087994,0.844,0.666,2.42E-15
V1,FGD4,4.95E-20,0.385580252,0.956,0.931,2.49E-15
V1,HFM1,5.80E-20,1.63413753,0.824,0.66,2.92E-15
V1,ARHGEF10L,7.29E-20,0.277066414,0.837,0.68,3.67E-15
V1,MID1,7.78E-20,0.357360027,0.719,0.495,3.91E-15
V1,PTPRD,9.78E-20,0.326499787,1,1,4.92E-15
V1,CLIP4,1.00E-19,0.308905125,0.956,0.915,5.03E-15
V1,FGF14,1.05E-19,0.286346342,1,1,5.28E-15
V1,MACROD2,1.20E-19,0.308300359,1,0.999,6.06E-15
V1,EPB41L1,1.23E-19,0.367554222,0.892,0.81,6.16E-15
V1,KIF21A,1.26E-19,0.281812707,0.983,0.98,6.35E-15
V1,CTIF,1.42E-19,0.375164287,0.969,0.947,7.13E-15
V1,FREM1,1.81E-19,0.298506191,0.644,0.409,9.09E-15
V1,LOC105379057,1.86E-19,0.357943053,0.729,0.503,9.34E-15
V1,TGFB2,2.09E-19,0.254868138,0.542,0.272,1.05E-14
V1,MED13L,2.13E-19,0.298768418,0.99,0.988,1.07E-14
V1,FRK,2.17E-19,0.340768863,0.742,0.507,1.09E-14
V1,LMCD1-AS1,2.22E-19,0.410459016,0.892,0.79,1.12E-14
V1,SRRM3,2.50E-19,0.402623102,0.993,0.989,1.26E-14
V1,LOC101929294,2.57E-19,0.430325261,0.908,0.799,1.29E-14
V1,FBN1,2.71E-19,0.34199968,0.922,0.843,1.36E-14
V1,TRANK1,2.92E-19,0.319429274,0.919,0.85,1.47E-14
V1,PCDH9-AS2,2.97E-19,0.513873172,0.82,0.664,1.49E-14
V1,LOC102724782,6.98E-19,0.315708579,0.953,0.912,3.51E-14
V1,SPATA6,7.43E-19,0.345904966,0.949,0.888,3.74E-14
V1,GPATCH8,7.77E-19,0.279272657,0.997,0.994,3.91E-14
V1,PLCB4,8.91E-19,0.373001639,0.868,0.732,4.48E-14
V1,CDH13,1.02E-18,0.638794021,0.99,0.96,5.13E-14
V1,AAK1,1.13E-18,0.261000394,0.997,0.996,5.68E-14
V1,LINC00693,1.25E-18,0.333059964,0.814,0.608,6.27E-14
V1,UNC13B,1.34E-18,0.28819695,0.973,0.934,6.71E-14
V1,OLFM3,1.62E-18,0.388087022,0.997,0.987,8.15E-14
V1,JAK1,1.69E-18,0.299438192,0.956,0.884,8.52E-14
V1,CACNA2D2,1.74E-18,0.284807722,0.814,0.636,8.77E-14
V1,WDPCP,2.14E-18,0.344166745,0.99,0.991,1.08E-13
V1,LEPR,2.18E-18,0.358447749,0.749,0.533,1.10E-13
V1,TPCN1,2.44E-18,0.266557141,0.854,0.753,1.23E-13
V1,STK33,2.49E-18,0.259596299,0.468,0.218,1.25E-13
V1,DCBLD2,2.54E-18,0.295418056,0.763,0.58,1.28E-13
V1,RAPGEF1,3.80E-18,0.336805573,0.956,0.913,1.91E-13
V1,PRDM5,4.43E-18,0.30246127,0.736,0.525,2.23E-13
V1,PCP4L1,4.68E-18,0.262587819,0.776,0.534,2.35E-13
V1,RORB,5.16E-18,0.46695767,0.298,0.107,2.59E-13
V1,GPM6B,5.82E-18,0.367417715,0.997,0.993,2.92E-13
V1,ZMIZ1,5.88E-18,0.278143954,0.773,0.606,2.96E-13
V1,JAZF1,6.03E-18,0.330708352,0.997,0.992,3.03E-13
V1,TBC1D4,6.06E-18,0.315167277,0.946,0.902,3.05E-13
V1,NAP1L4,6.48E-18,0.300309396,0.919,0.866,3.26E-13
V1,C3orf58,7.41E-18,0.263603098,0.773,0.582,3.73E-13
V1,CDON,8.96E-18,0.301359818,0.915,0.827,4.50E-13
V1,UBE4B,9.12E-18,0.325887024,0.98,0.962,4.59E-13
V1,NRIP3,1.01E-17,0.259890371,0.776,0.562,5.07E-13
V1,PARD3B,1.21E-17,0.331439033,0.563,0.293,6.08E-13
V1,LTBP1,1.70E-17,0.365700124,0.681,0.45,8.56E-13
V1,ADAM23,1.78E-17,0.331841204,0.99,0.994,8.93E-13
V1,SRPK2,1.93E-17,0.254601777,1,0.995,9.72E-13
V1,SCN1A,2.05E-17,0.320995108,0.997,0.99,1.03E-12
V1,LOC105370822,2.54E-17,0.289423376,0.369,0.134,1.28E-12
V1,GPR137C,2.85E-17,0.373175184,0.949,0.887,1.43E-12
V1,CTNNAL1,3.26E-17,0.263451288,0.814,0.606,1.64E-12
V1,FUT8,3.34E-17,0.298757837,0.973,0.973,1.68E-12
V1,TNR,3.79E-17,0.442701073,0.983,0.986,1.91E-12
V1,CHD6,4.04E-17,0.275376667,0.976,0.967,2.03E-12
V1,PPM1E,4.42E-17,0.354406819,0.99,0.994,2.22E-12
V1,CNTN5,4.87E-17,0.671883495,0.932,0.841,2.45E-12
V1,APC,4.97E-17,0.304491979,0.993,0.979,2.50E-12
V1,FNBP1,4.97E-17,0.290117293,0.915,0.848,2.50E-12
V1,ACER3,6.44E-17,0.338381428,0.966,0.912,3.24E-12
V1,KLF7,6.55E-17,0.328353228,0.892,0.824,3.29E-12
V1,SSBP3,7.00E-17,0.323888595,0.98,0.965,3.52E-12
V1,LMCD1,8.39E-17,0.25544026,0.485,0.205,4.22E-12
V1,PACS1,9.12E-17,0.33530063,0.976,0.973,4.59E-12
V1,KCNC1,1.15E-16,0.308590163,0.915,0.823,5.77E-12
V1,LOC105370610,1.24E-16,0.896601151,0.502,0.294,6.23E-12
V1,LOC643962,1.26E-16,0.304521422,0.658,0.464,6.35E-12
V1,CDK6,1.29E-16,0.33499593,0.969,0.937,6.49E-12
V1,RABGAP1L,1.31E-16,0.255820828,0.997,0.996,6.61E-12
V1,TMEM120B,1.45E-16,0.306468375,0.905,0.841,7.31E-12
V1,HSD17B12,1.82E-16,0.283266881,0.973,0.964,9.13E-12
V1,SNAP91,1.98E-16,0.256511529,0.997,0.993,9.97E-12
V1,MYO6,2.51E-16,0.289729065,0.99,0.969,1.26E-11
V1,EFNA5,2.61E-16,0.321274267,0.99,0.993,1.31E-11
V1,THEM4,2.67E-16,0.271449074,0.722,0.523,1.34E-11
V1,LOC105371691,2.98E-16,0.469694191,0.915,0.911,1.50E-11
V1,KIFAP3,3.03E-16,0.300659458,0.99,0.98,1.53E-11
V1,DYNC1I2,3.22E-16,0.282741554,0.973,0.948,1.62E-11
V1,PPP2R2B,3.40E-16,0.301071461,0.997,0.997,1.71E-11
V1,HDAC8,4.44E-16,0.255412155,0.99,0.981,2.23E-11
V1,SYNPR,4.94E-16,0.416276495,0.553,0.354,2.49E-11
V1,TAOK3,5.21E-16,0.298800863,0.966,0.955,2.62E-11
V1,SEMA6A,5.24E-16,0.403923681,0.942,0.866,2.63E-11
V1,LRRFIP1,6.16E-16,0.294722895,0.997,0.993,3.10E-11
V1,GAB2,6.74E-16,0.323525611,0.963,0.93,3.39E-11
V1,PHLPP1,7.05E-16,0.365339548,0.953,0.894,3.54E-11
V1,HERC3,8.15E-16,0.30564764,0.936,0.916,4.10E-11
V1,SCARA3,8.50E-16,0.360807106,0.966,0.872,4.28E-11
V1,ZC3H12C,9.99E-16,0.329615641,0.922,0.825,5.02E-11
V1,SH3GL2,1.24E-15,0.308038089,0.98,0.977,6.25E-11
V1,KAZN,1.53E-15,0.348416286,1,0.999,7.69E-11
V1,SLC25A27,1.61E-15,0.278099464,0.922,0.849,8.11E-11
V1,TNIK,1.65E-15,0.266354838,0.993,0.994,8.30E-11
V1,RFC3,1.68E-15,0.370136234,0.79,0.64,8.45E-11
V1,ACTN4,1.91E-15,0.374182329,0.908,0.834,9.59E-11
V1,CNNM1,2.16E-15,0.321536181,0.976,0.914,1.09E-10
V1,MIR4435-1HG,2.22E-15,0.255477803,0.763,0.603,1.11E-10
V1,CCDC7,2.27E-15,0.313736698,0.949,0.885,1.14E-10
V1,MAMDC2,2.39E-15,0.269012918,0.824,0.625,1.20E-10
V1,COL10A1,2.43E-15,0.343938663,0.664,0.491,1.22E-10
V1,KIF9-AS1,2.45E-15,0.31460566,0.99,0.97,1.23E-10
V1,EPB41L5,2.50E-15,0.285723182,0.949,0.921,1.26E-10
V1,FAM160A1,2.79E-15,0.323793299,0.603,0.368,1.40E-10
V1,CBLB,2.91E-15,0.274006151,0.902,0.799,1.46E-10
V1,NHS,3.33E-15,0.336805833,0.803,0.638,1.68E-10
V1,BACH2,3.37E-15,0.389766158,0.936,0.877,1.69E-10
V1,CYFIP1,3.64E-15,0.250672883,0.803,0.63,1.83E-10
V1,GOLGA7B,4.10E-15,0.272127062,0.892,0.831,2.06E-10
V1,CAST,5.53E-15,0.270699436,0.942,0.894,2.78E-10
V1,LMBR1,5.84E-15,0.281567836,0.98,0.953,2.94E-10
V1,HTR1E,6.16E-15,0.430844231,0.922,0.843,3.10E-10
V1,GPLD1,7.79E-15,0.261452775,0.946,0.881,3.92E-10
V1,DENND5A,7.99E-15,0.268618765,0.939,0.886,4.02E-10
V1,ARPP21,9.84E-15,0.283581533,1,0.999,4.95E-10
V1,UGP2,1.23E-14,0.297537857,0.929,0.913,6.17E-10
V1,SUCLG2-AS1,1.62E-14,0.317273333,0.797,0.635,8.13E-10
V1,GTF2IRD1,1.79E-14,0.345402842,0.864,0.761,9.01E-10
V1,MXI1,2.24E-14,0.291694146,0.895,0.797,1.12E-09
V1,FMO5,2.34E-14,0.254021008,0.603,0.405,1.18E-09
V1,FAM222B,2.70E-14,0.302774386,0.963,0.932,1.36E-09
V1,SNCG,2.89E-14,0.392961909,0.912,0.807,1.45E-09
V1,PPP1R13B,3.34E-14,0.25571652,0.99,0.966,1.68E-09
V1,LOC102723331,4.44E-14,0.28253732,0.637,0.434,2.23E-09
V1,NPC1,5.24E-14,0.277056718,0.871,0.746,2.64E-09
V1,NCOR2,5.78E-14,0.294845743,0.942,0.94,2.91E-09
V1,MAP2K5,6.36E-14,0.316906343,0.99,0.986,3.20E-09
V1,ENO4,6.41E-14,0.255966953,0.719,0.609,3.22E-09
V1,AKAP12,9.70E-14,0.272541829,0.986,0.972,4.88E-09
V1,FNBP1L,9.95E-14,0.333900821,0.986,0.969,5.00E-09
V1,EVL,9.97E-14,0.319774717,0.99,0.985,5.01E-09
V1,SLC22A23,1.09E-13,0.297686206,0.936,0.911,5.50E-09
V1,PRR16,1.21E-13,0.318713785,0.98,0.971,6.10E-09
V1,XIST,1.47E-13,0.778750412,0.536,0.263,7.40E-09
V1,THBS4,1.95E-13,0.290180213,0.647,0.469,9.82E-09
V1,MALAT1,1.96E-13,0.30105239,1,1,9.85E-09
V1,LINC01060,1.99E-13,0.358456144,0.437,0.221,1.00E-08
V1,CDC14B,2.07E-13,0.28072043,0.953,0.948,1.04E-08
V1,RCAN2,2.45E-13,0.297559213,0.98,0.983,1.23E-08
V1,SLC8A1-AS1,2.70E-13,0.437046922,0.895,0.901,1.36E-08
V1,LOC553103,2.75E-13,0.259705737,0.966,0.929,1.38E-08
V1,P2RY14,3.11E-13,0.339008685,0.736,0.636,1.57E-08
V1,LOC100288798,3.12E-13,0.269047428,0.776,0.608,1.57E-08
