p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,region
1.7525585794457897e-198,1.65393717989933,0.968,0.612,8.812039793311389e-194,Astro,CSGALNACT1,ACC
1.72102594851225e-197,1.15527568078223,0.998,0.933,8.653490571714459e-193,Astro,PPP2R2B,ACC
6.52798109203121e-197,1.62080466069327,0.738,0.263,3.28233417288421e-192,Astro,SERPINE2,ACC
9.05335530737888e-197,1.52112249199542,0.718,0.253,4.55211758210318e-192,Astro,SLC15A2,ACC
9.504366248577919e-197,1.46626910435937,0.69,0.214,4.77889039344746e-192,Astro,MYO10,ACC
9.58884132075191e-196,1.15510211283862,0.48,0.093,4.82136530448727e-191,Astro,RNF182,ACC
1.3678654038306998e-195,1.67515374064262,0.958,0.825,6.877764037001149e-191,Astro,DCLK2,ACC
2.48860627334425e-195,1.78041389218193,0.912,0.724,1.25129612030022e-190,Astro,ASPH,ACC
5.0741317719644195e-195,1.74077948514805,0.924,0.777,2.55132419626143e-190,Astro,ZHX3,ACC
9.405307333717979e-194,2.43953151282051,0.8,0.395,4.72908258046674e-189,Astro,CABLES1,ACC
1.08822369868392e-192,1.77890877980444,0.796,0.394,5.471697579352619e-188,Astro,NCAN,ACC
1.89924126039399e-192,1.17141867556341,0.558,0.125,9.549574981387e-188,Astro,NOTCH2,ACC
3.10579649440144e-192,1.6706735706512,0.746,0.307,1.56162553534999e-187,Astro,GRAMD1C,ACC
4.04994628432543e-191,2.02354994375828,0.834,0.487,2.03635349122167e-186,Astro,AMZ2,ACC
5.46835503322079e-191,1.63607830635416,0.926,0.723,2.74954359425375e-186,Astro,ADD3,ACC
6.79989795580687e-189,1.43142142146834,0.98,0.841,3.4190566911592494e-184,Astro,GABRB1,ACC
3.0816724051776196e-188,1.48891573470578,0.588,0.145,1.5494957020473598e-183,Astro,VAV3,ACC
9.170756639503269e-187,1.58403024032039,0.928,0.844,4.611148145908639e-182,Astro,FYN,ACC
1.17392272744549e-186,1.28275350072314,0.52,0.116,5.902600865868679e-182,Astro,FGF2,ACC
3.99163712773037e-186,2.22151738113627,0.894,0.662,2.0070350641941098e-181,Astro,CLU,ACC
2.2076996734076696e-184,1.19952658711176,0.576,0.14,1.1100534727861099e-179,Astro,TSC22D4,ACC
1.2705659628799098e-182,1.41524886168521,0.938,0.686,6.38853271795645e-178,Astro,PHLPP1,ACC
4.30583542215827e-180,1.03333659202736,0.43,0.078,2.1650171086154e-175,Astro,PLIN5,ACC
4.4963755170518e-179,1.61834280018418,0.964,0.885,2.26082257372882e-174,Astro,CADM1,ACC
1.3543747847256e-178,1.5216984418143,0.922,0.778,6.8099318550787895e-174,Astro,FNBP1,ACC
2.8561321706581597e-178,1.93469613661747,0.756,0.343,1.4360918167286299e-173,Astro,MT3,ACC
1.75363759531714e-177,1.46200124644509,0.962,0.827,8.817465193014099e-173,Astro,FUT9,ACC
4.45998576370494e-177,1.59316314044339,0.61,0.186,2.2425254418484796e-172,Astro,FAM107A,ACC
7.11921856210855e-177,1.38474524839046,0.584,0.151,3.579614285213799e-172,Astro,PRRX1,ACC
2.5060245463704697e-176,1.04224063060754,0.392,0.065,1.2600542021605397e-171,Astro,NWD1,ACC
1.49953941595087e-175,1.64509068306059,0.794,0.351,7.539834137342558e-171,Astro,ZHX2,ACC
7.600148272206989e-173,2.00028131662034,0.944,0.826,3.8214305527483995e-168,Astro,CACNB2,ACC
6.05123582148382e-172,1.94124863794965,0.836,0.572,3.04262188340028e-167,Astro,ANKDD1A,ACC
3.424451773948109e-171,1.65104374239667,0.752,0.34,1.72184859645885e-166,Astro,ATP1B2,ACC
1.01198344853223e-169,1.76291946347511,0.95,0.596,5.088353977564899e-165,Astro,PRKG1,ACC
1.8509030463755296e-167,1.49078971020652,0.956,0.867,9.306525607480799e-163,Astro,GPM6B,ACC
3.2737949768933196e-167,1.29193769536688,0.588,0.169,1.6460968523317297e-162,Astro,METRN,ACC
8.207706427637169e-165,1.21149577713168,0.622,0.169,4.12691686888025e-160,Astro,ARHGAP31,ACC
5.212902177501469e-164,1.16002474615617,0.468,0.101,2.6210993438695094e-159,Astro,RAPGEF3,ACC
2.4970875899168198e-163,1.2457298161876,0.596,0.17,1.2555606110860799e-158,Astro,ADGRG1,ACC
7.565170979823889e-163,1.29996002775093,0.904,0.467,3.8038436203652495e-158,Astro,NCKAP5,ACC
9.843212740072758e-161,1.69618683336317,0.876,0.725,4.949265797835989e-156,Astro,ARHGEF4,ACC
1.81890528704109e-160,1.15730960304452,0.992,0.822,9.145637673771319e-156,Astro,QKI,ACC
1.5416564902325498e-158,1.57428041416984,0.812,0.425,7.751602998538279e-154,Astro,LINC00673,ACC
7.12036818158011e-158,1.29742120732724,0.976,0.855,3.5801923253802895e-153,Astro,PRKCA,ACC
2.4994791346498496e-157,1.30219897625354,0.512,0.136,1.2567631036932899e-152,Astro,RFX2,ACC
1.0004048131809999e-154,1.35207765587299,0.93,0.656,5.0301354411554e-150,Astro,MAP3K5,ACC
1.5933406314936297e-151,1.24642471333844,0.978,0.836,8.011476029213098e-147,Astro,ADCY2,ACC
1.82281663989755e-151,1.47167062205337,0.646,0.237,9.165304347068858e-147,Astro,NPL,ACC
1.9515041381230797e-149,1.12028246680012,0.512,0.134,9.812357956896659e-145,Astro,ZNF423,ACC
1.9893908677364597e-146,1.60906559360571,0.858,0.625,1.0002856222065699e-141,Astro,BCL2,ACC
4.200988262662889e-146,1.08981427692963,0.968,0.916,2.1122989083495296e-141,Astro,MKLN1,ACC
1.2932436073466499e-145,2.79106331221696,0.644,0.252,6.50255818209968e-141,Astro,HPSE2,ACC
2.2013847090197196e-145,1.55737782141344,0.904,0.748,1.1068782455421998e-140,Astro,CKB,ACC
1.15822387581744e-143,1.8297856622687,0.754,0.424,5.823665469997649e-139,Astro,LRRC3B,ACC
1.6084813693866e-143,1.41017781047583,0.81,0.407,8.087605173412748e-139,Astro,PDE7B,ACC
3.07762735618775e-143,1.45073947086566,0.856,0.742,1.54746181096476e-138,Astro,DOCK7,ACC
2.0900692022459802e-142,1.31411955022295,0.598,0.222,1.0509076955812998e-137,Astro,STOX1,ACC
4.57652013048341e-142,1.22225216239441,0.974,0.843,2.30112008680836e-137,Astro,B3GALT1,ACC
8.068772031334519e-141,1.41628844917674,0.654,0.265,4.05705926507531e-136,Astro,PLEKHG1,ACC
4.382432044512e-140,1.03252323334037,0.328,0.054,2.2035306563010798e-135,Astro,HES1,ACC
3.916854781745949e-139,1.37795014526084,0.824,0.543,1.96943375280968e-134,Astro,FGD4,ACC
1.45172084552106e-138,1.64603038720848,0.702,0.36,7.299397583364429e-134,Astro,IQCA1,ACC
1.06196619647863e-137,1.61667620455564,0.81,0.626,5.3396722325141994e-133,Astro,FAM184A,ACC
1.3827812889453099e-137,1.71260828534697,0.748,0.425,6.952762598945899e-133,Astro,EPHB1,ACC
2.2444665189112396e-136,1.43093523264199,0.608,0.236,1.12854021037376e-131,Astro,LOC105378763,ACC
5.103719863441809e-136,1.11362875811138,0.48,0.131,2.5662013845371797e-131,Astro,SDC2,ACC
8.9845732358706e-136,1.23492861131836,0.922,0.764,4.5175332687281e-131,Astro,LPP,ACC
1.75999634265669e-134,1.10836111867053,0.936,0.889,8.84943761051212e-130,Astro,BAZ2B,ACC
2.7933963321358797e-132,1.55763407710294,0.752,0.471,1.40454760976124e-127,Astro,WWC1,ACC
2.8463401683694994e-132,1.12296583483063,0.568,0.183,1.43116830005787e-127,Astro,GPRC5B,ACC
4.0121816992750496e-132,1.04597498084885,0.436,0.11,2.01736508021249e-127,Astro,ELOVL2,ACC
4.1739159542072e-132,1.58450086603018,0.864,0.496,2.09868668093492e-127,Astro,TRPM3,ACC
4.3874064085103494e-132,1.51869602567676,0.826,0.686,2.20603181626309e-127,Astro,ACSL6,ACC
3.0759762784216596e-131,1.55058040187326,0.752,0.424,1.5466316325532e-126,Astro,MAPK4,ACC
1.23647236232471e-130,1.52081131609587,0.826,0.574,6.21710668500487e-126,Astro,DDAH1,ACC
1.68234643758826e-130,1.47811423730931,0.76,0.41,8.459006122837539e-126,Astro,MCC,ACC
7.056629548861339e-129,1.34165491844263,0.862,0.758,3.54814390346297e-124,Astro,ARHGAP5,ACC
1.5547539614342e-128,1.01586560407535,0.964,0.922,7.8174583934873e-124,Astro,KIF1B,ACC
9.09364635172338e-127,1.71515122650939,0.822,0.553,4.57237632211003e-122,Astro,GRM3,ACC
1.51160220547321e-125,1.30062202271658,0.574,0.211,7.600487049339819e-121,Astro,SUCLG2-AS1,ACC
4.87161379960896e-124,1.18027939627684,0.636,0.256,2.44949613458138e-119,Astro,TBL1X,ACC
5.81516331239585e-124,1.12572515010292,0.408,0.098,2.92392226510576e-119,Astro,LOC105370315,ACC
8.56651846956308e-124,1.65708187031736,0.64,0.3,4.30733115168101e-119,Astro,MEIKIN,ACC
9.12911823250978e-124,1.06501748785423,0.556,0.176,4.59021193848824e-119,Astro,CECR2,ACC
3.12467632348974e-123,1.40449776281112,0.566,0.218,1.5711185022138797e-118,Astro,ACOT11,ACC
4.61223220962956e-122,1.10937992375075,0.48,0.145,2.3190764773238397e-117,Astro,MMP28,ACC
2.3002255879302596e-121,1.53210261996406,0.73,0.466,1.1565764278672099e-116,Astro,LGR4,ACC
5.445687029021899e-121,1.49115304365753,0.834,0.647,2.7381458950625e-116,Astro,GABRA2,ACC
8.868877990361839e-120,1.40866947844431,0.72,0.43,4.45936054233384e-115,Astro,ECHDC2,ACC
1.0259075141740198e-118,1.61454780941548,0.498,0.156,5.1583655720184096e-114,Astro,WIF1,ACC
9.706346110697678e-118,1.45359793539921,0.752,0.544,4.8804478879198995e-113,Astro,INTU,ACC
6.89696331808892e-117,1.16046869700543,0.916,0.794,3.4678621259682896e-112,Astro,PSD3,ACC
1.1867895855578899e-116,1.25097574079973,0.786,0.567,5.9672967151436e-112,Astro,BMP2K,ACC
5.330157716876229e-116,1.36271737141743,0.626,0.299,2.68005660162254e-111,Astro,PSD2,ACC
2.92001394193521e-115,1.3088452045815,0.826,0.725,1.46821221014444e-110,Astro,CHPT1,ACC
1.3095560608881399e-114,1.12377920111423,0.194,0.022,6.58457882975168e-110,Astro,LOC101928394,ACC
1.36557875496748e-113,1.23285235043525,0.822,0.692,6.866266537851998e-109,Astro,CHKA,ACC
1.39574363777469e-113,1.43815242572263,0.7,0.401,7.017938585094929e-109,Astro,RHOBTB3,ACC
2.5373117690088697e-113,1.08869169994401,0.776,0.418,1.27578573057535e-108,Astro,RIN2,ACC
4.79667506619228e-113,1.36991780779438,0.664,0.334,2.41181619003214e-108,Astro,ZNF521,ACC
8.10144623843457e-112,1.30858879287484,0.808,0.53,4.073488183147279e-107,Astro,CDHR3,ACC
2.6570325296844195e-106,1.4003670001152,0.704,0.453,1.33598252625062e-101,Astro,TPCN1,ACC
1.53471405502678e-105,1.39373783686771,0.674,0.414,7.71669574008014e-101,Astro,C2orf72,ACC
4.67825506557517e-105,1.09554895408055,0.852,0.805,2.35227342952185e-100,Astro,ITSN1,ACC
1.40353701250152e-103,1.3443011343087,0.678,0.408,7.0571244525589096e-99,Astro,MTSS1L,ACC
1.00510331611725e-102,1.06173934056257,0.396,0.111,5.053759983769149e-98,Astro,SLC16A9,ACC
1.17841500853391e-102,1.13640955318624,0.514,0.199,5.92518850440937e-98,Astro,ITGA7,ACC
1.52366807269848e-102,1.30944242958914,0.818,0.604,7.661155436335219e-98,Astro,SLC39A11,ACC
8.5024953626205e-102,1.31193868061572,0.664,0.368,4.2751396932792195e-97,Astro,PAQR8,ACC
9.40838956996644e-102,1.23925392748197,0.606,0.242,4.73063235967482e-97,Astro,ADAMTS17,ACC
1.3269166382808697e-100,1.05770149824777,0.58,0.234,6.67186954894006e-96,Astro,DPF3,ACC
6.1061136666827e-100,1.13146849270378,0.566,0.253,3.0702150127447297e-95,Astro,MFAP3L,ACC
1.6094602055599199e-99,1.62070003647319,0.698,0.453,8.092526859575838e-95,Astro,DNAH7,ACC
7.2149844595158796e-99,1.5648504761925,0.428,0.135,3.6277663360891795e-94,Astro,LOC105379364,ACC
3.9400422885073295e-98,1.04638071405511,0.644,0.307,1.98109266308437e-93,Astro,GSN,ACC
9.558179993909519e-98,1.31408864266478,0.66,0.356,4.80594848273765e-93,Astro,ANKFN1,ACC
1.04026958776578e-96,1.15558633692895,0.286,0.059,5.230579514245119e-92,Astro,LOC105378107,ACC
1.91408468585181e-96,1.30484708098143,0.588,0.291,9.624209208931469e-92,Astro,SH3PXD2B,ACC
2.58907502926611e-96,1.25728965885927,0.814,0.762,1.3018128154652898e-91,Astro,FAM171B,ACC
3.57951579579207e-96,1.03861611573507,0.45,0.157,1.79981633728221e-91,Astro,LOC102546226,ACC
4.030494412517569e-95,1.1589750073386,0.52,0.212,2.02657289555796e-90,Astro,BCL6,ACC
5.207851782209849e-95,1.13755663084495,0.828,0.601,2.61855995461294e-90,Astro,PRKD1,ACC
6.021380244715008e-95,1.28539665994773,0.724,0.545,3.02761020084516e-90,Astro,IQCK,ACC
3.1704085114051596e-94,1.35281220350269,0.654,0.412,1.5941131036196298e-89,Astro,"NAT8L",ACC
3.6990420940785393e-94,1.23263057600369,0.756,0.637,1.8599153553236295e-89,Astro,LGI1,ACC
8.279510182552579e-94,1.09927908018009,0.812,0.741,4.163020514889259e-89,Astro,ABI1,ACC
9.225370419245689e-94,1.28426961469073,0.57,0.255,4.638608500500919e-89,Astro,LOC105370983,ACC
1.28211946097172e-92,1.36334205546896,0.766,0.685,6.44662486171191e-88,Astro,PIK3C2A,ACC
8.78148620777665e-92,1.31784397329725,0.732,0.59,4.41541908013218e-87,Astro,GPR75-ASB3,ACC
2.36324839310846e-90,1.23246106471129,0.894,0.865,1.18826492453886e-85,Astro,PPP1R9A,ACC
8.48379479966674e-90,1.03929419827727,0.536,0.222,4.26573686322043e-85,Astro,KAL1,ACC
2.6503350544517495e-89,1.16630361527253,0.552,0.256,1.3326149687288898e-84,Astro,EMID1,ACC
3.6989167772549694e-89,1.11131046935392,0.802,0.739,1.8598523447715697e-84,Astro,NEO1,ACC
4.874148704579249e-89,1.00069503847931,0.788,0.545,2.4507707101494896e-84,Astro,ARAP2,ACC
1.4192603417100198e-87,1.23892912768425,0.642,0.36,7.13618292415216e-83,Astro,TIMP3,ACC
1.6999039549366599e-87,1.00128835653105,0.592,0.258,8.54728707581701e-83,Astro,GOLIM4,ACC
2.9741749637883397e-87,1.11815874344228,0.532,0.246,1.49544491354241e-82,Astro,ADHFE1,ACC
7.281384300639229e-87,1.8552415304403,0.474,0.175,3.66115284020441e-82,Astro,LINC00609,ACC
6.91878429013711e-86,1.31796866893015,0.626,0.307,3.47883392892384e-81,Astro,RERG,ACC
1.77225178395669e-83,1.20121218823815,0.722,0.531,8.91105919491266e-79,Astro,PALLD,ACC
2.3174983077740397e-83,1.20114950969924,0.564,0.306,1.16526132413187e-78,Astro,SNTA1,ACC
2.4964569937160597e-82,1.10689877035479,0.558,0.288,1.25524354101037e-77,Astro,FGD6,ACC
2.12302953232941e-81,1.18632310646452,0.64,0.412,1.0674804791505498e-76,Astro,FERMT2,ACC
2.3307946073758e-81,1.02114527815863,0.8,0.769,1.17194683653462e-76,Astro,REPS1,ACC
5.58040100299182e-81,1.1219897771002,0.568,0.293,2.8058814283143197e-76,Astro,COL16A1,ACC
3.12294667247174e-80,1.16847990115721,0.754,0.648,1.5702488163855097e-75,Astro,LRP4,ACC
2.5928924061433502e-79,1.10391233476591,0.778,0.756,1.30373223073294e-74,Astro,TOM1L2,ACC
2.00483557769723e-78,1.14067041743735,0.746,0.591,1.00805137682194e-73,Astro,GAREM,ACC
2.02071633270587e-77,1.07457209643311,0.692,0.449,1.01603637924784e-72,Astro,SORCS2,ACC
1.9019990445813098e-76,1.10688656106318,0.504,0.239,9.56344139605926e-72,Astro,FADS2,ACC
2.06525417301572e-76,1.25544026717852,0.666,0.458,1.03843045073403e-71,Astro,OLFM2,ACC
6.51078499019016e-76,1.00831125002039,0.796,0.732,3.27368780091752e-71,Astro,ERBB2IP,ACC
9.811733259456028e-75,1.00516805574885,0.474,0.21,4.9334376001870895e-70,Astro,TULP3,ACC
1.60639710001433e-74,1.27989515479976,0.702,0.526,8.077125258582039e-70,Astro,SAT1,ACC
3.5723239593943e-74,1.19386025885184,0.556,0.312,1.79620021002305e-69,Astro,SLC6A11,ACC
1.31846284981766e-73,1.04528307714314,0.784,0.604,6.62936305516817e-69,Astro,LMO3,ACC
2.5845382869433302e-73,1.14553889517904,0.844,0.691,1.29953169605798e-68,Astro,SGCD,ACC
3.07823380399083e-73,1.04059446857159,0.506,0.238,1.54776673898463e-68,Astro,TUBB2B,ACC
3.54464959095992e-72,1.05190807732835,0.74,0.68,1.78228526083056e-67,Astro,GABBR1,ACC
1.86882663081179e-71,1.08073629357486,0.648,0.42,9.396647182384741e-67,Astro,CPQ,ACC
8.77858132689642e-71,1.0484633712304,0.758,0.73,4.41395847697679e-66,Astro,TRAK1,ACC
6.771168405268789e-70,1.09763118873079,0.562,0.33,3.4046111858532e-65,Astro,FUT10,ACC
5.59143680964219e-68,1.06023874531888,0.568,0.34,2.81143034225619e-63,Astro,TLE1,ACC
1.2422197319042802e-67,1.02966819932448,0.584,0.35,6.246005033987899e-63,Astro,ARHGEF10,ACC
2.0415968584814302e-67,1.19103400852733,0.61,0.418,1.02653531641305e-62,Astro,CLYBL,ACC
9.41814310117647e-66,1.04778977125807,0.676,0.503,4.73553653270254e-61,Astro,LINC01158,ACC
1.07380804083838e-64,1.0074276536558,0.692,0.554,5.399214210139459e-60,Astro,ASAP2,ACC
2.13527574375334e-62,1.10471217563443,0.59,0.404,1.0736379967166199e-57,Astro,LOC105369159,ACC
4.80998120871453e-61,1.17161312905531,0.594,0.435,2.41850665155376e-56,Astro,B4GALNT4,ACC
4.88410954395682e-61,1.10734641991455,0.706,0.632,2.4557791197969298e-56,Astro,PER3,ACC
1.03141034868117e-59,1.05432823590392,0.57,0.359,5.18603437420379e-55,Astro,HIP1R,ACC
1.50360715237976e-59,1.07260478421723,0.646,0.544,7.560287122880659e-55,Astro,BBS2,ACC
1.8805431063979898e-56,1.01852871649024,0.686,0.518,9.455558793279741e-52,Astro,LINC00693,ACC
5.771222703761979e-56,1.04651809356799,0.704,0.576,2.90182848767856e-51,Astro,ITM2C,ACC
1.0980274856225e-55,1.1699668795489,0.582,0.443,5.52099200045847e-51,Astro,SLC1A4,ACC
1.94612775707108e-54,1.03285308468554,0.7,0.666,9.78532497532909e-50,Astro,BCKDHB,ACC
1.2185591205553e-53,1.16732035680077,0.536,0.35,6.1270371140641e-49,Astro,PTCH1,ACC
2.83199959884627e-52,1.02461207010752,0.65,0.55,1.42395771829589e-47,Astro,PRTFDC1,ACC
7.58256542640597e-52,1.1221380673647,0.69,0.526,3.8125897220511904e-47,Astro,PTCHD1-AS,ACC
8.944080791942241e-52,1.05850424307979,0.604,0.475,4.49717326299648e-47,Astro,OGFRL1,ACC
1.1380148275552e-48,1.07783782939216,0.67,0.679,5.722052354430298e-44,Astro,LPIN1,ACC
2.18916828614807e-48,1.01997394298166,0.558,0.411,1.1007357059581097e-43,Astro,SLC3A2,ACC
9.030866519957289e-48,1.04847254445245,0.542,0.383,4.540809994899729e-43,Astro,ALDH7A1,ACC
8.879110673110239e-44,1.02397113886492,0.596,0.507,4.46450563754656e-39,Astro,ZMAT1,ACC
8.49361582895245e-40,1.0218940253929,0.326,0.143,4.2706749749555795e-35,Astro,LOC101928989,ACC
7.58505894974494e-38,1.00999249700517,0.48,0.344,3.81384349052125e-33,Astro,C1orf228,ACC
8.56377050604551e-32,1.14631373044868,0.83,0.881,4.30594944814474e-27,Astro,FTH1,ACC
7.72640359172152e-28,1.24049275302168,0.416,0.284,3.8849129899535e-23,Astro,ID2,ACC
0,4.48914639668886,0.958,0.046,0,Endo,FLT1,ACC
0,3.80973457234057,0.922,0.067,0,Endo,EPAS1,ACC
0,3.74143862910681,0.91,0.011,0,Endo,CLDN5,ACC
0,3.7034903588389,0.874,0.034,0,Endo,ABCG2,ACC
0,3.57001515147351,0.856,0.078,0,Endo,PRKCH,ACC
0,3.22951464342666,0.784,0.014,0,Endo,LEF1,ACC
0,3.22860775524153,0.737,0.014,0,Endo,IFI27,ACC
0,3.2119082117676,0.713,0.034,0,Endo,CLEC3B,ACC
0,3.19497523768007,0.778,0.024,0,Endo,EBF1,ACC
0,3.16868614204354,0.892,0.041,0,Endo,FLI1,ACC
0,3.16031396598629,0.701,0.042,0,Endo,ITM2A,ACC
0,3.10171721640014,0.778,0.025,0,Endo,HLA-E,ACC
0,3.00828079884408,0.796,0.048,0,Endo,CGNL1,ACC
0,2.91098156977599,0.707,0.022,0,Endo,ID1,ACC
0,2.55152537116888,0.743,0.036,0,Endo,VIM,ACC
0,2.48685776550755,0.677,0.037,0,Endo,ENG,ACC
0,2.45933580845715,0.599,0.014,0,Endo,EMCN,ACC
0,2.42636134451503,0.581,0.012,0,Endo,ID3,ACC
0,2.39746093130187,0.521,0.018,0,Endo,ZNF366,ACC
0,2.38975223936974,0.671,0.031,0,Endo,XAF1,ACC
0,2.35788074256568,0.617,0.014,0,Endo,IFITM3,ACC
0,2.34543726274552,0.623,0.028,0,Endo,ITIH5,ACC
0,2.24351161954205,0.599,0.01,0,Endo,ADGRL4,ACC
0,2.20536293043113,0.527,0.007,0,Endo,IFITM1,ACC
0,2.14118771345483,0.551,0.01,0,Endo,IFI44L,ACC
0,2.0269421091657,0.527,0.007,0,Endo,CD34,ACC
0,1.96874515558795,0.497,0.006,0,Endo,GNG11,ACC
0,1.95031840554745,0.491,0.007,0,Endo,TGM2,ACC
0,1.94983241764218,0.581,0.013,0,Endo,CXorf36,ACC
0,1.91488331421661,0.557,0.009,0,Endo,SLC38A5,ACC
0,1.86861720520027,0.515,0.006,0,Endo,BST2,ACC
0,1.83007633279293,0.497,0.003,0,Endo,GIMAP7,ACC
0,1.79243163760479,0.521,0.001,0,Endo,TM4SF18,ACC
0,1.6991575715603,0.413,0.002,0,Endo,SOX18,ACC
0,1.64850993870966,0.479,0.011,0,Endo,TIE1,ACC
0,1.6337876906383,0.413,0.002,0,Endo,SDPR,ACC
0,1.55677578622768,0.407,0.007,0,Endo,TNFSF10,ACC
0,1.41849530705206,0.371,0.003,0,Endo,TM4SF1,ACC
0,1.37183759439041,0.359,0.002,0,Endo,ROBO4,ACC
0,1.27221014194808,0.347,0.004,0,Endo,ICAM2,ACC
0,1.23131379508948,0.144,0,0,Endo,VCAM1,ACC
0,1.22609314031777,0.317,0.003,0,Endo,TBX3,ACC
0,1.15217178974728,0.365,0.008,0,Endo,CDH5,ACC
0,1.15145144455427,0.293,0.005,0,Endo,IFITM2,ACC
0,1.13948563133673,0.359,0.006,0,Endo,MYCT1,ACC
0,1.08113036254973,0.269,0.002,0,Endo,CLEC2B,ACC
1.2819858450768501e-293,1.54416685160787,0.431,0.015,6.44595302786371e-293,Endo,CFH,ACC
1.67334608730297e-293,1.56161732293193,0.497,0.022,8.41375146187195e-293,Endo,ESAM,ACC
6.43045723753829e-286,1.95070782519901,0.545,0.029,3.2332982036066296e-281,Endo,NOSTRIN,ACC
4.78111036525636e-280,3.13017864562835,0.749,0.063,2.4039901027545498e-275,Endo,ANO2,ACC
1.05181890456018e-279,1.78114097643229,0.563,0.031,5.28865063401902e-275,Endo,SRGN,ACC
2.5872458640373398e-275,1.03886465182246,0.317,0.008,1.30089309289662e-270,Endo,ZIC2,ACC
1.8607910728716802e-264,2.25329406107992,0.533,0.03,9.356243593506099e-260,Endo,RAMP2,ACC
4.52156718514092e-263,1.17612828399097,0.323,0.009,2.27348919636071e-258,Endo,GGT5,ACC
3.18371969232093e-257,2.5118726869038,0.689,0.053,1.60080609849588e-252,Endo,SLCO1A2,ACC
8.158615304128271e-257,1.76290085340104,0.491,0.026,4.1022333610687297e-252,Endo,KLF2,ACC
2.6947205028406798e-255,2.08973553782209,0.713,0.056,1.35493241603332e-250,Endo,SLCO2B1,ACC
5.00433895738266e-255,2.94223510477806,0.82,0.09,2.5162316711615797e-250,Endo,SLC2A1,ACC
6.56211455584593e-253,4.6865085882923,0.856,0.102,3.29949681982489e-248,Endo,HERC2P3,ACC
4.763746121169079e-252,1.35248186850598,0.407,0.017,2.3952591871850302e-247,Endo,SHE,ACC
8.113130618558219e-236,1.10958845892802,0.335,0.012,4.0793632063172596e-231,Endo,ADCY4,ACC
6.005151987339228e-235,2.08211896866455,0.623,0.051,3.01945047075404e-230,Endo,MFSD2A,ACC
1.75485220954703e-232,3.86078873376114,0.946,0.145,8.8235723948234e-228,Endo,COBLL1,ACC
3.7212128958965396e-232,1.77315331433721,0.467,0.026,1.8710630561857399e-227,Endo,ANXA3,ACC
1.6040358708101299e-229,1.9728337464855,0.581,0.044,8.0652527620204e-225,Endo,SLC39A8,ACC
2.41344839389136e-229,1.10928417489525,0.311,0.01,1.21350598693251e-224,Endo,VAMP5,ACC
1.7677893775018698e-227,3.11523358030127,0.808,0.099,8.888621769017137e-223,Endo,VWF,ACC
3.826060575496439e-223,1.97035987346063,0.443,0.024,1.92378151796536e-218,Endo,SMAD6,ACC
3.551659341050299e-220,1.79904153478086,0.569,0.043,1.7858098332735e-215,Endo,EMP2,ACC
6.90012896934077e-218,3.03440696386076,0.766,0.087,3.4694538470742295e-213,Endo,IGFBP7,ACC
2.4747117742418595e-217,1.01566136072328,0.293,0.009,1.2443098272065497e-212,Endo,S100A11,ACC
2.5558611984724296e-212,2.34710871637539,0.695,0.073,1.28511256920392e-207,Endo,LMO2,ACC
2.33627931654421e-208,2.07456452291015,0.605,0.052,1.1747046031515898e-203,Endo,UACA,ACC
1.1033991229741698e-206,2.79535449980973,0.743,0.088,5.54800113022642e-202,Endo,HLA-B,ACC
4.7707030340272594e-206,1.18642378440582,0.371,0.018,2.39875719253924e-201,Endo,CASP10,ACC
1.7442305870915297e-200,1.42496008685599,0.425,0.025,8.7701658149549e-196,Endo,AIF1L,ACC
1.06568403587957e-198,1.42240149258298,0.473,0.032,5.3583659008060795e-194,Endo,SLC19A3,ACC
6.704585607958989e-197,1.64692902514136,0.551,0.043,3.37113268953786e-192,Endo,SP100,ACC
3.35381262188754e-193,1.08369353841873,0.287,0.011,1.68633052441127e-188,Endo,LOC105374438,ACC
3.92854171370575e-193,1.28205513457251,0.395,0.022,1.9753100590683896e-188,Endo,CLEC14A,ACC
3.06490164497612e-191,4.03392260675011,0.856,0.143,1.54106319611044e-186,Endo,ATP10A,ACC
3.3610968646203896e-190,1.99917592782194,0.617,0.058,1.68999311449978e-185,Endo,TGFBR2,ACC
2.4525800552072696e-185,3.1911177112404,0.892,0.156,1.2331817775587702e-180,Endo,A2M,ACC
5.6907531749831295e-185,3.08019603921572,0.766,0.111,2.86136760391327e-180,Endo,ST8SIA6,ACC
4.51354066137488e-183,1.03013054764566,0.299,0.013,2.2694533799459e-178,Endo,NOTCH4,ACC
6.215542457141969e-183,2.68125545604509,0.683,0.084,3.12523690287555e-178,Endo,ADGRF5,ACC
2.75365723534463e-178,1.22942889498204,0.371,0.021,1.3845663945036298e-173,Endo,PTRF,ACC
2.55412609172349e-176,1.59970858997817,0.461,0.035,1.2842401401794896e-171,Endo,KANK3,ACC
1.07103982696469e-175,1.06037448780373,0.317,0.015,5.3852953539611485e-171,Endo,GRAPL,ACC
2.78190580446154e-172,1.19663121915337,0.323,0.016,1.3987700575413098e-167,Endo,HSPA12B,ACC
3.14327241009053e-172,2.68763033620285,0.743,0.11,1.5804688005176199e-167,Endo,ERG,ACC
4.4256756341581393e-172,1.94950011983744,0.593,0.064,2.2252739656110498e-167,Endo,LIMS2,ACC
9.537795529301938e-171,1.62584196002064,0.383,0.024,4.795698970088309e-166,Endo,ADIRF,ACC
