"Heiss_region","rCMRGlc","NT_rel","EH_rel"
"Frontal lobe",35.3,0.984686144967755,1.00115600510872
"Parietal lobe",35.8,0.977371730454506,0.9692929742456
"Temporal lobe",30.5,1.04050469010761,0.994747654946193
"Occipital lobe",35.8,1.05453063056324,1.05551312738425
"Cerebellar cortex",29.8,0.945402666250877,0.995540266625088
"Vermis",30.1,0.965,1.01
