Species,Species_evo,Stephan_column,EvoM1_variable,Stephan_value,status,preferred_reference,preferred_citation,all_matching_sources,n_candidate_sources,metadata_reference,unit_rescale_flag,closest_nonmatching
Callimico_goeldii,Callimico goeldii,Telencephalon,Telencephalon_Vol.mm3,7733.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callimico_goeldii,Callimico goeldii,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,10510.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,
Callimico_goeldii,Callimico goeldii,Ventricles,Ventricles_Vol.mm3,47.9,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,566.0,resolved_multiple,Frahm_etal_1984_Table1,Frahm et al. 1984 (J Hirnforsch 25:537-557),Frahm_etal_1984_Table1; Frahm_etal_1998_Table1,2,de Sousa et al 2010,,
Callithrix_jacchus,Callithrix jacchus,Amygdala,Amygdala_Vol.mm3,113.0,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Body_weight,Body_Mass.g,280.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Frahm_etal_1998_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableIII,6,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,
Callithrix_jacchus,Callithrix jacchus,Body_weight_1985a,Body_Mass.g,280.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Frahm_etal_1998_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableIII,6,,,
Callithrix_jacchus,Callithrix jacchus,Brain_weight,Brain_Mass.mg,7600.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1998_Table1; Stephan_etal_1970_Table3; Stephan_etal_1981_TableIII,3,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,
Callithrix_jacchus,Callithrix jacchus,Brainvol,,7335.91,metadata_only,,,,0,de Sousa et al 2010; Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,22.8,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Baron_etal_1983_Table1; Baron_etal_1987_Table1; Stephan_etal_1981_TableVI,4,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.33,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Cerebellar_nuclei_total,Cerebellar_nuclei_total_Vol.mm3,20.96,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,2,,,
Callithrix_jacchus,Callithrix jacchus,Cerebellum,Cerebellum_Vol.mm3,757.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Ashwell__2020_SupplementaryTable; Stephan_etal_1970_Table3; Stephan_etal_1981_TableIII,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Complexus_centromedialis,Complexus_centromedialis_Vol.mm3,28.3,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,84.6,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Corpus.pineale,Corpus_pineal_Vol.mm3,0.49,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,0.08,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,0.13,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Diencephalon,Diencephalon_Vol.mm3,554.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1970_Table3; Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Hippocampus,Hippocampus_Vol.mm3,221.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Stephan_etal_1981_TableVI,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei_Vol.mm3,5.44,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Callithrix_jacchus,Callithrix jacchus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,25.1,resolved_multiple,Stephan_etal_1984_Table1,Stephan et al. 1984 (J Hirnforsch 25:385-403),Frahm_etal_1998_Table1; Stephan_etal_1984_Table1,3,de Sousa et al 2010; de Sousa et al 2013,,
Callithrix_jacchus,Callithrix jacchus,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei_Vol.mm3,7.93,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Callithrix_jacchus,Callithrix jacchus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,191.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Medial_cerebellar_nuclei,Medial_cerebellar_nuclei_Vol.mm3,7.59,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Callithrix_jacchus,Callithrix jacchus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,318.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Sherwood_etal_2005_Table1; Stephan_etal_1981_TableIII,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Meninges_hypophysis_nerves_etc,,42.9,metadata_only,,,,0,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Mesencephalon,Mesencephalon_Vol.mm3,295.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1970_Table3; Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,3564.0,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,NeoWG,Neocortex_Vol.mm3,4371.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1982_Table2; Stephan_etal_1970_Table6; Stephan_etal_1981_TableVI,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,807.1,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Nucleus.habenularis.medialis,Nucleus_habenularis_medialis_Vol.mm3,1.63,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.44,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Nucleus_amygdalae_basalis_parsmagnocellularis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,8.57,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.2,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Palaeocortex,Palaeocortex_Vol.mm3,99.3,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Pons,Pons_Vol.mm3,38.8,provenance_gap,,,,0,Matano et al 1985; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Schizocortex,Schizo_cortex_Vol.mm3,90.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Septum,Septum_Vol.mm3,49.8,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1970_Table6; Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Striatum,Striatum_Vol.mm3,372.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Telencephalon,Telencephalon_Vol.mm3,5318.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1970_Table3; Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_jacchus,Callithrix jacchus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,7241.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1970_Table3; Stephan_etal_1981_TableIII,3,Stephan et al 1981,,
Callithrix_jacchus,Callithrix jacchus,Ventricles,Ventricles_Vol.mm3,52.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,363.0,resolved_multiple,Frahm_etal_1984_Table1,Frahm et al. 1984 (J Hirnforsch 25:537-557),Frahm_etal_1984_Table1; Frahm_etal_1998_Table1,2,de Sousa et al 2010,,
Callithrix_pygmaea,Callithrix pygmaea,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,1.0,provenance_gap,,,,0,Bauernfeind et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Body_mass,Body_Mass.g,110.0,value_differs,,,,5,Bauernfeind et al 2013,,Frahm_Zilles_1994_Table1 = 120.0 (8.3%)
Callithrix_pygmaea,Callithrix pygmaea,Body_weight,Body_Mass.g,140.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,5,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Body_weight_1985a,Body_Mass.g,120.0,resolved_multiple,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Frahm_Zilles_1994_Table1; Frahm_etal_1998_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1,5,,,
Callithrix_pygmaea,Callithrix pygmaea,Brain_mass,Brain_Mass.mg,4200.0,value_differs,,,,2,Bauernfeind et al 2013,,Frahm_etal_1998_Table1 = 4150.0 (1.2%)
Callithrix_pygmaea,Callithrix pygmaea,Brain_volume,,4005.8,metadata_only,,,,0,Bauernfeind et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Brain_weight,Brain_Mass.mg,4500.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Brainvol,,4343.63,metadata_only,,,,0,de Sousa et al 2010; Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,12.3,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Baron_etal_1983_Table1; Stephan_etal_1981_TableVI,3,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.39,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Capsula_interna,Capsula_interna_Vol.mm3,21.8,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Cerebellar_nuclei_total,Cerebellar_nuclei_total_Vol.mm3,11.48,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Callithrix_pygmaea,Callithrix pygmaea,Cerebellum,Cerebellum_Vol.mm3,468.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,11.1,resolved_unique,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Diencephalon,Diencephalon_Vol.mm3,342.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,7.0,provenance_gap,,,,0,Bauernfeind et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Epithalamus,Epithalamus_Vol.mm3,3.68,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Granular_volume_L,Granular_insular_cortex_left_Vol.mm3,3.0,provenance_gap,,,,0,Bauernfeind et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Hippocampus,Hippocampus_Vol.mm3,133.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Hypothalamus,Hypothalamus_Vol.mm3,69.2,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei_Vol.mm3,3.2,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Callithrix_pygmaea,Callithrix pygmaea,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,16.9,resolved_unique,Frahm_etal_1998_Table1,Frahm et al. 1998 (J Hirnforsch 39:45-54),Frahm_etal_1998_Table1,1,de Sousa et al 2010; de Sousa et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei_Vol.mm3,4.35,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Callithrix_pygmaea,Callithrix pygmaea,Lobus_piriformis,Lobus_piriformis_Vol.mm3,133.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Medial_cerebellar_nuclei,Medial_cerebellar_nuclei_Vol.mm3,3.93,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Callithrix_pygmaea,Callithrix pygmaea,Medulla_oblongata,Medulla_oblongata_Vol.mm3,201.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Meninges_hypophysis_nerves_etc,,16.9,metadata_only,,,,0,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Mesencephalon,Mesencephalon_Vol.mm3,192.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,2139.0,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,NeoWG,Neocortex_Vol.mm3,2535.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1982_Table2; Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,395.3,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.96,resolved_unique,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.94,resolved_unique,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,4.11,resolved_unique,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.1,resolved_unique,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,1.95,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Pallidum,Pallidum_Vol.mm3,25.8,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Pons,Pons_Vol.mm3,17.5,provenance_gap,,,,0,Matano et al 1985; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Schizocortex,Schizo_cortex_Vol.mm3,81.8,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Septum,Septum_Vol.mm3,29.2,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Striatum,Striatum_Vol.mm3,174.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Subthalamus,Subthalamus_Vol.mm3,27.7,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Telencephalon,Telencephalon_Vol.mm3,3099.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Callithrix_pygmaea,Callithrix pygmaea,Thalamus,Thalamus_Vol.mm3,190.0,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,4302.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Total_insula_volume_L,Insula_left_Vol.mm3,11.0,provenance_gap,,,,0,Bauernfeind et al 2013,,
Callithrix_pygmaea,Callithrix pygmaea,Tractus_opticus,Tractus_opticus_Vol.mm3,23.8,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,
Callithrix_pygmaea,Callithrix pygmaea,Ventricles,Ventricles_Vol.mm3,24.5,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,
Cebus_albifrons,Cebus albifrons,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,3764.0,resolved_multiple,Frahm_etal_1984_Table1,Frahm et al. 1984 (J Hirnforsch 25:537-557),Frahm_etal_1984_Table1; Frahm_etal_1998_Table1,2,de Sousa et al 2010,,
Cebus_albifrons,Cebus albifrons,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,34.0,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,,
Cebus_albifrons,Cebus albifrons,Amygdala,Amygdala_Vol.mm3,502.0,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Cebus_albifrons,Cebus albifrons,Body_mass,Body_Mass.g,3180.0,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,7,Bauernfeind et al 2013,,
Cebus_albifrons,Cebus albifrons,Body_weight,Body_Mass.g,3100.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Frahm_etal_1998_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableIII,7,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,
