Lobe,rCMRGlc,n_regions,Mean_EI,SD_EI,CV_EI,Min_EI,Max_EI,Range_EI
Occipital_lobe,35.8,3,3.282463281260163,0.8208776579398982,25.007976863788617,2.495557618353004,4.415067519545132,1.9195099011921277
Parietal_lobe,35.8,4,2.3567952522413886,0.1850824895902016,7.853142499934271,2.0414400414400413,2.4931681544908,0.45172811305075866
Frontal_lobe,35.3,6,2.3681573743748747,0.47265611873130114,19.95881371085267,1.4821570182394923,3.045466335643088,1.563309317403596
Temporal_lobe,30.5,5,2.410093031616461,0.38971916278832963,16.17029540668574,1.727538960359795,2.8739921677032942,1.1464532073434992
Insular_lobe,30.3,2,2.758781141159111,0.3715354940015696,13.467378345404658,2.3872456471575414,3.1303166351606806,0.7430709880031392
