mode,Species,stephan_species,pair_note,label,stephan_var,wide_var,unit_scale,role,stephan_value,wide_value,on_tree,status,rel,pct_diff,ratio,anomaly
raw,Pan troglodytes,Pan troglodytes,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,12246,12246,NA,same,0,0,1,NA
raw,Papio anubis,Papio anubis,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,7182,7182,NA,same,0,0,1,NA
raw,Perodicticus potto,Perodicticus potto,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,712,712,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,3217,3217,NA,same,0,0,1,NA
raw,Pithecia monachus,Pithecia monachus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,1918,1918,NA,same,0,0,1,NA
raw,Plecturocebus moloch,Plecturocebus moloch,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,920,920,NA,same,0,0,1,NA
raw,Pongo sp.,Pongo abelii,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Sumatran,Striatum,Striatum,Striatum_Vol.mm3,1,study3,NA,11500,NA,volumes_wide_only,NA,NA,NA,NA
raw,Pongo sp.,Pongo pygmaeus,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Bornean,Striatum,Striatum,Striatum_Vol.mm3,1,study3,11500,11500,NA,same,0,0,1,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,1411,1411,NA,same,0,0,1,NA
raw,Pygathrix nemaeus,Pygathrix nemaeus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,3166,3166,NA,same,0,0,1,NA
raw,Saguinus midas,Saguinus midas,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,471,471,NA,same,0,0,1,NA
raw,Saguinus oedipus,Saguinus oedipus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,453,453,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,1042,1042,NA,same,0,0,1,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,133,133,NA,same,0,0,1,NA
raw,Varecia variegata,Varecia variegata,NA,Striatum,Striatum,Striatum_Vol.mm3,1,study3,1591,1591,NA,same,0,0,1,NA
raw,Alouatta seniculus,Alouatta seniculus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1918,1918,NA,same,0,0,1,NA
raw,Aotus trivirgatus,Aotus trivirgatus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,996,996,NA,same,0,0,1,NA
raw,Ateles geoffroyi,Ateles geoffroyi,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,3753,3753,NA,same,0,0,1,NA
raw,Avahi laniger,Avahi laniger,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,475,475,NA,same,0,0,1,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,450,450,NA,same,0,0,1,NA
raw,Callithrix jacchus,Callithrix jacchus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,566,566,NA,same,0,0,1,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,363,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,3764,3764,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,4272,4272,NA,same,0,0,1,NA
raw,Cercopithecus mitis,Cercopithecus mitis,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,4232,4232,NA,same,0,0,1,NA
raw,Cheirogaleus major,Cheirogaleus major,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,433,433,NA,same,0,0,1,NA
raw,Cheirogaleus medius,Cheirogaleus medius,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,199,199,NA,same,0,0,1,NA
raw,Daubentonia madagascariensis,Daubentonia madagascariensis,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1113,1113,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1253,1253,NA,same,0,0,1,NA
raw,Galago senegalensis,Galago senegalensis,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,301,301,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,214,214,NA,same,0,0,1,NA
raw,Gorilla gorilla,Gorilla gorilla,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,9129,12062,NA,DIFFERENT,0.2431603382523628,32.12838207908862,1.3212838207908861,NA
raw,Homo sapiens,Homo sapiens,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,15247.5,14787,NA,DIFFERENT,0.030201672405312345,-3.0201672405312348,0.9697983275946876,NA
raw,Hylobates lar,Hylobates lar,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,4086.7,4574,NA,DIFFERENT,0.10653694796676873,11.92404629652287,1.1192404629652286,NA
raw,Indri indri,Indri indri,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1648,1648,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,4856,4856,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,326,326,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,5420,5420,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,529,529,NA,same,0,0,1,NA
raw,Macaca fascicularis,Macaca fascicularis,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,2713.3,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Macaca mulatta,Macaca mulatta,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,5343,5343,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,136,136,NA,same,0,0,1,NA
raw,Miopithecus talapoin,Miopithecus talapoin,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,2339,2339,NA,same,0,0,1,NA
raw,Nycticebus coucang,Nycticebus coucang,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,696,696,NA,same,0,0,1,NA
raw,Otolemur crassicaudatus,Otolemur crassicaudatus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,479,479,NA,same,0,0,1,NA
raw,Pan paniscus,Pan paniscus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,11606.5,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Pan troglodytes,Pan troglodytes,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,8268.3,10593,NA,DIFFERENT,0.2194562446898896,28.115815826711668,1.2811581582671168,NA
raw,Papio anubis,Papio anubis,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,10001,10001,NA,same,0,0,1,NA
raw,Perodicticus potto,Perodicticus potto,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,495,495,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,3053,3053,NA,same,0,0,1,NA
raw,Pithecia monachus,Pithecia monachus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1679,1679,NA,same,0,0,1,NA
raw,Plecturocebus moloch,Plecturocebus moloch,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1201,1201,NA,same,0,0,1,NA
raw,Pongo sp.,Pongo abelii,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Sumatran,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,NA,8400,NA,volumes_wide_only,NA,NA,NA,NA
raw,Pongo sp.,Pongo pygmaeus,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Bornean,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,8233.7,8400,NA,DIFFERENT,0.01979761904761896,2.019748108383828,1.0201974810838383,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1106,1106,NA,same,0,0,1,NA
raw,Saguinus midas,Saguinus midas,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,841,841,NA,same,0,0,1,NA
raw,Saguinus oedipus,Saguinus oedipus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,807,807,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1884,1884,NA,same,0,0,1,NA
raw,Symphalangus syndactylus,Symphalangus syndactylus,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,5468.9,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,349,349,NA,same,0,0,1,NA
raw,Varecia variegata,Varecia variegata,NA,Area striata grey,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1,study3,1745,1745,NA,same,0,0,1,NA
raw,Alouatta seniculus,Alouatta seniculus,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,21791,21791,NA,same,0,0,1,NA
raw,Aotus trivirgatus,Aotus trivirgatus,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,7776,7776,NA,same,0,0,1,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,3666,3666,NA,same,0,0,1,NA
raw,Callithrix jacchus,Callithrix jacchus,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,3564,3564,NA,same,0,0,1,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,2139,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,30630,30630,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,32114,32114,NA,same,0,0,1,NA
raw,Daubentonia madagascariensis,Daubentonia madagascariensis,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,17074,17074,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,9172,9172,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,1417,1417,NA,same,0,0,1,NA
raw,Homo sapiens,Homo sapiens,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,584706,584706,NA,same,0,0,1,NA
raw,Hylobates lar,Hylobates lar,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,46646,46646,NA,same,0,0,1,NA
raw,Indri indri,Indri indri,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,15891,15891,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,49147,49147,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,2805,2805,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,674.2,674.2,NA,same,0,0,1,NA
raw,Nycticebus coucang,Nycticebus coucang,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,4952,4952,NA,same,0,0,1,NA
raw,Pan troglodytes,Pan troglodytes,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,172597,172597,NA,same,0,0,1,NA
raw,Papio anubis,Papio anubis,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,85726,85726,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,36575,36575,NA,same,0,0,1,NA
raw,Pongo sp.,Pongo abelii,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Sumatran,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,NA,129900,NA,volumes_wide_only,NA,NA,NA,NA
raw,Pongo sp.,Pongo pygmaeus,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Bornean,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,138300,129900,NA,DIFFERENT,0.06073752711496746,-6.073752711496746,0.9392624728850325,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,9835,9835,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,11832,11832,NA,same,0,0,1,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Neocortex grey,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,1,study3,1631,1631,NA,same,0,0,1,NA
raw,Alouatta seniculus,Alouatta seniculus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,986,986,NA,same,0,0,1,NA
raw,Aotus trivirgatus,Aotus trivirgatus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,409,409,NA,same,0,0,1,NA
raw,Ateles geoffroyi,Ateles geoffroyi,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1482,1482,NA,same,0,0,1,NA
raw,Avahi laniger,Avahi laniger,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,343,343,NA,same,0,0,1,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,345,345,NA,same,0,0,1,NA
raw,Callimico goeldii,Callimico goeldii,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,340,340,NA,same,0,0,1,NA
raw,Callithrix jacchus,Callithrix jacchus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,295,295,NA,same,0,0,1,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,192,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1221,1221,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1162,1162,NA,same,0,0,1,NA
raw,Cercopithecus mitis,Cercopithecus mitis,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1354,1354,NA,same,0,0,1,NA
raw,Cheirogaleus major,Cheirogaleus major,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,241,241,NA,same,0,0,1,NA
raw,Cheirogaleus medius,Cheirogaleus medius,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,145,145,NA,same,0,0,1,NA
raw,Daubentonia madagascariensis,Daubentonia madagascariensis,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,897,897,NA,same,0,0,1,NA
raw,Erythrocebus patas,Erythrocebus patas,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1621,1621,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,590,590,NA,same,0,0,1,NA
raw,Galago senegalensis,Galago senegalensis,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,205,205,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,135,135,NA,same,0,0,1,NA
raw,Gorilla gorilla,Gorilla gorilla,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,4352,4352,NA,same,0,0,1,NA
raw,Homo sapiens,Homo sapiens,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,8087,8087,NA,same,0,0,1,NA
raw,Hylobates lar,Hylobates lar,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1459,1459,NA,same,0,0,1,NA
raw,Indri indri,Indri indri,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,978,978,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1582,1582,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,260,260,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1770,1770,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,220,220,NA,same,0,0,1,NA
raw,Macaca mulatta,Macaca mulatta,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1380,1380,NA,same,0,0,1,NA
raw,Microcebus murinus,Microcebus murinus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,85.2,85.2,NA,same,0,0,1,NA
raw,Miopithecus talapoin,Miopithecus talapoin,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,826,826,NA,same,0,0,1,NA
raw,Nasalis larvatus,Nasalis larvatus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1556,1556,NA,same,0,0,1,NA
raw,Nycticebus coucang,Nycticebus coucang,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,345,345,NA,same,0,0,1,NA
raw,Otolemur crassicaudatus,Otolemur crassicaudatus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,384,384,NA,same,0,0,1,NA
raw,Pan troglodytes,Pan troglodytes,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,3739,3739,NA,same,0,0,1,NA
raw,Papio anubis,Papio anubis,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,2711,2711,NA,same,0,0,1,NA
raw,Perodicticus potto,Perodicticus potto,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,391,391,NA,same,0,0,1,NA
raw,Piliocolobus badius,Piliocolobus badius,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1333,1333,NA,same,0,0,1,NA
raw,Pithecia monachus,Pithecia monachus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,745,745,NA,same,0,0,1,NA
raw,Plecturocebus moloch,Plecturocebus moloch,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,530,530,NA,same,0,0,1,NA
raw,Pongo sp.,Pongo abelii,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Sumatran,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,NA,4000,NA,volumes_wide_only,NA,NA,NA,NA
raw,Pongo sp.,Pongo pygmaeus,merge 'Pongo sp.' is a sensu lato mean (Bornean + Sumatran + hybrid); Stephan row is Bornean,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,4000,4000,NA,same,0,0,1,NA
raw,Propithecus verreauxi,Propithecus verreauxi,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,780,780,NA,same,0,0,1,NA
raw,Pygathrix nemaeus,Pygathrix nemaeus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1345,1345,NA,same,0,0,1,NA
raw,Saguinus midas,Saguinus midas,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,332,332,NA,same,0,0,1,NA
raw,Saguinus oedipus,Saguinus oedipus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,333,333,NA,same,0,0,1,NA
raw,Saimiri sciureus,Saimiri sciureus,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,526,526,NA,same,0,0,1,NA
raw,Tarsius syrichta,Tarsius syrichta,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,197,197,NA,same,0,0,1,NA
raw,Varecia variegata,Varecia variegata,NA,Mesencephalon,Mesencephalon,Mesencephalon_Vol.mm3,1,study3,1018,1018,NA,same,0,0,1,NA
raw,Alouatta seniculus,Alouatta seniculus,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,5699,5699,NA,same,0,0,1,NA
raw,Aotus trivirgatus,Aotus trivirgatus,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,1873,1873,NA,same,0,0,1,NA
raw,Ateles geoffroyi,Ateles geoffroyi,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,12438,12438,NA,same,0,0,1,NA
raw,Avahi laniger,Avahi laniger,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,1489,1489,NA,same,0,0,1,NA
raw,Avahi occidentalis,Avahi occidentalis,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,1383,1383,NA,same,0,0,1,NA
raw,Callimico goeldii,Callimico goeldii,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,1240,1240,NA,same,0,0,1,NA
raw,Callithrix jacchus,Callithrix jacchus,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,757,757,NA,same,0,0,1,NA
raw,Cebuella pygmaea,Cebuella pygmaea,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,468,NA,NA,Stephan_only,NA,NA,NA,NA
raw,Cebus albifrons,Cebus albifrons,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,7871,7871,NA,same,0,0,1,NA
raw,Cercopithecus ascanius,Cercopithecus ascanius,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,5828,5828,NA,same,0,0,1,NA
raw,Cercopithecus mitis,Cercopithecus mitis,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,6758,6758,NA,same,0,0,1,NA
raw,Cheirogaleus major,Cheirogaleus major,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,947,947,NA,same,0,0,1,NA
raw,Cheirogaleus medius,Cheirogaleus medius,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,437,437,NA,same,0,0,1,NA
raw,Daubentonia madagascariensis,Daubentonia madagascariensis,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,6461,6461,NA,same,0,0,1,NA
raw,Erythrocebus patas,Erythrocebus patas,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,8738,8738,NA,same,0,0,1,NA
raw,Eulemur fulvus,Eulemur fulvus,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,3328,3328,NA,same,0,0,1,NA
raw,Galago senegalensis,Galago senegalensis,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,672,672,NA,same,0,0,1,NA
raw,Galagoides demidoff,Galagoides demidoff,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,413,413,NA,same,0,0,1,NA
raw,Gorilla gorilla,Gorilla gorilla,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,69249,69249,NA,same,0,0,1,NA
raw,Homo sapiens,Homo sapiens,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,137421,137421,NA,same,0,0,1,NA
raw,Hylobates lar,Hylobates lar,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,12078,12078,NA,same,0,0,1,NA
raw,Indri indri,Indri indri,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,5504,5504,NA,same,0,0,1,NA
raw,Lagothrix lagotricha,Lagothrix lagotricha,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,11268,11268,NA,same,0,0,1,NA
raw,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,1165,1165,NA,same,0,0,1,NA
raw,Lophocebus albigena,Lophocebus albigena,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,10726,10726,NA,same,0,0,1,NA
raw,Loris tardigradus,Loris tardigradus,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,728,728,NA,same,0,0,1,NA
raw,Macaca mulatta,Macaca mulatta,NA,Cerebellum,Cerebellum,Cerebellum_Vol.mm3,1,study3,8965,8965,NA,same,0,0,1,NA
