tip,merge_sp,pooled,label,stephan_var,wide_var,role,stephan_value,wide_value,ratio,pct,rel,status,anomaly,stephan_source,wide_source
Tarsius_syrichta,Tarsius sp.,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,20.8,20.8,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
Cebus_albifrons,Cebus albifrons,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,502,502,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Galagoides_demidoff,Galagoides demidoff,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,50.2,50.2,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Homo_sapiens,Homo sapiens,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,3015,3015,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Piliocolobus_badius,Piliocolobus badius,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,479,479,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Pongo_abelii,Pongo sp.,TRUE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,NA,1400,NA,NA,NA,wide_only,NA,NA,Zilles_Rehkämper_1988_Table12-2
Pongo_pygmaeus,Pongo sp.,TRUE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,1400,1400,1,0,0,same,NA,Zilles_Rehkämper_1988_Table12-2,Zilles_Rehkämper_1988_Table12-2
Alouatta_seniculus,Alouatta seniculus,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,413,413,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Aotus_trivirgatus,Aotus trivirgatus,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,201,201,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Callithrix_jacchus,Callithrix jacchus,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,113,113,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Cercopithecus_ascanius,Cercopithecus ascanius,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,601,601,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Cheirogaleus_major,Cheirogaleus major,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,99.4,99.4,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Cheirogaleus_medius,Cheirogaleus medius,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,63.2,63.2,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Daubentonia_madagascariensis,Daubentonia madagascariensis,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,473,473,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Eulemur_fulvus,Eulemur fulvus,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,251,251,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,133,133,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Microcebus_murinus,Microcebus murinus,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,36.4,36.4,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Propithecus_verreauxi,Propithecus verreauxi,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,251,251,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Saimiri_sciureus,Saimiri sciureus,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,227,227,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Tarsius_syrichta,Tarsius sp.,FALSE,Amygdala,Amygdala,Amygdala_Vol.mm3,study3,49.8,49.8,1,0,0,same,NA,Stephan_etal_1981_TableXI,Stephan_etal_1981_TableXI
Ateles_geoffroyi,Ateles geoffroyi,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,807,807,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Avahi_laniger,Avahi laniger,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,74.5,NA,NA,NA,NA,Stephan_only,NA,Stephan_etal_1981 [restricted: Stephan_1981.csv],NA
Callithrix_pygmaea,Callithrix pygmaea,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,25.8,25.8,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Cebus_albifrons,Cebus albifrons,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,567,567,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Galagoides_demidoff,Galagoides demidoff,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,17,17,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Gorilla_gorilla,Gorilla sp.,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,2604,2604,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Homo_sapiens,Homo sapiens,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,4711,4711,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Hylobates_lar,Hylobates lar,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,715,715,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Lophocebus_albigena,Lophocebus albigena,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,674,674,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Loris_tardigradus,Loris tardigradus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,41.4,41.4,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Pan_troglodytes,Pan troglodytes,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,1951,1951,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Perodicticus_potto,Perodicticus potto,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,107,107,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Piliocolobus_badius,Piliocolobus badius,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,521,521,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Pongo_abelii,Pongo sp.,TRUE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,NA,1800,NA,NA,NA,wide_only,NA,NA,Zilles_Rehkämper_1988_Table12-2
Pongo_pygmaeus,Pongo sp.,TRUE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,1800,1800,1,0,0,same,NA,Zilles_Rehkämper_1988_Table12-2,Zilles_Rehkämper_1988_Table12-2
Saguinus_oedipus,Saguinus oedipus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,73.2,73.2,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Avahi_occidentalis,Avahi occidentalis,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,NA,74.5,NA,NA,NA,wide_only,NA,NA,Stephan_etal_1981_TableVIII
Cercopithecus_ascanius,Cercopithecus ascanius,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,405,405,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Cheirogaleus_major,Cheirogaleus major,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,31.6,31.6,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Eulemur_fulvus,Eulemur fulvus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,212,212,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Lagothrix_lagotricha,Lagothrix lagothricha,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,845,845,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,55.2,55.2,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Microcebus_murinus,Microcebus murinus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,10.7,10.7,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Nasalis_larvatus,Nasalis larvatus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,550,550,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Otolemur_crassicaudatus,Otolemur crassicaudatus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,63.3,63.3,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Papio_anubis,Papio anubis,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,1147,1147,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Propithecus_verreauxi,Propithecus verreauxi,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,263,263,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Saimiri_sciureus,Saimiri sciureus,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,169,169,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Tarsius_syrichta,Tarsius sp.,FALSE,Pallidum,Pallidum,Pallidum_Vol.mm3,study3,16.1,16.1,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Callithrix_pygmaea,Callithrix pygmaea,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,395.3,395.3,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Cebus_albifrons,Cebus albifrons,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,15799,15799,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Galagoides_demidoff,Galagoides demidoff,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,150.6,150.6,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Homo_sapiens,Homo sapiens,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,421819,421819,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Hylobates_lar,Hylobates lar,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,19154,19154,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Indri_indri,Indri indri,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,4223,4223,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Pan_troglodytes,Pan troglodytes,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,118996,118996,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Piliocolobus_badius,Piliocolobus badius,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,14331,14331,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Pongo_abelii,Pongo sp.,TRUE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,NA,81500,NA,NA,NA,wide_only,NA,NA,Zilles_Rehkämper_1988_Table12-2
Pongo_pygmaeus,Pongo sp.,TRUE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,81500,81500,1,0,0,same,NA,Zilles_Rehkämper_1988_Table12-2,Zilles_Rehkämper_1988_Table12-2
Alouatta_seniculus,Alouatta seniculus,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,9869,9869,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Aotus_trivirgatus,Aotus trivirgatus,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,2174,2174,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Avahi_occidentalis,Avahi occidentalis,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,777,777,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Callithrix_jacchus,Callithrix jacchus,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,807.1,807.1,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Cercopithecus_ascanius,Cercopithecus ascanius,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,13052,13052,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Daubentonia_madagascariensis,Daubentonia madagascariensis,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,5053,5053,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Eulemur_fulvus,Eulemur fulvus,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,3035,3035,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Lagothrix_lagotricha,Lagothrix lagothricha,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,16727,16727,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,476.6,476.6,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Microcebus_murinus,Microcebus murinus,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,65.31,65.31,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Nycticebus_coucang,Nycticebus coucang,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,1240,1240,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Papio_anubis,Papio anubis,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,54416,54416,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Propithecus_verreauxi,Propithecus verreauxi,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,3335,3335,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Saimiri_sciureus,Saimiri sciureus,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,3710,3710,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Tarsius_syrichta,Tarsius sp.,FALSE,Neocortex white,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,study3,137,137,1,0,0,same,NA,Frahm_etal_1982_Table2,Frahm_etal_1982_Table2
Alouatta_caraya,Alouatta caraya,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,272,272,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Ateles_geoffroyi,Ateles geoffroyi,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,416,416,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Avahi_laniger,Avahi laniger,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,38,NA,NA,NA,NA,Stephan_only,NA,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],NA
Callithrix_pygmaea,Callithrix pygmaea,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,11,NA,NA,NA,NA,Stephan_only,NA,Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],NA
Cebus_albifrons,Cebus albifrons,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,297,297,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Cercocebus_agilis,Cercocebus agilis,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,379,379,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Cercopithecus_mitis,Cercopithecus mitis,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,614,614,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Colobus_angolensis,Colobus angolensis,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,222,222,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Galagoides_demidoff,Galagoides demidoff,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,12,12,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Gorilla_gorilla,Gorilla sp.,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,2146,2145.5,0.999767008387698,-0.023299161230195712,2.3299161230195712e-4,rounding,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Homo_sapiens,Homo sapiens,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,6165,6479,1.0509326845093268,5.093268450932684,0.04846426917734218,DIFFERENT,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Hylobates_lar,Hylobates lar,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,289,289,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Hylobates_muelleri,Hylobates muelleri,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,539,539,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Indri_indri,Indri indri,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,167,167,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Leontopithecus_rosalia,Leontopithecus rosalia,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,37,37,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Lophocebus_albigena,Lophocebus albigena,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,536,536,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Loris_tardigradus,Loris tardigradus,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,12,12,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Macaca_maura,Macaca maura,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,492,492,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Pan_paniscus,Pan paniscus,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,1690,1690.33333333333,1.0001972386587752,0.01972386587751919,1.9719976335835632e-4,rounding,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Pan_troglodytes,Pan troglodytes,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,1601,1600.66666666667,0.9997917967936727,-0.020820320632734184,2.0820320632734186e-4,rounding,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Perodicticus_potto,Perodicticus potto,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,31,31,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Piliocolobus_badius,Piliocolobus badius,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,241,241,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Pithecia_pithecia,Pithecia pithecia,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,279,279,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Pongo_abelii,Pongo sp.,TRUE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,1158,1331.5,1.1498272884283247,14.98272884283247,0.13030416823131807,DIFFERENT,NA,Bauernfeind_etal_2013 [restricted: insulaAmy.xls],Bauernfeind_etal_2013_Table1
Pongo_pygmaeus,Pongo sp.,TRUE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,1505,1331.5,0.8847176079734219,-11.528239202657808,0.11528239202657807,DIFFERENT,NA,value_differs,Bauernfeind_etal_2013_Table1
Saguinus_geoffroyi,Saguinus geoffroyi,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,23,23,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Saguinus_oedipus,Saguinus oedipus,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,26,26,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Symphalangus_syndactylus,Symphalangus syndactylus,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,416,416,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Trachypithecus_francoisi,Trachypithecus francoisi,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,625,625,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Varecia_variegata,Varecia variegata,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,100,100,1,0,0,same,NA,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1
Avahi_occidentalis,Avahi occidentalis,FALSE,Insular cortex (grey),Total_insula_volume_L,Insula_left_Vol.mm3,study3,NA,38,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Ateles_geoffroyi,Ateles geoffroyi,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,52.8,52.8,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Avahi_laniger,Avahi laniger,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,5.94,NA,NA,NA,NA,Stephan_only,NA,Stephan_etal_1981 [restricted: Stephan_1981.csv],NA
Callithrix_pygmaea,Callithrix pygmaea,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,1.95,1.95,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Cebus_albifrons,Cebus albifrons,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,41.7,41.7,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Galagoides_demidoff,Galagoides demidoff,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,1.4,1.4,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Gorilla_gorilla,Gorilla sp.,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,178,178,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Homo_sapiens,Homo sapiens,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,469,469,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Hylobates_lar,Hylobates lar,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,61.6,61.6,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Lophocebus_albigena,Lophocebus albigena,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,52.4,52.4,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Loris_tardigradus,Loris tardigradus,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,3.79,3.79,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Pan_troglodytes,Pan troglodytes,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,127,127,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Perodicticus_potto,Perodicticus potto,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,8.19,8.19,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Piliocolobus_badius,Piliocolobus badius,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,31.9,31.9,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Saguinus_oedipus,Saguinus oedipus,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,4.45,4.45,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Avahi_occidentalis,Avahi occidentalis,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,NA,5.94,NA,NA,NA,wide_only,NA,NA,Stephan_etal_1981_TableVIII
Cercopithecus_ascanius,Cercopithecus ascanius,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,25.7,25.7,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
Cheirogaleus_major,Cheirogaleus major,FALSE,Nucleus subthalamicus Luysi,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,study3,2.27,2.27,1,0,0,same,NA,Stephan_etal_1981_TableVIII,Stephan_etal_1981_TableVIII
