search_tier,source,source_year,team,file,cutoff_basis
evom1_all_volume_tables,Stephan_etal_1970_Table1,1970,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1970_Table2,1970,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1970_Table3,1970,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1970_Table4,1970,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1970_Table5,1970,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1970_Table6,1970,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableI,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableII,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableIII,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableIV,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableIX,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableV,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableVI,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableVII,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableVIII,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableX,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableXI,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableXII,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableXIII,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableXIV,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableXV,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1981_TableXVI,1981,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Frahm_etal_1982_Table2,1982,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1982_Table1,1982,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Baron_etal_1983_Table1,1983,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Frahm_etal_1984_Table1,1984,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1984_Table1,1984,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Matano_etal_1985_a_Table1,1985,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Matano_etal_1985_b_Table1,1985,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Matano__1986_TableI,1986,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Baron_etal_1987_Table1,1987,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Stephan_etal_1987_Table1,1987,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Baron_etal_1988_Table1,1988,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Zilles_Rehkämper_1988_Table12-2,1988,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Baron_etal_1990_Table1,1990,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Matano__1992_Table1,1992,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Matano__1992_Table2,1992,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Matano__1992_Table3,1992,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Matano__1992_Table4,1992,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Frahm_Zilles_1994_Table1,1994,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Frahm_etal_1997_Table1,1997,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Frahm_etal_1998_Table1,1998,Stephan_collection,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Semendeferi_etal_1998_Table2,1998,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Semendeferi_etal_2001_Table2,2001,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Bush_Allman_2003_Table1,2003,Bush,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,MacLeod_etal_2003_Table1,2003,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,MacLeod_etal_2003_Table2,2003,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Bush_Allman_2004_a_Table2,2004,Bush,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Bush_Allman_2004_b_TABLE1,2004,Bush,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Sherwood_etal_2005_Table1,2005,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Barger_etal_2007_TABLE1,2007,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Reep_etal_2007_Table1,2007,Reep,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,deSousa_etal_2010_SupTable2,2010,Public_final_table,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,publication year of finalized public table named by metadata
evom1_all_volume_tables,deSousa_etal_2010_Table1,2010,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Smaers_etal_2011_SupplementaryTable1,2011,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Smaers_etal_2011_SupplementaryTable2,2011,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Bauernfeind_etal_2013_Table1,2013,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Bauernfeind_etal_2013_Table2,2013,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,deSousa_etal_2013_Table1,2013,Zilles,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
evom1_all_volume_tables,Smaers_etal_2017_TableS1part1,2017,Public_final_table,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,publication year of finalized public table named by metadata
evom1_all_volume_tables,Kverkova_etal_2018_TableS1,2018,Kverkova,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,publication year in canonical volume ledger
restricted_documents,Stephan_etal_1981,1981,NA,restricted_checks/Stephan_etal_1981/comparison/Stephan_1981.csv,publication year parsed from paper folder
restricted_documents,Frahm_etal_1982,1982,NA,restricted_checks/Frahm_etal_1982/comparison/Frahm_1982.csv,publication year parsed from paper folder
restricted_documents,Stephan_etal_1982,1982,NA,restricted_checks/Stephan_etal_1982/comparison/Stephan_1982.csv,publication year parsed from paper folder
restricted_documents,Baron_etal_1983,1983,NA,restricted_checks/Baron_etal_1983/comparison/Baron_1983.csv,publication year parsed from paper folder
restricted_documents,Frahm_etal_1984,1984,NA,restricted_checks/Frahm_etal_1984/comparison/Frahm_1984.csv,publication year parsed from paper folder
restricted_documents,Stephan_etal_1984,1984,NA,restricted_checks/Stephan_etal_1984/comparison/Stephan_1984.csv,publication year parsed from paper folder
restricted_documents,Matano_etal_1985_a,1985,NA,restricted_checks/Matano_etal_1985_a/comparison/Matano_1985a.csv,publication year parsed from paper folder
restricted_documents,Matano_etal_1985_b,1985,NA,restricted_checks/Matano_etal_1985_b/comparison/Matano_1985b.csv,publication year parsed from paper folder
restricted_documents,Matano__1986,1986,NA,restricted_checks/Matano__1986/comparison/Matano__1986_TableIII_printed_percentages.csv,publication year parsed from paper folder
restricted_documents,Baron_etal_1987,1987,NA,restricted_checks/Baron_etal_1987/comparison/Baron_1987.csv,publication year parsed from paper folder
restricted_documents,Stephan_etal_1987,1987,NA,restricted_checks/Stephan_etal_1987/comparison/Stephan1987_AMY_vs_Barger2007_AC.csv,publication year parsed from paper folder
restricted_documents,Stephan_etal_1987,1987,NA,restricted_checks/Stephan_etal_1987/comparison/Stephan_1987.csv,publication year parsed from paper folder
restricted_documents,Baron_etal_1988,1988,NA,restricted_checks/Baron_etal_1988/comparison/Baron_1988.csv,publication year parsed from paper folder
restricted_documents,Zilles__Rehkamper_1988,1988,NA,restricted_checks/Zilles__Rehkamper_1988/comparison/Zilles_1988.csv,publication year parsed from paper folder
restricted_documents,Baron_etal_1990,1990,NA,restricted_checks/Baron_etal_1990/comparison/Baron_1990.csv,publication year parsed from paper folder
restricted_documents,Frahm_Zilles_1994,1994,NA,restricted_checks/Frahm_Zilles_1994/comparison/Frahm_1994.csv,publication year parsed from paper folder
restricted_documents,Frahm_etal_1997,1997,NA,restricted_checks/Frahm_etal_1997/comparison/Frahm_1997.csv,publication year parsed from paper folder
restricted_documents,Frahm_etal_1998,1998,NA,restricted_checks/Frahm_etal_1998/comparison/Frahm_1998.csv,publication year parsed from paper folder
restricted_documents,Bush_Allman_2003,2003,NA,restricted_checks/Bush_Allman_2003/comparison/bush_compiled.xlsx,publication year parsed from paper folder
restricted_documents,Bush_Allman_2003,2003,NA,restricted_checks/Bush_Allman_2003/comparison/cerebellumBush.xls,publication year parsed from paper folder
restricted_documents,Bush_Allman_2003,2003,NA,restricted_checks/Bush_Allman_2003/comparison/check_Table1_vs_compiled.csv,publication year parsed from paper folder
restricted_documents,Bush_Allman_2003,2003,NA,restricted_checks/Bush_Allman_2003/comparison/compare_NeoG_vs_Frahm.csv,publication year parsed from paper folder
restricted_documents,MacLeod_etal_2003,2003,NA,restricted_checks/MacLeod_etal_2003/comparison/cerebellumMacLeod.xlsx,publication year parsed from paper folder
restricted_documents,MacLeod_etal_2003,2003,NA,unpublished_data/____Unpublished__MacLeod_neocortex/MACVOLS.xls,associated publication year
restricted_documents,MacLeod_etal_2003,2003,NA,unpublished_data/____Unpublished__MacLeod_neocortex/MacLeod_data.xls,associated publication year
restricted_documents,MacLeod_etal_2003,2003,NA,unpublished_data/____Unpublished__MacLeod_neocortex/MacLeod_specimen_crosswalk.csv,associated publication year
restricted_documents,Bush_Allman_2004_a,2004,NA,restricted_checks/Bush_Allman_2004_a/comparison/bush_neocortex.xls,publication year parsed from paper folder
restricted_documents,Bush_Allman_2004_a,2004,NA,restricted_checks/Bush_Allman_2004_a/comparison/check_Table2_vs_digitized.csv,publication year parsed from paper folder
restricted_documents,Bush_Allman_2004_a,2004,NA,restricted_checks/Bush_Allman_2004_a/comparison/compare_NeoG_Bush_vs_Frahm.csv,publication year parsed from paper folder
restricted_documents,Bush_Allman_2004_b,2004,NA,restricted_checks/Bush_Allman_2004_b/comparison/bush_compiled.xlsx,publication year parsed from paper folder
restricted_documents,Bush_Allman_2004_b,2004,NA,restricted_checks/Bush_Allman_2004_b/comparison/check_Table1_vs_compiled.csv,publication year parsed from paper folder
restricted_documents,Bush_Allman_2004_b,2004,NA,restricted_checks/Bush_Allman_2004_b/comparison/compare_V1_Bush_vs_deSousa.csv,publication year parsed from paper folder
restricted_documents,Sherwood_etal_2005,2005,NA,restricted_checks/Sherwood_etal_2005/comparison/Sherwood_2005.csv,publication year parsed from paper folder
restricted_documents,deSousa_dissertation,2010,NA,_deSousaDissertation_staging/all VOLUMES.xlsx,dissertation/publication predates compilation
restricted_documents,deSousa_dissertation,2010,NA,_deSousaDissertation_staging/deSousa_dissertation_vs_EvoM1_comparison.xlsx,dissertation/publication predates compilation
restricted_documents,deSousa_dissertation,2010,NA,_deSousaDissertation_staging/multisystem.xlsx,dissertation/publication predates compilation
restricted_documents,deSousa_etal_2010,2010,NA,restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx,publication year parsed from paper folder
restricted_documents,deSousa_etal_2010,2010,NA,restricted_checks/deSousa_etal_2010/comparison/check_Table1_vs_digitized.csv,publication year parsed from paper folder
restricted_documents,deSousa_etal_2010,2010,NA,restricted_checks/deSousa_etal_2010/comparison/deSousa_2010.csv,publication year parsed from paper folder
restricted_documents,Smaers_etal_2011,2011,NA,restricted_checks/Smaers_etal_2011/comparison/10.1159%2F000323671_SupplementaryTable1.tsv,publication year parsed from paper folder
restricted_documents,Smaers_etal_2011,2011,NA,restricted_checks/Smaers_etal_2011/comparison/10.1159%2F000323671_SupplementaryTable2.tsv,publication year parsed from paper folder
restricted_documents,Bauernfeind_etal_2013,2013,NA,restricted_checks/Bauernfeind_etal_2013/comparison/Bauernfeind_2013.csv,publication year parsed from paper folder
restricted_documents,Bauernfeind_etal_2013,2013,NA,restricted_checks/Bauernfeind_etal_2013/comparison/insulaAmy.xls,publication year parsed from paper folder
restricted_documents,deSousa_etal_2013,2013,NA,restricted_checks/deSousa_etal_2013/comparison/compare_LGN_vs_Stephan.csv,publication year parsed from paper folder
restricted_documents,deSousa_etal_2013,2013,NA,restricted_checks/deSousa_etal_2013/comparison/deSousa_2013.csv,publication year parsed from paper folder
restricted_documents,Smaers_etal_2017,2017,NA,restricted_checks/Smaers_etal_2017/comparison/Brodmann_surface_1909.csv,publication year parsed from paper folder
restricted_documents,Smaers_etal_2017,2017,NA,restricted_checks/Smaers_etal_2017/comparison/Smaers.csv,publication year parsed from paper folder
restricted_documents,Smaers_etal_2017,2017,NA,restricted_checks/Smaers_etal_2017/comparison/cortical surfaces Brodmann 1909 in Smears et al 2017.xlsx,publication year parsed from paper folder
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/Frahm_Stephan_individuals.csv,manually classified as an input to the 2019 Stephan compilation
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/Frahm_Stephan_individuals_long.csv,manually classified as an input to the 2019 Stephan compilation
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/Frahm_Stephan_individuals_snapshot.csv,manually classified as an input to the 2019 Stephan compilation
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/Frahm_Stephan_individuals_validation_issues.csv,manually classified as an input to the 2019 Stephan compilation
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/Stephan indiv data from Frahm New PIVOTS.xlsx,manually classified as an input to the 2019 Stephan compilation
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/Stephan indiv data from Frahm.xlsx,manually classified as an input to the 2019 Stephan compilation
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/reference_tables/Frahm_Stephan_individuals_definitions.csv,manually classified as an input to the 2019 Stephan compilation
restricted_documents,Unpublished_Frahm_Stephan_individuals,2019,NA,unpublished_data/____Unpublished__Frahm_Stephan_individuals/reference_tables/Frahm_Stephan_individuals_transcription_corrections.csv,manually classified as an input to the 2019 Stephan compilation
