Species,Stephan_column,Stephan_value,candidate_reference,candidate_source,candidate_variable,candidate_value,candidate_year,search_tier,tier_rank,match_quality,pct_difference,scale,prior_contributions,candidate_file,candidate_sheet,candidate_cell,evidence_context,structure_context_match
Pongo_abelii,Granular_volume_L,218.5,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1,Granular_insular_cortex_left_Vol.mm3,208.75,2013,metadata_tables,1,close_same_structure,4.462242562929061,1,181,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=Granular_insular_cortex_left_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_abelii,Brain_mass,345900,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1,Brain_Mass.mg,353.2,2013,metadata_tables,1,close_same_structure,2.066817667044168,1000,181,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=Brain_Mass.mg; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,ASG_Sousa,8233.7,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Area_striata_grey_matter_Vol.mm3,8200,2010,metadata_tables,1,near_perfect,0.40929351324435825,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Pongo sp.; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,ASG_Sousa,8233.7,Zilles_Rehkämper_1988_Table12-2,Zilles_Rehkämper_1988_Table12-2,Area_striata_grey_matter_Vol.mm3,8400,1988,evom1_all_volume_tables,3,close_same_structure,1.9797619047618962,1,14,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Brain_weight,336000,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1,Brain_Mass.mg,353.2,2013,metadata_tables,1,close_same_structure,4.869762174405436,1000,181,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=Brain_Mass.mg; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Granular_volume_L,199,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1,Granular_insular_cortex_left_Vol.mm3,208.75,2013,metadata_tables,1,close_same_structure,4.6706586826347305,1,181,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=Granular_insular_cortex_left_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Frontal.motor.Gray,6.35,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,FrontalMotor_grey_matter_Vol.mm3,6353,2017,metadata_tables,1,near_perfect,0.047221784983474166,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Pongo sp.; Variable=FrontalMotor_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Frontal.motor,4.75,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,FrontalMotor_white_matter_Vol.mm3,4745,2017,metadata_tables,1,near_perfect,0.1052631578947346,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Pongo sp.; Variable=FrontalMotor_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Prefrontal.Gray,8.6,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,PrefrontalCortex_grey_matter_Vol.mm3,8596,2017,metadata_tables,1,near_perfect,0.04651162790697162,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Pongo sp.; Variable=PrefrontalCortex_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Prefrontal.Gray,8.6,Smaers_etal_2011_SupplementaryTable2,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_grey_matter_Vol.mm3,8600,2011,evom1_all_volume_tables,3,near_perfect,0,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=PrefrontalCortex_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Prefrontal.White,2.52,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,PrefrontalCortex_white_matter_Vol.mm3,2520,2017,metadata_tables,1,near_perfect,0,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Pongo sp.; Variable=PrefrontalCortex_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Prefrontal.White,2.52,Smaers_etal_2011_SupplementaryTable2,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_white_matter_Vol.mm3,2520,2011,evom1_all_volume_tables,3,near_perfect,0,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=PrefrontalCortex_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Other.cortical.association.areas.Gray,76.92,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,AssociationCortex_grey_matter_Vol.mm3,76924,2017,metadata_tables,1,near_perfect,0.005199937600755145,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Pongo sp.; Variable=AssociationCortex_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Pongo_pygmaeus,Brain_mass,360500,Bauernfeind_etal_2013_Table1,Bauernfeind_etal_2013_Table1,Brain_Mass.mg,353.2,2013,metadata_tables,1,close_same_structure,2.0249653259361997,1000,181,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Pongo sp.; Variable=Brain_Mass.mg; key_rule=crosswalk_exact,TRUE
Saguinus_oedipus,LGN_Sousa,34.2,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Corpus_geniculatum_laterale_Vol.mm3,34,2010,metadata_tables,1,near_perfect,0.5847953216374352,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Saguinus oedipus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Saguinus_oedipus,LGN_Sousa,34.2,Frahm_etal_1998_Table1,Frahm_etal_1998_Table1,Corpus_geniculatum_laterale_Vol.mm3,34.2,1998,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Saguinus oedipus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Saguinus_oedipus,LGN_Sousa,34.2,Stephan_etal_1984_Table1,Stephan_etal_1984_Table1,Corpus_geniculatum_laterale_Vol.mm3,34.2,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Saguinus oedipus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Saguinus_oedipus,LGN_Sousa,34.2,Stephan_etal_1981_TableIX,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,33,1981,evom1_all_volume_tables,3,close_same_structure,3.508771929824569,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Saguinus oedipus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Saguinus_oedipus,ASG_Sousa,807,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Area_striata_grey_matter_Vol.mm3,800,2010,metadata_tables,1,near_perfect,0.8674101610904585,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Saguinus oedipus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Saguinus_oedipus,ASG_Sousa,807,Frahm_etal_1998_Table1,Frahm_etal_1998_Table1,Area_striata_grey_matter_Vol.mm3,807,1998,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Saguinus oedipus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Saguinus_oedipus,ASG_Sousa,807,Frahm_etal_1984_Table1,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,807,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Saguinus oedipus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Symphalangus_syndactylus,ASG_Sousa,5468.9,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Area_striata_grey_matter_Vol.mm3,5500,2010,metadata_tables,1,near_perfect,0.5654545454545521,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Symphalangus syndactylus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Varecia_variegata,LGN_Sousa,68.9,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Corpus_geniculatum_laterale_Vol.mm3,69,2010,metadata_tables,1,near_perfect,0.14492753623187582,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Varecia variegata; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Varecia_variegata,LGN_Sousa,68.9,Stephan_etal_1984_Table1,Stephan_etal_1984_Table1,Corpus_geniculatum_laterale_Vol.mm3,68.9,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Varecia variegata; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Varecia_variegata,LGN_Sousa,68.9,Stephan_etal_1981_TableIX,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,68.9,1981,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Varecia variegata; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Varecia_variegata,ASG_Sousa,1745,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Area_striata_grey_matter_Vol.mm3,1700,2010,metadata_tables,1,close_same_structure,2.5787965616045847,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Varecia variegata; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Varecia_variegata,ASG_Sousa,1745,Frahm_etal_1984_Table1,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,1745,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Varecia variegata; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,LGN_Sousa,87.4,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Corpus_geniculatum_laterale_Vol.mm3,87,2010,metadata_tables,1,near_perfect,0.45766590389016665,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Alouatta seniculus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,LGN_Sousa,87.4,Frahm_etal_1998_Table1,Frahm_etal_1998_Table1,Corpus_geniculatum_laterale_Vol.mm3,87.4,1998,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Alouatta seniculus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,LGN_Sousa,87.4,Stephan_etal_1984_Table1,Stephan_etal_1984_Table1,Corpus_geniculatum_laterale_Vol.mm3,87.4,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Alouatta seniculus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,LGN_Sousa,87.4,Stephan_etal_1981_TableIX,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,85.7,1981,evom1_all_volume_tables,3,close_same_structure,1.9450800915331838,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Alouatta seniculus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,ASG_Sousa,1918,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Area_striata_grey_matter_Vol.mm3,1900,2010,metadata_tables,1,near_perfect,0.9384775808133472,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Alouatta seniculus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,ASG_Sousa,1918,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Area_striata_grey_matter_Vol.mm3,1918,2017,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,ASG_Sousa,1918,Frahm_etal_1998_Table1,Frahm_etal_1998_Table1,Area_striata_grey_matter_Vol.mm3,1918,1998,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Alouatta seniculus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,ASG_Sousa,1918,Frahm_etal_1984_Table1,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,1918,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Alouatta seniculus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Frontal.motor.Gray,1.08,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,FrontalMotor_grey_matter_Vol.mm3,1077,2017,metadata_tables,1,near_perfect,0.2777777777777883,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=FrontalMotor_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Frontal.motor,0.87,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,FrontalMotor_white_matter_Vol.mm3,866,2017,metadata_tables,1,near_perfect,0.4597701149425292,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=FrontalMotor_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Primary.visual.White.Smaers,0.54,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Area_striata_white_matter_Vol.mm3,543,2017,metadata_tables,1,near_perfect,0.5524861878453043,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=Area_striata_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Primary.visual.White.Smaers,0.54,Frahm_etal_1984_Table1,Frahm_etal_1984_Table1,Area_striata_white_matter_Vol.mm3,543,1984,evom1_all_volume_tables,3,near_perfect,0.5524861878453043,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Alouatta seniculus; Variable=Area_striata_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Prefrontal.Gray,1.02,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,PrefrontalCortex_grey_matter_Vol.mm3,1014.9999999999999,2017,metadata_tables,1,near_perfect,0.49019607843138385,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=PrefrontalCortex_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Prefrontal.Gray,1.02,Smaers_etal_2011_SupplementaryTable2,Smaers_etal_2011_SupplementaryTable2,PrefrontalCortex_grey_matter_Vol.mm3,1010,2011,evom1_all_volume_tables,3,near_perfect,0.980392156862746,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Alouatta seniculus; Variable=PrefrontalCortex_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Prefrontal.White,0.18,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,PrefrontalCortex_white_matter_Vol.mm3,177,2017,metadata_tables,1,near_perfect,1.6666666666666683,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=PrefrontalCortex_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Other.cortical.association.areas.Gray,12.39,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,AssociationCortex_grey_matter_Vol.mm3,12394,2017,metadata_tables,1,near_perfect,0.0322736808132932,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=AssociationCortex_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Alouatta_seniculus,Other.cortical.association.areas.White,4.21,Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,AssociationCortex_white_matter_Vol.mm3,4212,2017,metadata_tables,1,near_perfect,0.04748338081670892,0.001,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/Smaers_etal_2017/Smaers_etal_2017_TableS1part1.csv,,,Species=Alouatta seniculus; Variable=AssociationCortex_white_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Aotus_trivirgatus,LGN_Sousa,32.9,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Corpus_geniculatum_laterale_Vol.mm3,33,2010,metadata_tables,1,near_perfect,0.3030303030303073,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Aotus trivirgatus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Aotus_trivirgatus,LGN_Sousa,32.9,Frahm_etal_1998_Table1,Frahm_etal_1998_Table1,Corpus_geniculatum_laterale_Vol.mm3,32.9,1998,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Aotus trivirgatus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Aotus_trivirgatus,LGN_Sousa,32.9,Stephan_etal_1984_Table1,Stephan_etal_1984_Table1,Corpus_geniculatum_laterale_Vol.mm3,32.9,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Aotus trivirgatus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Aotus_trivirgatus,ASG_Sousa,996,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Area_striata_grey_matter_Vol.mm3,1000,2010,metadata_tables,1,near_perfect,0.4,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Aotus trivirgatus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Aotus_trivirgatus,ASG_Sousa,996,Frahm_etal_1998_Table1,Frahm_etal_1998_Table1,Area_striata_grey_matter_Vol.mm3,996,1998,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Aotus trivirgatus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Aotus_trivirgatus,ASG_Sousa,996,Frahm_etal_1984_Table1,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,996,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Aotus trivirgatus; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Avahi_occidentalis,LGN_Sousa,29.3,Stephan_etal_1984_Table1,Stephan_etal_1984_Table1,Corpus_geniculatum_laterale_Vol.mm3,29.3,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Avahi occidentalis; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Avahi_occidentalis,ASG_Sousa,450,Frahm_etal_1984_Table1,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,450,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Avahi occidentalis; Variable=Area_striata_grey_matter_Vol.mm3; key_rule=crosswalk_exact,TRUE
Callithrix_jacchus,LGN_Sousa,25.1,deSousa_etal_2010_SupTable2,deSousa_etal_2010_SupTable2,Corpus_geniculatum_laterale_Vol.mm3,25,2010,metadata_tables,1,near_perfect,0.3984063745019977,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/deSousa_etal_2010/deSousa_etal_2010_SupTable2.csv,,,Species=Callithrix jacchus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Callithrix_jacchus,LGN_Sousa,25.1,Frahm_etal_1998_Table1,Frahm_etal_1998_Table1,Corpus_geniculatum_laterale_Vol.mm3,25.1,1998,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Callithrix jacchus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
Callithrix_jacchus,LGN_Sousa,25.1,Stephan_etal_1984_Table1,Stephan_etal_1984_Table1,Corpus_geniculatum_laterale_Vol.mm3,25.1,1984,evom1_all_volume_tables,3,near_perfect,0,1,0,/Users/crossmodal/Library/CloudStorage/OneDrive-AllenInstitute/Species/Evo-M1-Trait-Data/__merging_volumes/volumes_unfiltered.csv,,,Species=Callithrix jacchus; Variable=Corpus_geniculatum_laterale_Vol.mm3; key_rule=crosswalk_exact,TRUE
