Species,Stephan_column,EvoM1_variable,structure_key_rule,Stephan_value,status,resolution_method,preferred_reference,preferred_source_prior_contributions,unit_rescale_flag,merge_deviation_flag,closest_nonmatching,fallback_match_detail,fallback_candidate_sources,all_matching_sources,metadata_reference
Cheirogaleus_medius,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,10.8,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 10.8 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R33C10; 0 prior contributions),deSousa_etal_2010_SupTable2; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010; de Sousa et al 2013
Cheirogaleus_medius,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,crosswalk_exact,0.39,likely_fallback_metadata,metadata_tables_close_same_structure,Stephan_etal_1981_TableXV,88,,,Stephan_etal_1981_TableXV = 0.385 (1.3%),Stephan_etal_1981_TableXV = 0.385 (Nucleus_septalis_triangularis_Vol.mm3; 1.28%; scale 1; 88 prior contributions),Stephan_etal_1981_TableXV; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableXV,Stephan et al 1981
Colobus_angolensis,Brain_mass,Brain_Mass.mg,crosswalk_exact,74400,resolved_multiple,direct_same_structure_multiple,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1,Bauernfeind et al 2013
Colobus_angolensis,Brain_weight,Brain_Mass.mg,crosswalk_exact,74400,resolved_multiple,direct_same_structure_multiple,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013
Daubentonia_madagascariensis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,1113,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 1.113 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R40C5; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Daubentonia_madagascariensis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,58.5,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 59 (Corpus_geniculatum_laterale_Vol.mm3; 0.85%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2,de Sousa et al 2010; de Sousa et al 2013
Erythrocebus_patas,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,1.85,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1848 (FrontalMotor_white_matter_Vol.mm3; 0.11%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Erythrocebus_patas,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,2.55,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 2552 (FrontalMotor_grey_matter_Vol.mm3; 0.08%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Erythrocebus_patas,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.56,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1560 (PrefrontalCortex_grey_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Erythrocebus_patas,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.27,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 272 (PrefrontalCortex_white_matter_Vol.mm3; 0.74%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Eulemur_fulvus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,1253,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 1.253 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R34C5; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Eulemur_fulvus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,51.8,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 52 (Corpus_geniculatum_laterale_Vol.mm3; 0.38%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2,de Sousa et al 2010; de Sousa et al 2013
Galago_senegalensis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,301,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 300 (Area_striata_grey_matter_Vol.mm3; 0.33%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1,de Sousa et al 2010
Galago_senegalensis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,16,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 16 (Corpus_geniculatum_laterale_Vol.mm3; 0.00%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1,de Sousa et al 2010; de Sousa et al 2013
Galagoides_demidoff,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,214,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 0.214 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R46C5; 0 prior contributions),Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Galagoides_demidoff,Brain_mass,Brain_Mass.mg,crosswalk_exact,3300,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Galagoides_demidoff,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,10.9,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 11 (Corpus_geniculatum_laterale_Vol.mm3; 0.91%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1,de Sousa et al 2010; de Sousa et al 2013
Gorilla_gorilla,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,9129,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Frahm_etal_1984_Table1 = 12062 (24.3%),deSousa_etal_2010_SupTable2 = 9100 (Area_striata_grey_matter_Vol.mm3; 0.32%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010_SupTable2,de Sousa et al 2010
Gorilla_gorilla,Brain_mass,Brain_Mass.mg,crosswalk_exact,416250,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Gorilla_gorilla,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,10.3,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 10295 (FrontalMotor_white_matter_Vol.mm3; 0.05%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Gorilla_gorilla,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,14.85,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 14854 (FrontalMotor_grey_matter_Vol.mm3; 0.03%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Gorilla_gorilla,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,308.5,likely_fallback_metadata,metadata_tables_close_same_structure,deSousa_etal_2013_Table1,15,,,deSousa_etal_2013_Table1 = 300.1 (2.7%),deSousa_etal_2013_Table1 = 300.1 (Corpus_geniculatum_laterale_Vol.mm3; 2.72%; scale 1; 15 prior contributions),deSousa_etal_2013_Table1; deSousa_etal_2010_SupTable2; deSousa_etal_2013 [restricted: deSousa_2013.csv]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],deSousa_etal_2013_Table1; deSousa_etal_2010_SupTable2,de Sousa et al 2010; de Sousa et al 2013
Gorilla_gorilla,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,125.54,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 125539 (AssociationCortex_grey_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Gorilla_gorilla,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,60.39,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 60386 (AssociationCortex_white_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Gorilla_gorilla,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,11.64,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 11642 (PrefrontalCortex_grey_matter_Vol.mm3; 0.02%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Gorilla_gorilla,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,2.61,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 2608 (PrefrontalCortex_white_matter_Vol.mm3; 0.08%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Gorilla_gorilla,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,3.12,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 3123 (Area_striata_white_matter_Vol.mm3; 0.10%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Homo_sapiens,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,15247.5,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Frahm_etal_1984_Table1 = 14787 (3.0%),deSousa_etal_2010_SupTable2 = 15200 (Area_striata_grey_matter_Vol.mm3; 0.31%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1,de Sousa et al 2010
Homo_sapiens,Brain_mass,Brain_Mass.mg,crosswalk_exact,1406720,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Homo_sapiens,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,29.76,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 29755 (FrontalMotor_white_matter_Vol.mm3; 0.02%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Homo_sapiens,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,29.01,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 29013 (FrontalMotor_grey_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Homo_sapiens,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,271.89,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 271891 (AssociationCortex_grey_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Homo_sapiens,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,258.22,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 258218 (AssociationCortex_white_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Homo_sapiens,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,46.32,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 46323 (PrefrontalCortex_grey_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Homo_sapiens,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,28.14,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 28135 (PrefrontalCortex_white_matter_Vol.mm3; 0.02%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Homo_sapiens,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,5.44,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 5439 (Area_striata_white_matter_Vol.mm3; 0.02%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Homo_sapiens,Total_insula_volume_L,Insula_left_Vol.mm3,crosswalk_exact,6165,likely_fallback_metadata,metadata_tables_close_same_structure,Bauernfeind_etal_2013_Table1,181,,,Bauernfeind_etal_2013_Table1 = 6479 (4.8%),Bauernfeind_etal_2013_Table1 = 6479 (Insula_left_Vol.mm3; 4.85%; scale 1; 181 prior contributions),Bauernfeind_etal_2013_Table1; Bauernfeind_etal_2013 [restricted: Bauernfeind_2013.csv],Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Hylobates_lar,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,4086.7,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Frahm_etal_1984_Table1 = 4574 (10.7%),deSousa_etal_2010_SupTable2 = 4100 (Area_striata_grey_matter_Vol.mm3; 0.32%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010_SupTable2,de Sousa et al 2010
Hylobates_lar,Brain_mass,Brain_Mass.mg,crosswalk_exact,92000,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Hylobates_lar,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,1.74,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1743 (FrontalMotor_white_matter_Vol.mm3; 0.17%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Hylobates_lar,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,2.74,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 2744 (FrontalMotor_grey_matter_Vol.mm3; 0.15%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Hylobates_lar,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,28.42,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 28424 (AssociationCortex_grey_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Hylobates_lar,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,12.92,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 12915 (AssociationCortex_white_matter_Vol.mm3; 0.04%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Hylobates_lar,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,2.59,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 2588 (PrefrontalCortex_grey_matter_Vol.mm3; 0.08%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Hylobates_lar,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.51,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 510 (PrefrontalCortex_white_matter_Vol.mm3; 0.00%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Hylobates_lar,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,1.18,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 1176 (Area_striata_white_matter_Vol.mm3; 0.34%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Hylobates_muelleri,Brain_mass,Brain_Mass.mg,crosswalk_exact,101800,resolved_multiple,direct_same_structure_multiple,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1,Bauernfeind et al 2013
Hylobates_muelleri,Brain_weight,Brain_Mass.mg,crosswalk_exact,101800,resolved_multiple,direct_same_structure_multiple,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013
