Species,Species_evo,Stephan_column,EvoM1_variable,structure_key_rule,Stephan_value,status,preferred_reference,preferred_citation,all_matching_sources,n_candidate_sources,metadata_reference,unit_rescale_flag,merge_deviation_flag,closest_nonmatching,resolution_method,fallback_candidate_sources,fallback_match_detail,preferred_source_prior_contributions,source_cutoff_year
Lagothrix_lagotricha,Lagothrix lagothricha,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,12.5,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Smaers_etal_2017_TableS1part1,0,Smaers et al 2017,,,NA,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1 = 12496 (AssociationCortex_white_matter_Vol.mm3; 0.03%; scale 0.001; 0 prior contributions),0,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Pallidum,Pallidum_Vol.mm3,crosswalk_exact,845,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,200,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.89,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,0,Smaers et al 2017,,,NA,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1 = 1887 (PrefrontalCortex_grey_matter_Vol.mm3; 0.16%; scale 0.001; 0 prior contributions),0,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.23,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,0,Smaers et al 2017,,,NA,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1 = 226 (PrefrontalCortex_white_matter_Vol.mm3; 1.74%; scale 0.001; 0 prior contributions),0,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,1.23,resolved_fallback_metadata,Smaers_etal_2017_TableS1part1,"Smaers et al. 2017 (Curr Biol 27:714-720, Table S1)",Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,1,Smaers et al 2017,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1 = 1226 (Area_striata_white_matter_Vol.mm3; 0.33%; scale 0.001; 0 prior contributions),0,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Schizocortex,Schizo_cortex_Vol.mm3,crosswalk_exact,680,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,215,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Septum,Septum_Vol.mm3,crosswalk_exact,266,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,215,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Striatum,Striatum_Vol.mm3,crosswalk_exact,4947,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,215,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Subthalamus,Subthalamus_Vol.mm3,crosswalk_exact,909,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,200,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Telencephalon,Telencephalon_Vol.mm3,crosswalk_exact,74822,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,243,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Thalamus,Thalamus_Vol.mm3,crosswalk_exact,2959,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,200,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,crosswalk_exact,95503,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,243,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Tractus_opticus,Tractus_opticus_Vol.mm3,crosswalk_exact,203,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,200,2019
Lagothrix_lagotricha,Lagothrix lagothricha,Ventricles,Ventricles_Vol.mm3,crosswalk_exact,1090,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,243,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,crosswalk_exact,12,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,,,NA,direct_same_structure_unique,,,181,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Body_mass,Body_Mass.g,crosswalk_exact,598,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,,,NA,direct_same_structure_unique,,,181,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Body_weight,Body_Mass.g,crosswalk_exact,598,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_unique,,,181,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Brain_mass,Brain_Mass.mg,crosswalk_exact,12700,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,1000,,NA,direct_same_structure_unique,,,181,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Brain_volume,NA,no_defensible_volume_key,12259,metadata_only,NA,NA,,0,Bauernfeind et al 2013,,,NA,metadata_only_no_volume_crosswalk,,,0,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Brain_weight,Brain_Mass.mg,crosswalk_exact,12700,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,1000,,NA,direct_same_structure_unique,,,181,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,crosswalk_exact,21,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,,,NA,direct_same_structure_unique,,,181,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Granular_volume_L,Granular_insular_cortex_left_Vol.mm3,crosswalk_exact,4,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,,,NA,direct_same_structure_unique,,,181,2019
Leontopithecus_rosalia,Leontopithecus rosalia,Total_insula_volume_L,Insula_left_Vol.mm3,crosswalk_exact,37,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,,,NA,direct_same_structure_unique,,,181,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,326,resolved_fallback_restricted,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al. 2010 (J Hum Evol 58:281-292),Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],1,de Sousa et al 2010,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,restricted_documents_near_perfect,Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 0.326 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R36C5; 0 prior contributions),0,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Amygdala,Amygdala_Vol.mm3,crosswalk_exact,133,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,100,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Body_weight,Body_Mass.g,crosswalk_exact,915,resolved_multiple,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableII; Stephan_etal_1988_TABLE1,5,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_multiple,,,162,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Body_weight_1985a,Body_Mass.g,crosswalk_exact,915,resolved_multiple,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano__1986_TableI; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableII; Stephan_etal_1988_TABLE1,5,NA,,,NA,direct_same_structure_multiple,,,220,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Brain_weight,Brain_Mass.mg,crosswalk_exact,7600,resolved_multiple,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII; Stephan_etal_1988_TABLE1,2,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,,NA,direct_same_structure_multiple,,,162,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Brainvol,NA,no_defensible_volume_key,7335.91,metadata_only,NA,NA,,0,de Sousa et al 2010; Stephan et al 1981,,,NA,metadata_only_no_volume_crosswalk,,,0,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,crosswalk_exact,113,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,144,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,crosswalk_exact,2.72,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,144,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Capsula_interna,Capsula_interna_Vol.mm3,crosswalk_exact,63,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,200,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Cerebellar_nuclei_total,Cerebellar_nuclei_total_Vol.mm3,crosswalk_exact,23.07,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Cerebellum,Cerebellum_Vol.mm3,crosswalk_exact,1165,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,crosswalk_exact,14.9,resolved_multiple,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Matano__1986_TableI; Stephan_etal_1981_TableXIII,2,Stephan et al 1981,,,NA,direct_same_structure_multiple,,,129,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Complexus_centromedialis,Complexus_centromedialis_Vol.mm3,crosswalk_exact,42.5,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,crosswalk_exact,90.4,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Corpus.pineale,Corpus_pineal_Vol.mm3,crosswalk_exact,0.73,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,crosswalk_exact,0.13,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,crosswalk_exact,0.12,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Diencephalon,Diencephalon_Vol.mm3,crosswalk_exact,593,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Epithalamus,Epithalamus_Vol.mm3,crosswalk_exact,4.89,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,200,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Hippocampus,Hippocampus_Vol.mm3,crosswalk_exact,392,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,144,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Hypothalamus,Hypothalamus_Vol.mm3,crosswalk_exact,114,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,200,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei_Vol.mm3,crosswalk_exact,6.41,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,15.6,resolved_fallback_restricted,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al. 2010 (J Hum Evol 58:281-292),Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],2,de Sousa et al 2010; de Sousa et al 2013,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,restricted_documents_near_perfect,deSousa_etal_2010_SupTable2; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 15.6 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R36C10; 0 prior contributions),0,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei_Vol.mm3,crosswalk_exact,9.35,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,crosswalk_exact,302,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,144,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Medial_cerebellar_nuclei,Medial_cerebellar_nuclei_Vol.mm3,crosswalk_exact,7.31,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,NA,,,NA,direct_same_structure_unique,,,220,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,crosswalk_exact,449,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Meninges_hypophysis_nerves_etc,NA,no_defensible_volume_key,84.1,metadata_only,NA,NA,,0,Stephan et al 1981,,,NA,metadata_only_no_volume_crosswalk,,,0,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Mesencephalon,Mesencephalon_Vol.mm3,crosswalk_exact,260,resolved_unique,Stephan_etal_1981_TableII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,162,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,crosswalk_exact,2805,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,46,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,NeoWG,Neocortex_Vol.mm3,crosswalk_exact,3282,resolved_multiple,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1982_Table2; Stephan_etal_1981_TableV,2,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_multiple,,,144,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,crosswalk_exact,476.6,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,46,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus.habenularis.medialis,Nucleus_habenularis_medialis_Vol.mm3,crosswalk_exact,1.75,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,crosswalk_exact,0.89,resolved_unique,Stephan_etal_1981_TableXV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,88,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,crosswalk_exact,4.47,resolved_multiple,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Matano__1986_TableI; Stephan_etal_1981_TableXIII,2,Stephan et al 1981,,,NA,direct_same_structure_multiple,,,129,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,crosswalk_exact,2.3,likely_fallback_metadata,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXIII; Matano__1986_TableI,2,Stephan et al 1981,,,Stephan_etal_1981_TableXIII = 2.38 (3.4%),metadata_tables_close_same_structure,Stephan_etal_1981_TableXIII; Matano__1986_TableI; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableXIII = 2.38 (Nucleus_vestibularis_lateralis_unilateral_Vol.mm3; 3.36%; scale 1; 129 prior contributions),129,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,crosswalk_exact,5.92,resolved_multiple,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Matano__1986_TableI; Stephan_etal_1981_TableXIII,2,Stephan et al 1981,,,NA,direct_same_structure_multiple,,,129,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,crosswalk_exact,2.11,resolved_multiple,Stephan_etal_1981_TableXIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Matano__1986_TableI; Stephan_etal_1981_TableXIII,2,Stephan et al 1981,,,NA,direct_same_structure_multiple,,,129,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus_amygdalae_basalis_parsmagnocellularis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,crosswalk_exact,7.18,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,crosswalk_exact,2.91,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,200,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,crosswalk_exact,0.62,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,100,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Palaeocortex,Palaeocortex_Vol.mm3,crosswalk_exact,170,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,100,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Pallidum,Pallidum_Vol.mm3,crosswalk_exact,55.2,resolved_unique,Stephan_etal_1981_TableVIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVIII,1,Stephan et al 1981; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,200,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Pons,Ventral_pons_Vol.mm3,Matano ventral pons,26.2,resolved_unique,Matano_etal_1985_b_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_b_Table1,1,Matano et al 1985; Zilles and Rehkamper 1988,,,NA,direct_same_structure_unique,,,40,2019
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,Schizocortex,Schizo_cortex_Vol.mm3,crosswalk_exact,194,resolved_unique,Stephan_etal_1981_TableV,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableV,1,Stephan et al 1981,,,NA,direct_same_structure_unique,,,144,2019
