Species,Preferred_brain_volume,raw_region,Region_volume,Structure,rCMRGlc
Pygathrix_nemaeus,72530,LGN_Sousa,115,Corpus geniculatum laterale,23.1
Pygathrix_nemaeus,72530,Amygdala,,Amygdala,22.2
Pygathrix_nemaeus,72530,Pallidum,,Pallidum,21.9
Pygathrix_nemaeus,72530,NeoW_Frahm,,Neocortex white,12.3
Pygathrix_nemaeus,72530,Total_insula_volume_L,,Insular cortex (grey),30.3
Pygathrix_nemaeus,72530,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Pygathrix_nemaeus,72530,Capsula_interna,,Capsula interna,25.5
Pygathrix_nemaeus,72530,Striatum,3166,Striatum,36.2663366336634
Pygathrix_nemaeus,72530,ASG_Sousa,,Area striata grey,35.8
Pygathrix_nemaeus,72530,NeoG_Frahm,,Neocortex grey,33.5
Pygathrix_nemaeus,72530,Mesencephalon,1345,Mesencephalon,25.2727272727273
Pygathrix_nemaeus,72530,Cerebellum,8063,Cerebellum,29.7507692307692
Pygathrix_nemaeus,72530,Hippocampus,2295,Hippocampus,25.7
Pygathrix_nemaeus,72530,Lateral_cerebellar_nuclei,137.05,Nucleus dentatus cerebelli,24.2
Saguinus_geoffroyi,10135,LGN_Sousa,,Corpus geniculatum laterale,23.1
Saguinus_geoffroyi,10135,Amygdala,,Amygdala,22.2
Saguinus_geoffroyi,10135,Pallidum,,Pallidum,21.9
Saguinus_geoffroyi,10135,NeoW_Frahm,,Neocortex white,12.3
Saguinus_geoffroyi,10135,Total_insula_volume_L,23,Insular cortex (grey),30.3
Saguinus_geoffroyi,10135,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Saguinus_geoffroyi,10135,Capsula_interna,,Capsula interna,25.5
Saguinus_geoffroyi,10135,Striatum,,Striatum,36.2663366336634
Saguinus_geoffroyi,10135,ASG_Sousa,,Area striata grey,35.8
Saguinus_geoffroyi,10135,NeoG_Frahm,,Neocortex grey,33.5
Saguinus_geoffroyi,10135,Mesencephalon,,Mesencephalon,25.2727272727273
Saguinus_geoffroyi,10135,Cerebellum,,Cerebellum,29.7507692307692
Saguinus_geoffroyi,10135,Hippocampus,,Hippocampus,25.7
Saguinus_geoffroyi,10135,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Saguinus_midas,9942.08,LGN_Sousa,36,Corpus geniculatum laterale,23.1
Saguinus_midas,9942.08,Amygdala,,Amygdala,22.2
Saguinus_midas,9942.08,Pallidum,,Pallidum,21.9
Saguinus_midas,9942.08,NeoW_Frahm,,Neocortex white,12.3
Saguinus_midas,9942.08,Total_insula_volume_L,,Insular cortex (grey),30.3
Saguinus_midas,9942.08,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Saguinus_midas,9942.08,Capsula_interna,,Capsula interna,25.5
Saguinus_midas,9942.08,Striatum,471,Striatum,36.2663366336634
Saguinus_midas,9942.08,ASG_Sousa,841,Area striata grey,35.8
Saguinus_midas,9942.08,NeoG_Frahm,,Neocortex grey,33.5
Saguinus_midas,9942.08,Mesencephalon,332,Mesencephalon,25.2727272727273
Saguinus_midas,9942.08,Cerebellum,1061,Cerebellum,29.7507692307692
Saguinus_midas,9942.08,Hippocampus,280,Hippocampus,25.7
Saguinus_midas,9942.08,Lateral_cerebellar_nuclei,7.75,Nucleus dentatus cerebelli,24.2
Saguinus_oedipus,8938.2,LGN_Sousa,34.2,Corpus geniculatum laterale,23.1
Saguinus_oedipus,8938.2,Amygdala,,Amygdala,22.2
Saguinus_oedipus,8938.2,Pallidum,73.2,Pallidum,21.9
Saguinus_oedipus,8938.2,NeoW_Frahm,,Neocortex white,12.3
Saguinus_oedipus,8938.2,Total_insula_volume_L,26,Insular cortex (grey),30.3
Saguinus_oedipus,8938.2,Nucleus_subthalamicus,4.45,Nucleus subthalamicus Luysi,25.2
Saguinus_oedipus,8938.2,Capsula_interna,62.7,Capsula interna,25.5
Saguinus_oedipus,8938.2,Striatum,453,Striatum,36.2663366336634
Saguinus_oedipus,8938.2,ASG_Sousa,807,Area striata grey,35.8
Saguinus_oedipus,8938.2,NeoG_Frahm,,Neocortex grey,33.5
Saguinus_oedipus,8938.2,Mesencephalon,333,Mesencephalon,25.2727272727273
Saguinus_oedipus,8938.2,Cerebellum,984,Cerebellum,29.7507692307692
Saguinus_oedipus,8938.2,Hippocampus,262,Hippocampus,25.7
Saguinus_oedipus,8938.2,Lateral_cerebellar_nuclei,8.8,Nucleus dentatus cerebelli,24.2
Saimiri_sciureus,23166.02,LGN_Sousa,62.9,Corpus geniculatum laterale,23.1
Saimiri_sciureus,23166.02,Amygdala,227,Amygdala,22.2
Saimiri_sciureus,23166.02,Pallidum,169,Pallidum,21.9
Saimiri_sciureus,23166.02,NeoW_Frahm,3710,Neocortex white,12.3
Saimiri_sciureus,23166.02,Total_insula_volume_L,,Insular cortex (grey),30.3
Saimiri_sciureus,23166.02,Nucleus_subthalamicus,11.5,Nucleus subthalamicus Luysi,25.2
Saimiri_sciureus,23166.02,Capsula_interna,132,Capsula interna,25.5
Saimiri_sciureus,23166.02,Striatum,1042,Striatum,36.2663366336634
Saimiri_sciureus,23166.02,ASG_Sousa,1884,Area striata grey,35.8
Saimiri_sciureus,23166.02,NeoG_Frahm,11832,Neocortex grey,33.5
Saimiri_sciureus,23166.02,Mesencephalon,526,Mesencephalon,25.2727272727273
Saimiri_sciureus,23166.02,Cerebellum,2260,Cerebellum,29.7507692307692
Saimiri_sciureus,23166.02,Hippocampus,352,Hippocampus,25.7
Saimiri_sciureus,23166.02,Lateral_cerebellar_nuclei,27.2,Nucleus dentatus cerebelli,24.2
Symphalangus_syndactylus,133880,LGN_Sousa,,Corpus geniculatum laterale,23.1
Symphalangus_syndactylus,133880,Amygdala,,Amygdala,22.2
Symphalangus_syndactylus,133880,Pallidum,,Pallidum,21.9
Symphalangus_syndactylus,133880,NeoW_Frahm,,Neocortex white,12.3
Symphalangus_syndactylus,133880,Total_insula_volume_L,416,Insular cortex (grey),30.3
Symphalangus_syndactylus,133880,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Symphalangus_syndactylus,133880,Capsula_interna,,Capsula interna,25.5
Symphalangus_syndactylus,133880,Striatum,,Striatum,36.2663366336634
Symphalangus_syndactylus,133880,ASG_Sousa,5468.9,Area striata grey,35.8
Symphalangus_syndactylus,133880,NeoG_Frahm,,Neocortex grey,33.5
Symphalangus_syndactylus,133880,Mesencephalon,,Mesencephalon,25.2727272727273
Symphalangus_syndactylus,133880,Cerebellum,,Cerebellum,29.7507692307692
Symphalangus_syndactylus,133880,Hippocampus,,Hippocampus,25.7
Symphalangus_syndactylus,133880,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Tarsius_syrichta,3474.9,LGN_Sousa,20.8,Corpus geniculatum laterale,23.1
Tarsius_syrichta,3474.9,Amygdala,49.8,Amygdala,22.2
Tarsius_syrichta,3474.9,Pallidum,16.1,Pallidum,21.9
Tarsius_syrichta,3474.9,NeoW_Frahm,137,Neocortex white,12.3
Tarsius_syrichta,3474.9,Total_insula_volume_L,,Insular cortex (grey),30.3
Tarsius_syrichta,3474.9,Nucleus_subthalamicus,1.09,Nucleus subthalamicus Luysi,25.2
Tarsius_syrichta,3474.9,Capsula_interna,16.7,Capsula interna,25.5
Tarsius_syrichta,3474.9,Striatum,133,Striatum,36.2663366336634
Tarsius_syrichta,3474.9,ASG_Sousa,349,Area striata grey,35.8
Tarsius_syrichta,3474.9,NeoG_Frahm,1631,Neocortex grey,33.5
Tarsius_syrichta,3474.9,Mesencephalon,197,Mesencephalon,25.2727272727273
Tarsius_syrichta,3474.9,Cerebellum,428,Cerebellum,29.7507692307692
Tarsius_syrichta,3474.9,Hippocampus,153,Hippocampus,25.7
Tarsius_syrichta,3474.9,Lateral_cerebellar_nuclei,3.37,Nucleus dentatus cerebelli,24.2
Trachypithecus_francoisi,98552,LGN_Sousa,,Corpus geniculatum laterale,23.1
Trachypithecus_francoisi,98552,Amygdala,,Amygdala,22.2
Trachypithecus_francoisi,98552,Pallidum,,Pallidum,21.9
Trachypithecus_francoisi,98552,NeoW_Frahm,,Neocortex white,12.3
Trachypithecus_francoisi,98552,Total_insula_volume_L,625,Insular cortex (grey),30.3
Trachypithecus_francoisi,98552,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Trachypithecus_francoisi,98552,Capsula_interna,,Capsula interna,25.5
Trachypithecus_francoisi,98552,Striatum,,Striatum,36.2663366336634
Trachypithecus_francoisi,98552,ASG_Sousa,,Area striata grey,35.8
Trachypithecus_francoisi,98552,NeoG_Frahm,,Neocortex grey,33.5
Trachypithecus_francoisi,98552,Mesencephalon,,Mesencephalon,25.2727272727273
Trachypithecus_francoisi,98552,Cerebellum,,Cerebellum,29.7507692307692
Trachypithecus_francoisi,98552,Hippocampus,,Hippocampus,25.7
Trachypithecus_francoisi,98552,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Varecia_variegata,30405,LGN_Sousa,68.9,Corpus geniculatum laterale,23.1
Varecia_variegata,30405,Amygdala,,Amygdala,22.2
Varecia_variegata,30405,Pallidum,,Pallidum,21.9
Varecia_variegata,30405,NeoW_Frahm,,Neocortex white,12.3
Varecia_variegata,30405,Total_insula_volume_L,100,Insular cortex (grey),30.3
Varecia_variegata,30405,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Varecia_variegata,30405,Capsula_interna,,Capsula interna,25.5
Varecia_variegata,30405,Striatum,1591,Striatum,36.2663366336634
Varecia_variegata,30405,ASG_Sousa,1745,Area striata grey,35.8
Varecia_variegata,30405,NeoG_Frahm,,Neocortex grey,33.5
Varecia_variegata,30405,Mesencephalon,1018,Mesencephalon,25.2727272727273
Varecia_variegata,30405,Cerebellum,4286,Cerebellum,29.7507692307692
Varecia_variegata,30405,Hippocampus,1404,Hippocampus,25.7
Varecia_variegata,30405,Lateral_cerebellar_nuclei,37.45,Nucleus dentatus cerebelli,24.2
