Species,Preferred_brain_volume,raw_region,Region_volume,Structure,rCMRGlc
Hylobates_muelleri,98263,Hippocampus,,Hippocampus,25.7
Hylobates_muelleri,98263,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Indri_indri,32481,LGN_Sousa,94.5,Corpus geniculatum laterale,23.1
Indri_indri,32481,Amygdala,,Amygdala,22.2
Indri_indri,32481,Pallidum,,Pallidum,21.9
Indri_indri,32481,NeoW_Frahm,4223,Neocortex white,12.3
Indri_indri,32481,Total_insula_volume_L,167,Insular cortex (grey),30.3
Indri_indri,32481,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Indri_indri,32481,Capsula_interna,,Capsula interna,25.5
Indri_indri,32481,Striatum,1855,Striatum,36.2663366336634
Indri_indri,32481,ASG_Sousa,1648,Area striata grey,35.8
Indri_indri,32481,NeoG_Frahm,15891,Neocortex grey,33.5
Indri_indri,32481,Mesencephalon,978,Mesencephalon,25.2727272727273
Indri_indri,32481,Cerebellum,5504,Cerebellum,29.7507692307692
Indri_indri,32481,Hippocampus,1520,Hippocampus,25.7
Indri_indri,32481,Lateral_cerebellar_nuclei,56.31,Nucleus dentatus cerebelli,24.2
Lagothrix_lagotricha,97490.35,LGN_Sousa,164,Corpus geniculatum laterale,23.1
Lagothrix_lagotricha,97490.35,Amygdala,,Amygdala,22.2
Lagothrix_lagotricha,97490.35,Pallidum,845,Pallidum,21.9
Lagothrix_lagotricha,97490.35,NeoW_Frahm,16727,Neocortex white,12.3
Lagothrix_lagotricha,97490.35,Total_insula_volume_L,,Insular cortex (grey),30.3
Lagothrix_lagotricha,97490.35,Nucleus_subthalamicus,63.8,Nucleus subthalamicus Luysi,25.2
Lagothrix_lagotricha,97490.35,Capsula_interna,612,Capsula interna,25.5
Lagothrix_lagotricha,97490.35,Striatum,4947,Striatum,36.2663366336634
Lagothrix_lagotricha,97490.35,ASG_Sousa,4856,Area striata grey,35.8
Lagothrix_lagotricha,97490.35,NeoG_Frahm,49147,Neocortex grey,33.5
Lagothrix_lagotricha,97490.35,Mesencephalon,1582,Mesencephalon,25.2727272727273
Lagothrix_lagotricha,97490.35,Cerebellum,11268,Cerebellum,29.7507692307692
Lagothrix_lagotricha,97490.35,Hippocampus,1586,Hippocampus,25.7
Lagothrix_lagotricha,97490.35,Lateral_cerebellar_nuclei,108.57,Nucleus dentatus cerebelli,24.2
Leontopithecus_rosalia,12259,LGN_Sousa,,Corpus geniculatum laterale,23.1
Leontopithecus_rosalia,12259,Amygdala,,Amygdala,22.2
Leontopithecus_rosalia,12259,Pallidum,,Pallidum,21.9
Leontopithecus_rosalia,12259,NeoW_Frahm,,Neocortex white,12.3
Leontopithecus_rosalia,12259,Total_insula_volume_L,37,Insular cortex (grey),30.3
Leontopithecus_rosalia,12259,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Leontopithecus_rosalia,12259,Capsula_interna,,Capsula interna,25.5
Leontopithecus_rosalia,12259,Striatum,,Striatum,36.2663366336634
Leontopithecus_rosalia,12259,ASG_Sousa,,Area striata grey,35.8
Leontopithecus_rosalia,12259,NeoG_Frahm,,Neocortex grey,33.5
Leontopithecus_rosalia,12259,Mesencephalon,,Mesencephalon,25.2727272727273
Leontopithecus_rosalia,12259,Cerebellum,,Cerebellum,29.7507692307692
Leontopithecus_rosalia,12259,Hippocampus,,Hippocampus,25.7
Leontopithecus_rosalia,12259,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Lepilemur_ruficaudatus,7335.91,LGN_Sousa,15.6,Corpus geniculatum laterale,23.1
Lepilemur_ruficaudatus,7335.91,Amygdala,133,Amygdala,22.2
Lepilemur_ruficaudatus,7335.91,Pallidum,55.2,Pallidum,21.9
Lepilemur_ruficaudatus,7335.91,NeoW_Frahm,476.6,Neocortex white,12.3
Lepilemur_ruficaudatus,7335.91,Total_insula_volume_L,,Insular cortex (grey),30.3
Lepilemur_ruficaudatus,7335.91,Nucleus_subthalamicus,2.91,Nucleus subthalamicus Luysi,25.2
Lepilemur_ruficaudatus,7335.91,Capsula_interna,63,Capsula interna,25.5
Lepilemur_ruficaudatus,7335.91,Striatum,366,Striatum,36.2663366336634
Lepilemur_ruficaudatus,7335.91,ASG_Sousa,326,Area striata grey,35.8
Lepilemur_ruficaudatus,7335.91,NeoG_Frahm,2805,Neocortex grey,33.5
Lepilemur_ruficaudatus,7335.91,Mesencephalon,260,Mesencephalon,25.2727272727273
Lepilemur_ruficaudatus,7335.91,Cerebellum,1165,Cerebellum,29.7507692307692
Lepilemur_ruficaudatus,7335.91,Hippocampus,392,Hippocampus,25.7
Lepilemur_ruficaudatus,7335.91,Lateral_cerebellar_nuclei,9.35,Nucleus dentatus cerebelli,24.2
Lophocebus_albigena,106660,LGN_Sousa,182,Corpus geniculatum laterale,23.1
Lophocebus_albigena,106660,Amygdala,,Amygdala,22.2
Lophocebus_albigena,106660,Pallidum,674,Pallidum,21.9
Lophocebus_albigena,106660,NeoW_Frahm,,Neocortex white,12.3
Lophocebus_albigena,106660,Total_insula_volume_L,536,Insular cortex (grey),30.3
Lophocebus_albigena,106660,Nucleus_subthalamicus,52.4,Nucleus subthalamicus Luysi,25.2
Lophocebus_albigena,106660,Capsula_interna,708,Capsula interna,25.5
Lophocebus_albigena,106660,Striatum,4146,Striatum,36.2663366336634
Lophocebus_albigena,106660,ASG_Sousa,5420,Area striata grey,35.8
Lophocebus_albigena,106660,NeoG_Frahm,,Neocortex grey,33.5
Lophocebus_albigena,106660,Mesencephalon,1770,Mesencephalon,25.2727272727273
Lophocebus_albigena,106660,Cerebellum,10726,Cerebellum,29.7507692307692
Lophocebus_albigena,106660,Hippocampus,1485,Hippocampus,25.7
Lophocebus_albigena,106660,Lateral_cerebellar_nuclei,113.33,Nucleus dentatus cerebelli,24.2
Loris_tardigradus,6612,LGN_Sousa,24.6,Corpus geniculatum laterale,23.1
Loris_tardigradus,6612,Amygdala,,Amygdala,22.2
Loris_tardigradus,6612,Pallidum,41.4,Pallidum,21.9
Loris_tardigradus,6612,NeoW_Frahm,,Neocortex white,12.3
Loris_tardigradus,6612,Total_insula_volume_L,12,Insular cortex (grey),30.3
Loris_tardigradus,6612,Nucleus_subthalamicus,3.79,Nucleus subthalamicus Luysi,25.2
Loris_tardigradus,6612,Capsula_interna,46.3,Capsula interna,25.5
Loris_tardigradus,6612,Striatum,351,Striatum,36.2663366336634
Loris_tardigradus,6612,ASG_Sousa,529,Area striata grey,35.8
Loris_tardigradus,6612,NeoG_Frahm,,Neocortex grey,33.5
Loris_tardigradus,6612,Mesencephalon,220,Mesencephalon,25.2727272727273
Loris_tardigradus,6612,Cerebellum,728,Cerebellum,29.7507692307692
Loris_tardigradus,6612,Hippocampus,191,Hippocampus,25.7
Loris_tardigradus,6612,Lateral_cerebellar_nuclei,5.76,Nucleus dentatus cerebelli,24.2
Macaca_fascicularis,55598.46,LGN_Sousa,91.9,Corpus geniculatum laterale,23.1
Macaca_fascicularis,55598.46,Amygdala,,Amygdala,22.2
Macaca_fascicularis,55598.46,Pallidum,,Pallidum,21.9
Macaca_fascicularis,55598.46,NeoW_Frahm,,Neocortex white,12.3
Macaca_fascicularis,55598.46,Total_insula_volume_L,,Insular cortex (grey),30.3
Macaca_fascicularis,55598.46,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Macaca_fascicularis,55598.46,Capsula_interna,,Capsula interna,25.5
Macaca_fascicularis,55598.46,Striatum,,Striatum,36.2663366336634
Macaca_fascicularis,55598.46,ASG_Sousa,2713.3,Area striata grey,35.8
Macaca_fascicularis,55598.46,NeoG_Frahm,,Neocortex grey,33.5
Macaca_fascicularis,55598.46,Mesencephalon,,Mesencephalon,25.2727272727273
Macaca_fascicularis,55598.46,Cerebellum,,Cerebellum,29.7507692307692
Macaca_fascicularis,55598.46,Hippocampus,,Hippocampus,25.7
Macaca_fascicularis,55598.46,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Macaca_maura,80405,LGN_Sousa,,Corpus geniculatum laterale,23.1
Macaca_maura,80405,Amygdala,,Amygdala,22.2
Macaca_maura,80405,Pallidum,,Pallidum,21.9
Macaca_maura,80405,NeoW_Frahm,,Neocortex white,12.3
Macaca_maura,80405,Total_insula_volume_L,492,Insular cortex (grey),30.3
Macaca_maura,80405,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Macaca_maura,80405,Capsula_interna,,Capsula interna,25.5
Macaca_maura,80405,Striatum,,Striatum,36.2663366336634
Macaca_maura,80405,ASG_Sousa,,Area striata grey,35.8
Macaca_maura,80405,NeoG_Frahm,,Neocortex grey,33.5
Macaca_maura,80405,Mesencephalon,,Mesencephalon,25.2727272727273
Macaca_maura,80405,Cerebellum,,Cerebellum,29.7507692307692
Macaca_maura,80405,Hippocampus,,Hippocampus,25.7
Macaca_maura,80405,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Macaca_mulatta,89768.34,LGN_Sousa,158,Corpus geniculatum laterale,23.1
Macaca_mulatta,89768.34,Amygdala,,Amygdala,22.2
Macaca_mulatta,89768.34,Pallidum,,Pallidum,21.9
Macaca_mulatta,89768.34,NeoW_Frahm,,Neocortex white,12.3
Macaca_mulatta,89768.34,Total_insula_volume_L,,Insular cortex (grey),30.3
Macaca_mulatta,89768.34,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Macaca_mulatta,89768.34,Capsula_interna,,Capsula interna,25.5
Macaca_mulatta,89768.34,Striatum,4032,Striatum,36.2663366336634
Macaca_mulatta,89768.34,ASG_Sousa,5343,Area striata grey,35.8
Macaca_mulatta,89768.34,NeoG_Frahm,,Neocortex grey,33.5
Macaca_mulatta,89768.34,Mesencephalon,1380,Mesencephalon,25.2727272727273
Macaca_mulatta,89768.34,Cerebellum,8965,Cerebellum,29.7507692307692
Macaca_mulatta,89768.34,Hippocampus,1353,Hippocampus,25.7
Macaca_mulatta,89768.34,Lateral_cerebellar_nuclei,106.94,Nucleus dentatus cerebelli,24.2
Microcebus_murinus,1718.15,LGN_Sousa,7.1,Corpus geniculatum laterale,23.1
Microcebus_murinus,1718.15,Amygdala,36.4,Amygdala,22.2
Microcebus_murinus,1718.15,Pallidum,10.7,Pallidum,21.9
Microcebus_murinus,1718.15,NeoW_Frahm,65.31,Neocortex white,12.3
Microcebus_murinus,1718.15,Total_insula_volume_L,,Insular cortex (grey),30.3
Microcebus_murinus,1718.15,Nucleus_subthalamicus,0.65,Nucleus subthalamicus Luysi,25.2
Microcebus_murinus,1718.15,Capsula_interna,9.08,Capsula interna,25.5
Microcebus_murinus,1718.15,Striatum,85.7,Striatum,36.2663366336634
Microcebus_murinus,1718.15,ASG_Sousa,136,Area striata grey,35.8
Microcebus_murinus,1718.15,NeoG_Frahm,674.2,Neocortex grey,33.5
Microcebus_murinus,1718.15,Mesencephalon,85.2,Mesencephalon,25.2727272727273
Microcebus_murinus,1718.15,Cerebellum,234,Cerebellum,29.7507692307692
Microcebus_murinus,1718.15,Hippocampus,100,Hippocampus,25.7
Microcebus_murinus,1718.15,Lateral_cerebellar_nuclei,2.11,Nucleus dentatus cerebelli,24.2
Miopithecus_talapoin,38610.04,LGN_Sousa,109,Corpus geniculatum laterale,23.1
Miopithecus_talapoin,38610.04,Amygdala,,Amygdala,22.2
Miopithecus_talapoin,38610.04,Pallidum,,Pallidum,21.9
Miopithecus_talapoin,38610.04,NeoW_Frahm,,Neocortex white,12.3
Miopithecus_talapoin,38610.04,Total_insula_volume_L,,Insular cortex (grey),30.3
Miopithecus_talapoin,38610.04,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Miopithecus_talapoin,38610.04,Capsula_interna,,Capsula interna,25.5
Miopithecus_talapoin,38610.04,Striatum,1908,Striatum,36.2663366336634
Miopithecus_talapoin,38610.04,ASG_Sousa,2339,Area striata grey,35.8
Miopithecus_talapoin,38610.04,NeoG_Frahm,,Neocortex grey,33.5
Miopithecus_talapoin,38610.04,Mesencephalon,826,Mesencephalon,25.2727272727273
Miopithecus_talapoin,38610.04,Cerebellum,3374,Cerebellum,29.7507692307692
Miopithecus_talapoin,38610.04,Hippocampus,705,Hippocampus,25.7
Miopithecus_talapoin,38610.04,Lateral_cerebellar_nuclei,33.84,Nucleus dentatus cerebelli,24.2
Nasalis_larvatus,92797,LGN_Sousa,157,Corpus geniculatum laterale,23.1
Nasalis_larvatus,92797,Amygdala,,Amygdala,22.2
Nasalis_larvatus,92797,Pallidum,550,Pallidum,21.9
Nasalis_larvatus,92797,NeoW_Frahm,,Neocortex white,12.3
Nasalis_larvatus,92797,Total_insula_volume_L,,Insular cortex (grey),30.3
Nasalis_larvatus,92797,Nucleus_subthalamicus,37.2,Nucleus subthalamicus Luysi,25.2
Nasalis_larvatus,92797,Capsula_interna,564,Capsula interna,25.5
Nasalis_larvatus,92797,Striatum,3735,Striatum,36.2663366336634
Nasalis_larvatus,92797,ASG_Sousa,,Area striata grey,35.8
Nasalis_larvatus,92797,NeoG_Frahm,,Neocortex grey,33.5
Nasalis_larvatus,92797,Mesencephalon,1556,Mesencephalon,25.2727272727273
Nasalis_larvatus,92797,Cerebellum,12113,Cerebellum,29.7507692307692
Nasalis_larvatus,92797,Hippocampus,1966,Hippocampus,25.7
Nasalis_larvatus,92797,Lateral_cerebellar_nuclei,149.33,Nucleus dentatus cerebelli,24.2
Nycticebus_coucang,12065.64,LGN_Sousa,35.9,Corpus geniculatum laterale,23.1
Nycticebus_coucang,12065.64,Amygdala,,Amygdala,22.2
Nycticebus_coucang,12065.64,Pallidum,,Pallidum,21.9
Nycticebus_coucang,12065.64,NeoW_Frahm,1240,Neocortex white,12.3
Nycticebus_coucang,12065.64,Total_insula_volume_L,,Insular cortex (grey),30.3
Nycticebus_coucang,12065.64,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Nycticebus_coucang,12065.64,Capsula_interna,,Capsula interna,25.5
Nycticebus_coucang,12065.64,Striatum,760,Striatum,36.2663366336634
Nycticebus_coucang,12065.64,ASG_Sousa,696,Area striata grey,35.8
Nycticebus_coucang,12065.64,NeoG_Frahm,4952,Neocortex grey,33.5
Nycticebus_coucang,12065.64,Mesencephalon,345,Mesencephalon,25.2727272727273
Nycticebus_coucang,12065.64,Cerebellum,1310,Cerebellum,29.7507692307692
Nycticebus_coucang,12065.64,Hippocampus,566,Hippocampus,25.7
Nycticebus_coucang,12065.64,Lateral_cerebellar_nuclei,14.03,Nucleus dentatus cerebelli,24.2
Otolemur_crassicaudatus,9942.08,LGN_Sousa,23.2,Corpus geniculatum laterale,23.1
Otolemur_crassicaudatus,9942.08,Amygdala,,Amygdala,22.2
Otolemur_crassicaudatus,9942.08,Pallidum,63.3,Pallidum,21.9
Otolemur_crassicaudatus,9942.08,NeoW_Frahm,,Neocortex white,12.3
Otolemur_crassicaudatus,9942.08,Total_insula_volume_L,,Insular cortex (grey),30.3
Otolemur_crassicaudatus,9942.08,Nucleus_subthalamicus,4.1,Nucleus subthalamicus Luysi,25.2
Otolemur_crassicaudatus,9942.08,Capsula_interna,74.6,Capsula interna,25.5
Otolemur_crassicaudatus,9942.08,Striatum,556,Striatum,36.2663366336634
Otolemur_crassicaudatus,9942.08,ASG_Sousa,479,Area striata grey,35.8
Otolemur_crassicaudatus,9942.08,NeoG_Frahm,,Neocortex grey,33.5
Otolemur_crassicaudatus,9942.08,Mesencephalon,384,Mesencephalon,25.2727272727273
Otolemur_crassicaudatus,9942.08,Cerebellum,1414,Cerebellum,29.7507692307692
Otolemur_crassicaudatus,9942.08,Hippocampus,461,Hippocampus,25.7
Otolemur_crassicaudatus,9942.08,Lateral_cerebellar_nuclei,9.64,Nucleus dentatus cerebelli,24.2
Pan_paniscus,339766.6667,LGN_Sousa,275.1,Corpus geniculatum laterale,23.1
Pan_paniscus,339766.6667,Amygdala,,Amygdala,22.2
Pan_paniscus,339766.6667,Pallidum,,Pallidum,21.9
Pan_paniscus,339766.6667,NeoW_Frahm,,Neocortex white,12.3
Pan_paniscus,339766.6667,Total_insula_volume_L,1690,Insular cortex (grey),30.3
Pan_paniscus,339766.6667,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Pan_paniscus,339766.6667,Capsula_interna,,Capsula interna,25.5
Pan_paniscus,339766.6667,Striatum,,Striatum,36.2663366336634
Pan_paniscus,339766.6667,ASG_Sousa,11606.5,Area striata grey,35.8
Pan_paniscus,339766.6667,NeoG_Frahm,,Neocortex grey,33.5
Pan_paniscus,339766.6667,Mesencephalon,,Mesencephalon,25.2727272727273
Pan_paniscus,339766.6667,Cerebellum,,Cerebellum,29.7507692307692
Pan_paniscus,339766.6667,Hippocampus,,Hippocampus,25.7
Pan_paniscus,339766.6667,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Pan_troglodytes,330790,LGN_Sousa,250.7,Corpus geniculatum laterale,23.1
Pan_troglodytes,330790,Amygdala,,Amygdala,22.2
Pan_troglodytes,330790,Pallidum,1951,Pallidum,21.9
Pan_troglodytes,330790,NeoW_Frahm,118996,Neocortex white,12.3
Pan_troglodytes,330790,Total_insula_volume_L,1601,Insular cortex (grey),30.3
Pan_troglodytes,330790,Nucleus_subthalamicus,127,Nucleus subthalamicus Luysi,25.2
Pan_troglodytes,330790,Capsula_interna,2510,Capsula interna,25.5
Pan_troglodytes,330790,Striatum,12246,Striatum,36.2663366336634
Pan_troglodytes,330790,ASG_Sousa,8268.3,Area striata grey,35.8
Pan_troglodytes,330790,NeoG_Frahm,172597,Neocortex grey,33.5
Pan_troglodytes,330790,Mesencephalon,3739,Mesencephalon,25.2727272727273
Pan_troglodytes,330790,Cerebellum,43663,Cerebellum,29.7507692307692
Pan_troglodytes,330790,Hippocampus,3779,Hippocampus,25.7
Pan_troglodytes,330790,Lateral_cerebellar_nuclei,455.83,Nucleus dentatus cerebelli,24.2
Papio_anubis,194015.44,LGN_Sousa,395,Corpus geniculatum laterale,23.1
Papio_anubis,194015.44,Amygdala,,Amygdala,22.2
Papio_anubis,194015.44,Pallidum,1147,Pallidum,21.9
Papio_anubis,194015.44,NeoW_Frahm,54416,Neocortex white,12.3
Papio_anubis,194015.44,Total_insula_volume_L,,Insular cortex (grey),30.3
Papio_anubis,194015.44,Nucleus_subthalamicus,94.7,Nucleus subthalamicus Luysi,25.2
Papio_anubis,194015.44,Capsula_interna,1257,Capsula interna,25.5
Papio_anubis,194015.44,Striatum,7182,Striatum,36.2663366336634
Papio_anubis,194015.44,ASG_Sousa,10001,Area striata grey,35.8
Papio_anubis,194015.44,NeoG_Frahm,85726,Neocortex grey,33.5
Papio_anubis,194015.44,Mesencephalon,2711,Mesencephalon,25.2727272727273
Papio_anubis,194015.44,Cerebellum,18683,Cerebellum,29.7507692307692
Papio_anubis,194015.44,Hippocampus,3398,Hippocampus,25.7
Papio_anubis,194015.44,Lateral_cerebellar_nuclei,220.35,Nucleus dentatus cerebelli,24.2
Perodicticus_potto,11100,LGN_Sousa,24.3,Corpus geniculatum laterale,23.1
Perodicticus_potto,11100,Amygdala,,Amygdala,22.2
Perodicticus_potto,11100,Pallidum,107,Pallidum,21.9
Perodicticus_potto,11100,NeoW_Frahm,,Neocortex white,12.3
Perodicticus_potto,11100,Total_insula_volume_L,31,Insular cortex (grey),30.3
Perodicticus_potto,11100,Nucleus_subthalamicus,8.19,Nucleus subthalamicus Luysi,25.2
Perodicticus_potto,11100,Capsula_interna,107,Capsula interna,25.5
Perodicticus_potto,11100,Striatum,712,Striatum,36.2663366336634
Perodicticus_potto,11100,ASG_Sousa,495,Area striata grey,35.8
Perodicticus_potto,11100,NeoG_Frahm,,Neocortex grey,33.5
Perodicticus_potto,11100,Mesencephalon,391,Mesencephalon,25.2727272727273
Perodicticus_potto,11100,Cerebellum,1699,Cerebellum,29.7507692307692
Perodicticus_potto,11100,Hippocampus,607,Hippocampus,25.7
Perodicticus_potto,11100,Lateral_cerebellar_nuclei,12.25,Nucleus dentatus cerebelli,24.2
Piliocolobus_badius,72394,LGN_Sousa,128,Corpus geniculatum laterale,23.1
Piliocolobus_badius,72394,Amygdala,479,Amygdala,22.2
Piliocolobus_badius,72394,Pallidum,521,Pallidum,21.9
Piliocolobus_badius,72394,NeoW_Frahm,14331,Neocortex white,12.3
Piliocolobus_badius,72394,Total_insula_volume_L,241,Insular cortex (grey),30.3
Piliocolobus_badius,72394,Nucleus_subthalamicus,31.9,Nucleus subthalamicus Luysi,25.2
Piliocolobus_badius,72394,Capsula_interna,460,Capsula interna,25.5
Piliocolobus_badius,72394,Striatum,3217,Striatum,36.2663366336634
Piliocolobus_badius,72394,ASG_Sousa,3053,Area striata grey,35.8
Piliocolobus_badius,72394,NeoG_Frahm,36575,Neocortex grey,33.5
Piliocolobus_badius,72394,Mesencephalon,1333,Mesencephalon,25.2727272727273
Piliocolobus_badius,72394,Cerebellum,8648,Cerebellum,29.7507692307692
Piliocolobus_badius,72394,Hippocampus,1671,Hippocampus,25.7
Piliocolobus_badius,72394,Lateral_cerebellar_nuclei,98.52,Nucleus dentatus cerebelli,24.2
Pithecia_monachus,33783.78,LGN_Sousa,76.3,Corpus geniculatum laterale,23.1
Pithecia_monachus,33783.78,Amygdala,,Amygdala,22.2
Pithecia_monachus,33783.78,Pallidum,,Pallidum,21.9
Pithecia_monachus,33783.78,NeoW_Frahm,,Neocortex white,12.3
Pithecia_monachus,33783.78,Total_insula_volume_L,,Insular cortex (grey),30.3
Pithecia_monachus,33783.78,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Pithecia_monachus,33783.78,Capsula_interna,,Capsula interna,25.5
Pithecia_monachus,33783.78,Striatum,1918,Striatum,36.2663366336634
Pithecia_monachus,33783.78,ASG_Sousa,1679,Area striata grey,35.8
Pithecia_monachus,33783.78,NeoG_Frahm,,Neocortex grey,33.5
Pithecia_monachus,33783.78,Mesencephalon,745,Mesencephalon,25.2727272727273
Pithecia_monachus,33783.78,Cerebellum,3908,Cerebellum,29.7507692307692
Pithecia_monachus,33783.78,Hippocampus,834,Hippocampus,25.7
Pithecia_monachus,33783.78,Lateral_cerebellar_nuclei,53.67,Nucleus dentatus cerebelli,24.2
Pithecia_pithecia,28958,LGN_Sousa,,Corpus geniculatum laterale,23.1
Pithecia_pithecia,28958,Amygdala,,Amygdala,22.2
Pithecia_pithecia,28958,Pallidum,,Pallidum,21.9
Pithecia_pithecia,28958,NeoW_Frahm,,Neocortex white,12.3
Pithecia_pithecia,28958,Total_insula_volume_L,279,Insular cortex (grey),30.3
Pithecia_pithecia,28958,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Pithecia_pithecia,28958,Capsula_interna,,Capsula interna,25.5
Pithecia_pithecia,28958,Striatum,,Striatum,36.2663366336634
Pithecia_pithecia,28958,ASG_Sousa,,Area striata grey,35.8
Pithecia_pithecia,28958,NeoG_Frahm,,Neocortex grey,33.5
Pithecia_pithecia,28958,Mesencephalon,,Mesencephalon,25.2727272727273
Pithecia_pithecia,28958,Cerebellum,,Cerebellum,29.7507692307692
Pithecia_pithecia,28958,Hippocampus,,Hippocampus,25.7
Pithecia_pithecia,28958,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Plecturocebus_moloch,18339.77,LGN_Sousa,54.2,Corpus geniculatum laterale,23.1
Plecturocebus_moloch,18339.77,Amygdala,,Amygdala,22.2
Plecturocebus_moloch,18339.77,Pallidum,,Pallidum,21.9
Plecturocebus_moloch,18339.77,NeoW_Frahm,,Neocortex white,12.3
Plecturocebus_moloch,18339.77,Total_insula_volume_L,,Insular cortex (grey),30.3
Plecturocebus_moloch,18339.77,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Plecturocebus_moloch,18339.77,Capsula_interna,,Capsula interna,25.5
Plecturocebus_moloch,18339.77,Striatum,920,Striatum,36.2663366336634
Plecturocebus_moloch,18339.77,ASG_Sousa,1201,Area striata grey,35.8
Plecturocebus_moloch,18339.77,NeoG_Frahm,,Neocortex grey,33.5
Plecturocebus_moloch,18339.77,Mesencephalon,530,Mesencephalon,25.2727272727273
Plecturocebus_moloch,18339.77,Cerebellum,1622,Cerebellum,29.7507692307692
Plecturocebus_moloch,18339.77,Hippocampus,588,Hippocampus,25.7
Plecturocebus_moloch,18339.77,Lateral_cerebellar_nuclei,21.24,Nucleus dentatus cerebelli,24.2
Pongo_abelii,333880,LGN_Sousa,,Corpus geniculatum laterale,23.1
Pongo_abelii,333880,Amygdala,,Amygdala,22.2
Pongo_abelii,333880,Pallidum,,Pallidum,21.9
Pongo_abelii,333880,NeoW_Frahm,,Neocortex white,12.3
Pongo_abelii,333880,Total_insula_volume_L,1158,Insular cortex (grey),30.3
Pongo_abelii,333880,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Pongo_abelii,333880,Capsula_interna,,Capsula interna,25.5
Pongo_abelii,333880,Striatum,,Striatum,36.2663366336634
Pongo_abelii,333880,ASG_Sousa,,Area striata grey,35.8
Pongo_abelii,333880,NeoG_Frahm,,Neocortex grey,33.5
Pongo_abelii,333880,Mesencephalon,,Mesencephalon,25.2727272727273
Pongo_abelii,333880,Cerebellum,,Cerebellum,29.7507692307692
Pongo_abelii,333880,Hippocampus,,Hippocampus,25.7
Pongo_abelii,333880,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Pongo_pygmaeus,347970,LGN_Sousa,259.1,Corpus geniculatum laterale,23.1
Pongo_pygmaeus,347970,Amygdala,1400,Amygdala,22.2
Pongo_pygmaeus,347970,Pallidum,1800,Pallidum,21.9
Pongo_pygmaeus,347970,NeoW_Frahm,81500,Neocortex white,12.3
Pongo_pygmaeus,347970,Total_insula_volume_L,1505,Insular cortex (grey),30.3
Pongo_pygmaeus,347970,Nucleus_subthalamicus,,Nucleus subthalamicus Luysi,25.2
Pongo_pygmaeus,347970,Capsula_interna,,Capsula interna,25.5
Pongo_pygmaeus,347970,Striatum,11500,Striatum,36.2663366336634
Pongo_pygmaeus,347970,ASG_Sousa,8233.7,Area striata grey,35.8
Pongo_pygmaeus,347970,NeoG_Frahm,138300,Neocortex grey,33.5
Pongo_pygmaeus,347970,Mesencephalon,4000,Mesencephalon,25.2727272727273
Pongo_pygmaeus,347970,Cerebellum,42900,Cerebellum,29.7507692307692
Pongo_pygmaeus,347970,Hippocampus,2700,Hippocampus,25.7
Pongo_pygmaeus,347970,Lateral_cerebellar_nuclei,,Nucleus dentatus cerebelli,24.2
Propithecus_verreauxi,25772.2,LGN_Sousa,64.5,Corpus geniculatum laterale,23.1
Propithecus_verreauxi,25772.2,Amygdala,251,Amygdala,22.2
Propithecus_verreauxi,25772.2,Pallidum,263,Pallidum,21.9
Propithecus_verreauxi,25772.2,NeoW_Frahm,3335,Neocortex white,12.3
Propithecus_verreauxi,25772.2,Total_insula_volume_L,,Insular cortex (grey),30.3
Propithecus_verreauxi,25772.2,Nucleus_subthalamicus,20,Nucleus subthalamicus Luysi,25.2
Propithecus_verreauxi,25772.2,Capsula_interna,324,Capsula interna,25.5
Propithecus_verreauxi,25772.2,Striatum,1411,Striatum,36.2663366336634
Propithecus_verreauxi,25772.2,ASG_Sousa,1106,Area striata grey,35.8
Propithecus_verreauxi,25772.2,NeoG_Frahm,9835,Neocortex grey,33.5
Propithecus_verreauxi,25772.2,Mesencephalon,780,Mesencephalon,25.2727272727273
Propithecus_verreauxi,25772.2,Cerebellum,3957,Cerebellum,29.7507692307692
Propithecus_verreauxi,25772.2,Hippocampus,1043,Hippocampus,25.7
Propithecus_verreauxi,25772.2,Lateral_cerebellar_nuclei,39.46,Nucleus dentatus cerebelli,24.2
